,昵称,时间,评论
104,哈哈哈,2019-11-06,"值得一去, 如果没看过的话这一次挺好看, 建议带孩子, 去长隆基本就是陪孩子玩, 珠海的比番禺的强, 去一个就行, 在长隆了你好好好好玩"
105,M43****929,2020-04-24,"难忘的回忆, 很不错, 下回去一定要选好位置"
106,狮子妞老妈,2020-01-16,"确实不错, 就是里面吃饭的选择不多, 我们是加了, 升级了一等座, 运气超好, 紧挨着加, 的, 位置, 前面无遮挡, 感觉太值了"
107,没落的贵族张,2019-12-31,"来之前就听说长隆的大马戏是国内首屈一指的, 今天带着家人来看的, 确实是叹为观止, 尤其是开场, 非常炫酷, 先声夺人, 后来的表演虽然和别的马戏大同小异, 但难度系数要高很多"
108,M46****860,2019-12-14,"非常精彩的大马戏, 我买的普通票, 在大马戏剧院里面的明星餐厅里消费满, 元可以升级一等座, 小朋友也需要门票, 也可以不要, 抱着就行, 珠海马戏表演小朋友一定要买门票"
109,家有小儿初长成,2020-01-24,"震撼, 震惊, 无法用语言形容, 气氛好到爆, 非, 常值得一看, 为杂技人点赞"
110,M40****839,2020-01-16,"整个演出十分紧凑, 本来担心孩子累了一天会睡着, 没想到越看越兴奋, 为演员们加油助威, 全程无尿点, 是旅程中的亮点, 假期建议一定要早去排队, 我们大概提前, 个半小时到, 坐到了酒店位置的前排, 最后整个剧场几乎坐无缺席, 所以一定要早去, 当然到了剧场也可以再升级座位, 一等座每人, 每人, 也可以买马戏剧场的晚饭套餐, 提前早进入, 套餐大概, 元一人吧, 有几人买几份, 大家可根据自己情况选择"
111,klyuae,2019-12-29,"虽然贵了点, 但确实世界级水准, 舞美, 音效, 灯光, 都不错, 表演也很落力, 不仅仅是平面舞台, 立体空间, 吊若穿梭, 跳水台, 极其丰富, 就是动物表演的不多, 是人来表演, 而且, 的场次时间机心太重, 观众在外吃不吃饭都不合适, 暗地迫使顾客进园吃动辄, 元的垃圾快餐, 真功夫最多, 元拿下"
112,268****505,2019-12-26,"长隆国际大马戏拥有全球实景式马戏舞台, 数千万巨资打造极致奢华的尖端舞美科技, 和数亿巨资建造的全世界最大的马戏表演场, 能容纳近, 名观众同时观看, 每天晚上, 点半上演, 演出已经近, 场, 全球顶尖的舞台设施和主题节目, 自然少不了庞大的国际化演艺团队, 拥有来自, 多个国家, 横跨亚洲, 欧洲, 美洲, 非洲共, 余名的马戏精英同台演绎, 此外, 还有多达, 余种, 多只珍奇动物与马戏的精英们同台献技"
113,豫章黑豆,2019-12-17,"刚刚看完, 来之前网上查了下, 买了一等座, 位置确实好点, 两大一小, 都要买票, 一千元左右, 确实不便宜, 但是现场观看效果比较震撼, 值得一看, 主要是俄罗斯, 乌克兰, 哥伦比亚等国外杂技演员, 有真功夫, 可以用艺高人胆大来形容, 很刺激, 很惊喜, 前后有, 分钟, 现场都在"
114,110****953,2020-01-06,"大马戏非常好看, 选择的一等座, 座位是挨着过道的那一排, 每次演员上场, 换场表演都在身边, 很是开心, 小孩子也玩的不亦乐乎, 表演全程丰富多彩, 都非常适合带小孩观看"
115,286****261,2020-01-03,"马戏很精彩, 节目都是传统的, 但是现场看非常震撼, 整个场子从地面到天花板全是舞台, 就是位子不是太好, 这个感觉买, 还是值得的, 一定要坐正面, 侧面效果差好多, 这个值得一看, 和广州塔比这个好看太多了"
116,M29****6645,2019-12-16,"非常精彩, 演员的表演超级棒, 风光, 舞美, 剧情设计都堪称视觉享受, 推荐去看看"
117,268****505,2019-12-24,"长隆大马戏拥有全球顶尖的舞台设施和主题节目, 组织了庞大的国际化演艺团队, 来自多个国家, 横跨亚洲, 欧洲, 美洲, 非洲共几百名的马戏精英同台演绎, 此外, 还有多达几十种珍奇动物与马戏的精英们同台献技"
118,_YX1****729,2020-02-18,"好有趣的马戏表演啊, 让人捧腹大笑, 尽情享受精彩表演带来的无穷乐趣"
119,hellolion,2020-01-22,"性价比高, 很划算, 下次买亲子套餐, 长隆一个有意思的地方"
120,小鱼味的小笼包,2020-04-16,"方便快捷, 很赞"
121,小鱼味的小笼包,2020-04-16,"方便快捷, 很赞"
122,138****7890,2020-04-18,"很热闹, 很适合带孩子去"
123,M13****582,2020-01-18,"美轮美奂的表演, 大人和小孩都喜欢, 亲子游的好去处, 要提前进场"
124,科恰班巴司马欣,2019-12-07,"长隆大马戏果然是名不虚传, 太精彩了, 全程无尿点, 动物的部分不是很多, 这点很好, 爱护动物, 结束的时间有点晚, 接驳车到地铁站一辆接着一辆, 这点安排的特别人性化, 总体体验还是很值得一去的"
125,M22****049,2020-04-01,"太精彩了, 小丑很可爱"
126,M22****049,2020-04-01,"太好看了, 期待还来"
127,M42****962,2020-01-27,"买的动物园和大马戏联票比较实惠, 大马戏很推荐, 那么多外国演员危险表演还有一堆动物要养活, 这价格值了"
128,洋小猫,2020-01-18,"很值得一看的大马戏表演, 非常震撼人心, 让人流连忘返, 惊叫连连"
129,137****1701,2020-01-12,"非常精彩的演出, 大人孩子都值得来看, 舞台效果和场内气氛都很棒"
130,U45435****271000,2019-12-26,"除了没能坐到靠走道的位子, 其它真的是无可挑剔, 演出相当精彩"
131,133****2968,2020-04-25,"合适带小孩子, 不错"
132,133****2968,2020-04-25,很不错的
133,M35****3665,2020-04-05,"很好的, 表演很精彩"
134,118****021,2019-12-03,"很精彩, 小朋友第一次看马戏, 兴致很高, 感觉时间过的很快, 最好再增加点有动物参与的节目就更好了, 不知道是不是每次节目都不一样, 期待下次再去"
135,程嚒嚒哒,2019-11-07,"这次大马戏真是太精彩了, 长隆大马戏果然名不虚传啊, 全程无尿点, 感觉时间过得飞快, 小朋友看的也很开心, 灯光和音响效果小朋友也能接受, 赞一个"
136,_WeCh****120694,2020-04-22,"挺好看的, 很精彩"
137,M22****049,2020-04-01,"很好看, 值得来"
138,_WeCh****120694,2020-04-22,不错
139,世外林源,2020-04-19,马戏就一般般了
140,喵侠,2020-04-01,"经常去, 非常好"
141,喵侠,2020-04-01,"经常去, 非常好"
142,wl1982,2019-12-31,"真的是一定要看, 实在是太棒了, 现场看的感觉完全不一样"
143,M25****9291,2020-04-11,表演很精彩
144,M25****9291,2020-04-11,表演很精彩
145,尛壞  o∩_∩o 别怕,2020-02-19,"就在熊猫酒店对面, 邮过去也就三分钟, 场面挺震撼的, 值得观看, 带孩子来的, 买的一等坐, 其实位置也就那么回事, 只要是位置正对舞台的就行"
146,320****570,2020-04-19,演出很震撼
147,320****570,2020-04-19,演出很震撼
148,M54****880,2020-04-19,感觉很精彩
149,M54****880,2020-04-19,表演很精彩
150,草莓兔乖乖,2020-04-11,赞的不得了
151,草莓兔乖乖,2020-04-11,赞的不得了
152,_CFT01****6377876,2020-04-11,全程很精彩
153,一蚊吗,2020-03-28,值得一看
154,涅槃511,2020-02-21,"精彩, 绝对值得一看, 我看了, 次, 每次都有更新, 值"
155,sa****mm,2020-02-07,"大马戏超好看, 孩子看的非常非常开心, 大马戏票价超值"
156,M54****545,2020-01-19,"震撼人心, 太嗨了, 小朋友们看的目瞪口呆, 特别过眼瘾"
157,M37****759,2020-01-01,"精彩的大马戏, 看的津津有味, 座无虚席, 现场爆满, 值得推荐, 记得一定要买, 排, 近距离互动"
158,_CFT01****8483346,2020-03-05,"订单服务很齐全, 操作界面简单明了, 出票速度快, 客服服务周到, 有问题都是及时解决, 及时反馈, 高效的协调各方的问题, 心平气和对处理"
159,_CFT01****8483346,2020-03-05,"订单服务很齐全, 操作界面简单明了, 出票速度快, 客服服务周到, 有问题都是及时解决, 及时反馈, 高效的协调各方的问题, 心平气和对处理"
160,火神爱婧,2019-11-08,"大马戏很精彩, 买的普通坐早点去占位, 附近有快餐, 吃的一般, 大马戏离熊猫酒店很近, 表演很赞"
161,nic****qu,2019-11-30,"第一次看马戏表演, 很震撼, 带孩子不错, 很喜欢"
162,110****658,2020-01-29,"非常值得带孩子一去的, 当然孩子最好超过三岁"
163,Lisa,2019-12-25,"非常精彩, 值得一看, 坐在长隆酒店的专属座位区, 视眼还不错, 小朋友也很喜欢看, 自行车特技, 各种萌宠小动物在舞台溜圈, 可爱极了"
164,M57****593,2020-01-30,"精彩, 动物表演不多, 主要是看外国杂技演员的表演, 我觉得现场观众还是太含蓄, 不要吝啬自己的掌声和欢呼"
165,木夕水,2020-01-22,"个人感觉不像马戏表演, 更像杂技表演, 演员表演的还是不错的, 舞台效果也不错, 现场的气氛也很好, 自己还抢到两个玩偶, 很开心的"
166,michelle,2020-01-22,"大马戏还是挺震撼的, 全程一个半小时, 孩子看的很认真, 互动的小游戏小节目还挺多, 住在熊猫酒店有专属的座位, 但是要去得早才能第一排, 跟, 座位差了一个过道但是很多小互动都在这个过道里进行, 所以还是不错的, 酒店是贵了点, 一样来了, 还是做个好位子吧"
167,杨羊羊123,2020-01-13,"马戏很棒, 不能错过的演出, 带孩子一起去的, 本来累了一天的小人儿, 被整个过程震惊了, 之前只是看攻略说马戏一定要看, 看完之后确实是不可错过的表演"
168,M35****476,2019-12-30,"非常不错的体验, 第一次看规模这么大的马戏团表演, 有点震撼, 摩托车表演很是震惊, 从地铁站出来的, 也挺高效, 马戏表演结束之后的, 也安排的挺好, 唯一不满意的地方是旁边的阿姨占了一个位置, 但是全程都没有人做"
169,268****505,2019-12-26,"长隆国际大马戏剧院拥有全球顶尖的舞台设施和精心创作的主题节目, 加上庞大的国际化演艺团队, 还有多达几十种珍奇动物与专业马戏精英们同台献技, 场面宏达, 气势磅礴, 美轮美奂, 精彩绝伦, 孩子与大人玩得特别开心"
170,268****505,2019-12-25,"精彩绝伦的演艺, 各种电脑灯, 马田灯等灯光营造了从清晨, 白天, 黄昏到夜间的多种效果, 极大地增强了舞台效果的丰富性和时空感, 长隆国际大戏打造全新顶尖激光舞美设备, 配合完美立体的音效, 营造出无比迷幻浪漫的气氛, 烘托出一个更精彩绝伦的魔幻场景, 激光四溅的声光海洋"
171,BOB CHANG,2019-12-03,"价格区分了周末和平时, 内容是一样的, 当然如果能平时来当然最好, 节约归己, 整场马戏内容丰富, 表演震撼, 全程无尿点, 只在蓬外拍了张照, 马戏还是要亲身感受, 照片拍不出它的美, 所以我也就没有拍, 全部记在脑海里"
172,159****0436,2019-11-26,"看了一个多小时吧, 总体感觉很一般般, 门票太太贵了, 两大一小花了一千多元买门票, 真是心疼好久, 不知道为什么门票定价这么高, 长隆野生动物园也是如此, 感觉广州景点门票都不便宜, 体验也没有多好, 可门票价赶上迪士尼乐园和香港海洋公园的了, 实际游玩感受也比不上人家, 广州这些景点去过一次就不会去第二次, 花这个钱真不如去香港或上海玩"
173,mc****na,2019-11-22,"精彩, 眼睛完全不够用, 全程无空隙, 建议更换为, 一等票都差点意思, 千万别舍不得, 那么多人, 至少千人, 谁能照顾全了, 所以, 一定要, 座位必须靠前, 反正我是一等票, 手拍疼了, 嗓子哑了, 但是还是后悔没买"
174,大登妈,2019-11-02,"震撼, 震撼, 热场表演都很精彩, 小朋友目不转睛, 可能是为了保护动物, 动物的表演太少了, 不过马戏演员表演的振奋人心, 必看"
175,_seoba****3081213,2020-01-04,"很好, 非常值得一看大马戏, 很好, 非常值得一看大很好, 非常值得一看大马戏, 很好, 非常值得一看大马戏, 票回价值, 很好, 非常值得一看大马戏很好, 非常值得一看大马戏马戏, 很好, 非常值得一看大马戏"
176,E23****10,2019-12-18,"好, 很好, 非常好, 导游介绍的很好, 全程车很舒服, 司机师傅开车也很稳健, 全程真心非常开心, 一个字好, 两个字很好, 三个字非常好, 一定要记得携程的车很好坐, 舒服又爽"
177,wxr80,2020-03-26,"值得拥有的表演节目, 长隆确实做的不错"
178,天机子,2020-01-29,"娱乐性很强, 外国演员们的表演相当给力, 选位子很重要, 好的位置可以和小丑互动"
179,xialin7461,2020-03-06,"十分精彩, 比朱海的好看, 建议看看"
180,E08****88,2020-01-23,"非常好看, 年味十足, 让人看的很开心"
181,M37****759,2020-01-01,"精彩的节目, 很值得推荐, 来长隆一定要看一次大马戏, 在这里没有淡季, 都是人"
182,nic****qu,2019-11-30,"整体不错, 现场效果震撼, 值得一来"
183,M34****772,2020-04-01,"挺好的八, 就是排位太靠后, 不能选"
184,赤道温暖北极,2019-12-25,"景色还可以, 性价比不高, 摩托车表演, 还有蒙眼睛转圈这些, 万达广场门口都有免费表演, 摩托车的演出安吉百草园等地方都是免费的, 这么贵的票这样的演出不划算的"
185,_WeCh****12197,2019-11-15,"不错值得去的, 买二等座就可以了"
186,_WeCh****91013,2020-02-11,"动物很多, 线路也不错, 工作人员服务很, 的, 推荐去玩, 就是国庆人太多"
187,_WeCh****577320,2020-03-13,"很精彩, 建议早点去占位置, 观景最好的位置要单独给钱, 次一点的位置也可以, 太晚好位置就没啦, 注意安全, 存包免费"
188,一颗石头ecust,2020-02-06,"非常不错的马戏, 值得去看, 虽然有点小贵, 长隆其他的项目也都是不错的, 有时间的话可以多玩几天, 广东旅游的好去处"
189,M14****203,2020-01-31,"精彩绝伦, 技艺精湛, 非常刺激, 真是替演员们捏把汗, 中间还穿插小丑表演"
190,M14****203,2020-01-31,"精彩绝伦, 眼花缭乱, 技艺精湛, 刺激异常, 中间穿插小丑表演, 特别搞笑"
191,M18****645,2019-11-11,"大马戏票价不算便宜, 但是绝对值得一看, 下次带孩子过来还要再看一次"
192,M12****529,2019-12-29,"邀请俄罗斯大马戏团参与表演, 场面非常之震撼, 场内目测之少可以容纳, 人, 现场气氛非常好, 节目内容非常新颖, 难度非常大, 国内数一数二的马戏"
193,_WeCh****56788,2020-01-26,"很值得一看, 精彩绝伦"
194,E04****37,2020-03-06,很适合带小朋友一起去
195,_WeCh****49410,2020-01-30,"取票很方便, 马戏也很精彩, 就是要早一点去, 可以选好一点的位置"
196,俏厨娘rebecca,2020-01-18,"节目很精彩, 气氛也很好, 灯光, 特效都是经过精心设计的, 如果动物表演增多一点更好, 没想到平日也基本满座, 就是时间有点儿短, 有点意犹未尽的感觉"
197,M11****849,2019-12-19,"好玩, 非常值得一看, 白天看动物, 晚上看马戏, 动物园一定要合理安排时间, 园子太大, 小火车一定要坐, 缆车也不错, 建议缆车可以坐一圈先看看整个园区"
198,159****9155,2019-12-02,"非常值得漫游的地方啊, 建议以家庭为单位去, 会是一次难忘的旅途, 尽量避开节假日, 或者可以选择使用, 卡, 节省时间, 园区吃的虽然贵, 味道可以"
199,M30****0495,2020-01-20,"精彩, 孩子最爱"
200,倪尔龘耶,2019-11-30,"相当不错, 挺好的, 不过和满洲里套娃广场的节目大部分一样"
201,M22****8413,2020-03-14,"挺好看的, 但价格贵了一点点, 如果价格稍微便宜就更加好"
202,临风独酌,2020-02-22,"场面够大够豪华, 节目精彩, 杂技表演比较多, 动物表演少"
203,小珈琪,2020-01-19,大马戏很精彩
204,M11****649,2020-01-16,"据说广州大马戏是排名世界第二, 全国第一的, 确实精彩绝伦, 大人小孩都很兴奋, 尤其是孩子看得特别开心, 若干年后还会再带孩子打卡"
205,110****953,2020-01-06,"选择的一等座, 到了发现位置还不错, 因为刚好挨着过道, 能和演出人员近距离互动, 演出全程很好看"
206,_WeCh****34406,2019-12-04,"大马戏应该从来降价, 白天玩乐园, 晚上不想出去那么远的看夜景, 那就直接来看大马戏, 老少咸宜, 而且精彩绝伦, 再加上南村周围的宵夜, 绝了"
207,M31****2044,2019-12-03,"值得看, 来长隆不看马戏就白来了, 票价什么的参考一下"
208,英强,2020-02-13,"很有特色的地方, 非常精彩的演出, 非常值得一去看看"
209,程嚒嚒哒,2019-11-07,"我觉得一等座真是太值得了, 小朋友也完全能接受音效和各种炫彩的灯光, 现场的互动也非常的好, 可以说是全程完全无尿点, 每一秒都很精彩"
210,e14****37,2019-11-15,"演出绝对超值, 感觉是长隆里面最好的一个项目, 比动物园好多了, 很惊喜, 就是要去的早一点占个好位子, 钱多的话也可以加钱坐, 位"
211,202****356,2020-01-18,"总体感觉不错, 适合小朋友看, 当然全程都是老外在表演, 和其它马戏表演大同小异, 多了些诙谐以及互动游戏, 全场观众也被点燃了激情"
212,我的宝儿,2020-03-25,"价格真的越来越贵了, 越早看到性价比越高"
213,_WeCh****49238,2020-02-01,"演出晚上, 开始, 演出没有想象中的好看, 不知道是不是简化了, 不值这么贵的票价"
214,古天尚志,2020-01-22,"前年第一次到广州旅游时, 因为住在市区, 再加上女儿还刚上小班, 年龄较小, 没有看大马戏, 一直是个遗憾, 这次特意选择入住熊猫酒店, 就在大马戏剧院旁边, 过个马路就到, 走路就可以来回, 非常方便, 大马戏确实很精彩, 绝对值回票价"
215,michelle,2020-01-22,"大马戏还是挺震撼的, 全程一个半小时, 孩子看的很认真, 互动的小游戏小节目还挺多, 住在熊猫酒店有专属的座位, 但是要去得早才能第一排, 跟, 座位差了一个过道但是很多小互动都在这个过道里进行, 所以还是不错的, 酒店是贵了点, 一样来了, 还是做个好位子吧"
216,jonasonline,2020-01-20,"还凑合吧, 没想象中的精彩, 时间不到, 分钟, 无敌风火轮最刺激, 别的节目也没留下什么深刻印象, 一等座位置比较靠前, 不过基本都是, 度方向"
217,159****8656,2020-01-12,"大马戏真的十分精彩, 好多很危险的高难动作, 看的过瘾, 但是一定要早去, 我们六点半到的, 在最右边的方块里, 角度不好, 互动派发礼物也没有这边"
218,梦想家,2020-01-11,"超级超级棒, 长隆还是很值得去的地方的, 就是进去之后需要等待的时间会很长, 住的长隆酒店所以有相对比较好的位置, 但是还是需要早去占位置, 因为酒店住户太多了, 当然位置不是最佳的, 可以加钱买到更好的位置, 也没什么必要"
219,cabb****ian,2020-01-11,"除了之前评论的外, 稍微提醒一下, 如果你有兴趣, 可以主动参加他们互动活动, 有一个小丑跳水的表演, 会邀请观众一起参加, 是真的会带着你一起跳进水里, 从大概, 米的位置, 当然会送给你一套衣服换换, 对, 是跳板跳水"
220,cabb****ian,2020-01-11,"去珠海长隆也看过大马戏, 应该怎么比较呢, 我个人比较喜欢广州长隆的, 比较梦幻一点, 珠海最后一个节目, 空中飞车比较有意思, 这边就没有, 只有摩托车的表演, 然后这里的互动活动, 也就是暖场和换场时候的活动比较多, 比较热闹, 一定最好能买一等座, 否则请务必早点去占位置, 否则太远了, 感受不好, 当然你如果有钱, 也是有的, 我个人觉得性价比差点, 就是很近, 可以被水喷喷什么的"
221,甘榜巴鲁张之洞,2020-01-04,"长隆大马戏对于我们来说是很有意义的一个景点, 当孩子第一次看, 爸爸去哪儿, 来长隆时四岁, 到今年九岁半第二次来游玩, 这里的大马戏肯定是必完项目, 但是发现一天三场的表演好像节目单不一样, 看朋友圈好友们的现场节目看, 晚上八点的那场应该是最经典, 我们因为要晚上去水上公园玩, 所以选择了五点场"
222,e09****50,2019-12-15,很好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
223,136****0986,2019-12-09,"在游玩动物园之后, 去看马戏表演, 马戏表演非常精彩, 演员非常尽职, 我觉得下次还可以继续去看, 有孩子的家长带孩子看表演更好"
224,M34****857,2019-11-22,"很好, 不错, 值得游玩, 很好, 不错, 值得游玩"
225,M57****651,2019-11-17,"买的一等座, 这样就不用早去占位置, 可以带宝宝慢慢逛完动物世界, 然后吃点东西再去看表演, 当然, 的位置更好些, 坐第一排还会有表演者和宝贝来互动, 最好的感觉是住长隆酒店的, 可以被带上去表演"
226,火神爱婧,2019-11-09,"第一次带家人看大马戏, 场面宏大, 灯光和音效震撼, 欣赏了美轮美奂的表演, 儿子, 岁有点闹对动物感兴趣, 勉强坚持下来, 看马戏无论老人孩子都要买票, 只有孩子不足, 米买了儿童票, 其余统一成人票, 买的普通坐, 主要怕小孩近距离害怕, 买普通的一定早进场占位, 至少提前, 小时进, 我们选的靠近舞台中间, 后面的, 看的不错, 马戏周围和里面都有快餐, 不过很难吃, 场内不让带自拍杆, 如果带了还要寄存客服中心, 散场后拿条去取, 很麻烦, 一般, 点左右就结束了, 散场后有免费巴士, 需要排队等候送到地铁站, 没有送动物园南门或北门, 我们是叫了滴滴, 那出租车比较黑, 我们打滴滴回喆啡酒店番禺店不到, 元, 出租车张口就要, 元, 当然住熊猫酒店就很近, 走路, 分钟就回酒店了, 希望我的亲身体验能帮助到你, 开心游玩"
227,286****491,2019-11-04,"大马戏好看, 野生动物园也值得来玩玩, 和上海的野生动物园不一样的风格, 就是太大了一天玩不够, 如果门票可以玩两天就有性价比了"
228,自在的双鱼儿,2019-11-03,"广州长隆国际大马戏, 惊险刺激欢乐, 特别是四轮大转盘, 演员艺高人胆大, 现场观众发出阵阵喝彩, 掌声不断, 还有各种动物轮番上阵, 珠玉纷呈, 有趣开心"
229,自在的双鱼儿,2019-11-03,"广州长隆国际大马戏, 惊险刺激欢乐, 特别是四轮大转盘, 演员艺高人胆大, 现场观众发出阵阵喝彩, 掌声不断, 还有各种动物轮番上阵, 珠玉纷呈, 有趣开心"
230,自在的双鱼儿,2019-11-03,"广州长隆国际大马戏, 惊险刺激欢乐, 特别是四轮大转盘, 演员艺高人胆大, 现场观众发出阵阵喝彩, 掌声不断, 还有各种动物轮番上阵, 珠玉纷呈, 有趣开心"
231,自在的双鱼儿,2019-11-03,"广州长隆国际大马戏, 惊险刺激欢乐, 四轮大转盘的演员艺高人胆大, 现场观众发出阵阵赞叹, 掌声不断, 水幕烟火各种人物和动物的巡演珠玉纷呈目不暇接, 每个节目都衔接得很好, 没有冷场, 值得一看"
232,自在的双鱼儿,2019-11-03,"广州长隆国际大马戏, 惊险刺激欢乐, 四轮大转盘的演员艺高人胆大, 现场观众发出阵阵赞叹, 掌声不断, 水幕烟火各种人物和动物的巡演珠玉纷呈目不暇接, 每个节目都衔接得很好, 没有冷场, 值得一看"
233,Angeldeaves,2019-10-31,"长隆最值得一看的应该数马戏了, 虽然珠海也有长隆, 但是毕竟广州的规模还是最大的, 至于坐的位置最好选中间部分, 不管是靠前还是靠后都能看到, 如果想和马戏表演人员有互动的话最好选座, 和普通座中间过道那里, 因为每隔一段时间都要表演从过道走过"
234,doriszhangye,2019-09-29,"国庆广州第一站, 行李没放就来了, 票价贵了点但是真刀真枪值得看, 声光影多重交织非常震撼, 不是看图看电视可以体会, 摩托车和那个火焰飞轮很刺激好担心他们摔下来, 各种串场歌舞也配合的到位, 这都是拿生命在表演"
235,谁用我的昵称了,2019-09-26,"美轮美奂的表演, 毫无争议的五星好评, 长这么大第一次看马戏, 由于表演在晚上, 一天最累的时候, 虽然很期待但并不太有精力, 没想到表演一开始一个接一个精彩的表演就让我精神起来, 连串场的表演都很幽默搞笑, 还有很多憨态可掬的动物来走穴, 更给表演增添了乐趣"
236,czalan,2020-02-19,"非常好, 老少咸宜, 适合一家大小去看"
237,飛儿973,2019-11-26,"大马戏真是精彩, 只不过我们的座位还不是特别好, 还是去晚了, 再早点去就好得, 人不是很多, 出票的时候说下自己看好的位置, 这样会更合心意, 多少还是自己得失误, 但是表演确实好看, 孩子们都看呆了, 互动也很好"
238,M22****0015,2020-01-16,"好看好看, 尖叫不断, 大人小孩都喜欢"
239,M21****484,2020-03-01,"非常精彩, 绝对是去过还想去的地方, 大人小孩共同的评价"
240,M21****484,2020-03-01,"非常精彩, 绝对是去过还想去的地方, 大人小孩共同的评价"
241,135****3402,2020-01-25,"很好, 就是不知怎么的买了最贵的票"
242,205****931,2020-01-20,"还可以, 但是没有想象的那么惊艳"
243,M79****64,2020-01-14,"不错, 值得观看, 全场一个半小时, 节目精彩, 早两个小时去的, 观看位置很好"
244,lxy****03,2019-11-03,"取票方便快捷, 买的普通座要去早点, 最好选通道第一排, 马戏很好看, 值得"
245,320****655,2019-11-01,"长隆的体验真的不错, 做了一下功率野生动物园的缆车和小火车都做到了, 中秋去的, 人其实还好, 我们南门进去的, 主要想看的都看到了, 晚上打卡大马戏, 全程无尿点, 小朋友看的也是目不转睛, 下次可以再来"
246,好好孩1,2019-12-15,"挺好看的, 值得欣赏, 挺好看的, 值得欣赏"
247,流沙0427,2019-11-28,"表演挺好的, 就是没有驯兽, 座位在图片红色区域上下是最好的, 能和演员们充分互动, 但是就是要在普通票的基础上加钱, 紫色, 黄色, 有钱真的很重要"
248,_WeCh****04659,2019-11-24,"小朋友觉得一般, 杂技节目还可以, 缺少动物表演和互动, 舞台灯光还不错"
249,_WeCh****04659,2019-11-24,"小朋友看过之后觉得整体一般, 几个杂技还算可以, 但缺少动物表演和互动"
250,our足迹,2020-01-03,"气氛非常好, 互动性强, 未开场以及舞台准备阶段都会有在观众席的互动演出, 动物表演很少, 就是出来跑一圈即可特技杂技唯美表演非常值得看, 孩子很开心, 大人也心情愉悦强烈推荐一等座对号入座靠近舞台"
251,M25****1340,2019-12-31,"来长隆不看大马戏, 会是绝对的遗憾, 很好看, 如果有机会还会再去看一次"
252,205****572,2019-12-13,"买野生动物园和长隆大马戏套票的, 要先去野生动物园, 看完野生动物园到下午五, 六点的时候早点去大马戏挑选座位, 普通票大马戏不对号入座, 要早点去, 看完出来, 点左右地铁可以来得及回市里"
253,M44****761,2019-11-27,"本以为不会喜欢看马戏的, 但确实很好看, 很精彩, 扣人心弦, 精彩纷呈"
254,M25****0689,2020-01-05,"很值得一看, 很精彩, 虽然几乎天天演出, 但是丝毫看不出演员有一点点应付, 很敬业, 节目编排紧凑, 张弛有度, 台上演出和台下互动穿插进行, 使得台上节目之间的道具进退场不占用时间, 很用心的编排"
255,大登妈,2019-11-02,"除了震撼就是震撼, 演员们都很敬业, 有的项目没有保护, 心都跟着揪着"
256,M22****0015,2020-01-16,"很精彩, 大人小孩都喜欢"
257,豆豆最爱的妈妈,2020-02-13,"孩子特别喜欢, 天天说还要再去看大马戏, 期待下次的长隆之旅"
258,M24****7266,2020-02-13,"很有意思, 小孩很喜欢, 节目很丰富, 很多类型的节目小孩都没看过"
259,M24****7266,2020-02-13,"很有意思, 小孩很喜欢, 节目很丰富, 很多类型的节目小孩都没看过"
260,M26****1476,2020-01-09,"超赞的体验, 现在动物没怎么表演但是这样更加人性化, 我觉得这个体验非常好, 能让人和动物一起融合一起表演, 很直观, 很难忘, 值得一看"
261,118****112,2020-01-03,"超级精彩的马戏, 鼓掌声, 欢呼声, 一浪高过一浪, 非常值得看, 马戏演员很卖力, 马戏剧院的环境也不错, 看过珠海大马戏, 再看番禺大马戏, 同样精彩"
262,黑白糖果树,2019-12-16,"这里是小朋友非常喜欢的地方, 应该去过一次之后还会再去的地方, 一定要住在长隆酒店, 他有马戏团看马戏有优惠的, 座位, 非常好玩, 反正值得去"
263,M53****357,2019-12-11,"惊险刺激, 精彩纷呈"
264,_WeCh****178879,2020-01-19,"马戏还可以, 和内蒙套娃酒店的差不多, 场地要更大一些, 不过座位没有选好, 坐的比较偏, 大家买票不要想着省钱, 尽量买一等座, 视觉效果会好很多"
265,Jennifer,2019-12-15,"位于广东省广州市番禺区长隆国际马戏大剧院里面有俄罗斯马戏团表演的马戏, 非常精彩, 很值得一去看看"
266,_CFT01****0232518,2019-12-15,"长隆大马戏非常棒, 一定要看得, 小孩子都看呆了, 大人也拍手称赞, 照片摄像的效果都不如现场好看和震撼, 看的时候都不愿意拍照了"
267,马虎人,2020-02-07,"很不错的马戏表演, 也很尊重小动物, 没有猛兽表演很安全"
268,_WeCh****49410,2020-01-30,"取票点很多, 人工, 机器都很方便, 演出也很精彩, 值得一去"
269,yoga,2020-01-30,孩子们挺开心的
270,_U2****6453,2019-12-23,"马戏团表演很不错的, 比较有印象的是极限自行车表演, 各种高难度动作都有, 配上音乐很震撼, 就是动物表演少了一些, 像钻火圈之类的表演没见到"
271,D23****13,2020-03-24,"大剧院的演出名不虚传, 这是这次来广州最好看的一个节目"
272,hellolion,2020-01-18,"还是很震撼的表演, 有动物就有生气, 下次还来"
