,昵称,时间,评论
129,M49****636,2020-04-26,"非常好玩儿, 值得一去"
130,M46****155,2020-02-01,"六一儿童节去的, 买成人票免费带儿童, 游客没大节日那么多, 排队人少, 不错的游玩时间, 本以为天气不好, 但过去后天气还可以, 游玩项目很多, 还可看不同的剧场"
131,_WeCh****750625,2019-11-05,"万圣节很有节日气氛, 超级有意思"
132,我每天都超级想你,2020-04-21,"跟, 刚认识的时候一起去的"
133,家有小儿初长成,2020-01-24,"适合, 米以上的胆大亲子游, 我胆子小, 只能带儿子玩玩小型游乐设施"
134,M30****2022,2020-03-18,"我想问问疫情期间暂停开放对于年卡会不会过期, 暂停到开放这段时间是否把市区的这段时间补偿回去"
135,小鱼味的小笼包,2020-04-16,"方便快捷, 完美"
136,M27****1414,2020-03-01,"震撼, 没去过的建议去一次"
137,M36****4012,2020-01-01,"好刺激, 人太多, 好多项目都来不及玩, 但想玩的玩到了, 特别开心呀"
138,139****4153,2019-11-06,"来这里的全带娃, 淡季来划算, 酒店工作人员服务贴心"
139,且歌吖,2020-04-18,"很好玩, 长隆还是长隆"
140,作死小能手__,2020-03-13,"这里挺好玩, 里面项目很多, 可以玩一天, 就是晒一天身上会脱皮"
141,OoraL,2020-02-11,"广州长隆还是可以的, 大家有时间都可以去溜达溜达, 过山车也超级棒哦, 很适合大人和小孩子一起去, 超级好评"
142,M37****3066,2020-04-21,"非常刺激, 也很划算"
143,M37****3066,2020-04-21,"非常刺激, 也很划算"
144,傻兴兴,2020-04-12,真的爽就是人有点多
145,_WeCh****07086,2019-11-10,"去得晚, 没能玩垂直过山车, 只能下次去了"
146,_WeCh****129070,2019-11-06,"此评论只评价垂直过山车, 我一女人, 全程睁眼, 一声没喊, 真不是我胆大, 是真不刺激啊, 旁边的老爷们一直啊啊啊啊叫"
147,_CFT01****6345234,2020-04-17,还可以游乐场
148,宝宝不乖也不坏,2020-03-01,"电影真不错, 鬼屋探险, 垂直滑道, 型滑道一个比一个爽"
149,M33****989,2020-01-30,"长隆不错吧, 挺好玩的, 可能唯一的缺点就是排队时间太长了"
150,M37****4231,2020-01-28,"价格有点小贵, 不过过年期间人少, 不需要排很长的队, 大部分刺激的项目需要, 米以上身高, 小孩子很多不能玩, 可以带水和吃的, 但是没找到热水"
151,M37****4231,2020-01-28,"价格有点小贵, 不过过年期间人少, 不需要排很长的队, 大部分刺激的项目需要, 米以上身高, 小孩子很多不能玩, 可以带水和吃的, 但是没找到热水"
152,_WeCh****226815,2020-01-09,"太棒了, 好刺激, 来到长隆不要刺激的都对不起门票钱"
153,_WeCh****936033,2020-04-23,挺好就是太多人
154,风幻月,2020-04-22,人太多了
155,小鱼味的小笼包,2020-04-16,"方便快捷, 完美"
156,哈哈梅西,2020-03-17,"广州长隆真的是很值得一去的, 里面的过山车还是很不错的"
157,Iris__wong,2020-01-02,"好玩啊, 原来, 也还是, 元两个人的优惠价, 这次去也没有想象中那么多人, 垂直过山车都不需要排一个小时就到了, 现在的长隆可以自己带点吃的进去了, 这点就很人性化啊"
158,_WeCh****14599,2020-04-24,可以可以可以
159,凸凸也就土土,2020-04-22,好玩刺激划算
160,夏末末末,2020-04-13,还是蛮好玩的
161,_wech****041965,2020-04-08,不错不错不错
162,M31****8790,2020-04-05,适合情侣出游
163,ththxx,2020-04-01,可以的可以的
164,135****2184,2020-03-12,"网上预定很方便, 直接就可以刷二维码过安检, 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈"
165,水榭听香_DL,2019-12-20,"物美价廉的主题公园, 魔术表演很精彩, 过山车种类超多"
166,M28****9105,2020-04-26,好好好玩阿
167,_WeCh****14599,2020-04-24,可以的可以
168,_WeCh****23174,2020-04-20,肯定可以的
169,_WeCh****23174,2020-04-20,可以的啊哦
170,M28****8408,2020-04-11,环境很好
171,M72****89,2020-03-31,好评
172,无名无姓无个性,2020-03-29,
173,李维勋,2020-03-17,"这里的过山车是真的很刺激很舒服, 我还回去"
174,lechen22,2020-03-19,"机动游戏多, 刺激好玩, 但是人也比较多, 排队时间长"
175,_CFT01****8483346,2020-03-05,"订单服务很齐全, 操作界面简单明了, 出票速度快, 客服服务周到, 有问题都是及时解决, 及时反馈, 高效的协调各方的问题, 心平气和对处理"
176,M29****215,2020-01-31,"这次是带妹妹一起过去的, 里面有挺多的好玩的, 玩了, 次跳楼机, 次垂直过山车挺刺激的, 晚上在欢乐世界出来去了大马戏, 不错, 挺好的"
177,wellwy,2020-01-27,"很好的游玩体验, 虽然各地也有很多游乐园, 但广州长隆的欢乐世界很有特色, 过山车项目特别多, 很值得一玩, 还有各种其他娱乐项目, 很好"
178,M35****7332,2019-11-03,"万圣节气氛浓厚, 鬼屋很有意思, 玩得很开心, 就是排队的人比较多, 不得不买手环了, 门票也非常的实惠, 有各种折扣, 省下吃饭的费用了"
179,林妹妹是林妹妹,2020-03-02,"广州打卡地, 带着小朋友去多看看, 还是很喜欢的"
180,asdf809665,2019-12-02,"好玩啊, 没碰到好天气, 不过下雨也有另一个玩法"
181,ZLXWME,2019-11-05,"过得最有意义的一个万圣节, 愉快"
182,lechen22,2020-02-04,"游乐设施够刺激, 项目够多, 好玩, 排队有点人多"
183,_yx1****169,2020-03-19,"值得一去, 里面的设施很全面, 平时去的不用排队, 去了几趟直接办理了年票, 这样性价比更高, 游园里的项目无另外收费, 停车场很大"
184,百里木易,2020-02-17,"刚好去的时候人很少, 也不怎么排队, 还是很好玩的, 推荐春节淡季的时候去, 不排队, 真的, 空城"
185,wellwy,2020-01-27,"很好的游玩体验, 虽然各地也有很多游乐园, 但广州长隆的欢乐世界很有特色, 玩的是不同城市的风格, 很值得一玩, 还有各种娱乐项目"
186,M26****1676,2020-02-06,在家上网一样可以神游这些美丽的风景名胜
187,Fei-Hh,2020-01-23,不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不错
188,Fei-Hh,2020-01-23,不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不错不错不错不错
189,Fei-Hh,2020-01-23,不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不粗不错不错不错不错不错不错不错不错不错不错不粗不错不粗不错不错不错不错不错不错不粗
190,_CFT0****6974,2019-12-17,"大宝五周, 身高, 能玩的还是挺多的, 惊险刺激的我们都没玩, 主要陪孩子, 十二月初去的, 天气不错, 人也不多, 不用排队, 好玩的项目可以玩好几遍, 服务态度明显不如野生动物园好, 可能是每天机械的重复同样的工作, 不停的给客人讲安全常识都麻木了, 有一点我觉得需要改善一下, 二宝身高, 所以, 厘米可以坐的游戏, 测了一遍身高, 玩另外一个项目, 还要再测一遍, 明明身高够了, 却要不停的去测, 测了四之后, 我和工作人员提了, 才知道给我们一个手环, 证明身高达到了"
191,Janiceso,2020-01-14,"去長隆是小朋友放假的必選景點, 真的不錯"
192,daidai对对,2020-01-10,"景色, 高中去过一次, 都十年了, 感觉很不可思议, 时间感觉过的很快, 趣味, 很有趣, 适合很多人去玩, 游戏很刺激, 性价比, 算是很划算了"
193,PPS360,2020-03-19,"很好玩的游乐园, 很多大型刺激项目玩"
194,泗水格林顿,2020-03-16,"不错不错, 玩的很尽兴, 里面挺大的, 项目也多, 去的时候不早了所以还有好多地方都没去, 只是选了些相对人少, 好玩的项目玩了"
195,黑小小奈,2020-02-27,"长隆这个地方很好玩, 很刺激, 项目很多"
196,150****8696,2019-11-13,"不错, 玩的很好, 以后还会再来的, 孩子们特别喜欢这里, 喜欢广州, 希望广州长隆越来越好, 也会告诉身边的朋友, 假期里带孩子来玩"
197,_WeCh****750625,2019-11-05,"万圣节很有节日气氛, 超级有意思, 完全没有嗨够, 改天再什么节日的时候去嗨皮嗨皮"
198,第一梦_,2020-03-25,"太刺激了, 一个字, 刺激, 有些实在不敢坐, 带女朋友一起玩, 自己不敢上, 哈哈哈"
199,_YX1****779,2020-03-24,"刺激中又有悠闲, 动物与人类和谐共存"
200,游走到世界的尽头,2020-03-17,"这里挺好玩的, 小朋友最喜欢来的啦"
201,E00****11,2020-02-02,"挺好挺方便的我们买的是学生票, 提前一天买, 当天去大门口扫码, 取票"
202,蓝色港湾24826,2020-01-30,"非常值得一去的地方, 玩的地方很多"
203,631****059,2019-12-20,"这个景点我感觉很值, 所有项目不限次数, 幼儿也有玩乐项目, 很不错, 除了园内餐厅商店贵, 海鲜炒饭五十多, 酸辣粉五十多, 雨衣, 一套玩三个项目, 找不出别的缺点"
204,M37****0096,2020-01-30,"景色优美, 风景不错, 环境也挺好"
205,M23****9671,2020-01-26,"孩子玩得很爽, 就是觉得自己现在胆子小了, 腊月二十八去的, 人不多, 排队较快"
206,Zhong振,2019-11-26,"长隆欢乐世界拥有游乐设施, 余套, 其中大部分游乐设备均从欧洲原装进口, 是集乘骑游乐, 特技剧场, 巡游表演, 生态休闲, 特色餐饮, 主题商店, 综合服务于一体的具国际先进技术和管理水平的超大型主题游乐园"
207,吉泽志琳,2019-11-03,"除了人多了点, 没什么不好的, 主要就是去感受一下万圣节气氛, 以后再去把机动游戏玩了"
208,广州游戏人,2019-11-03,"万圣节到处是鬼, 今晚搞乜鬼"
209,_WeCh****639266,2020-01-01,"连着去了两天, 我也是铁粉了, 我女儿铁粉, 希望长隆越来越好, 大家越来越好"
210,圣苏珊娜可爱,2019-12-24,"每年一次长隆, 所有过山车玩个遍"
211,M36****9060,2019-11-07,刚好和小学生团体一起玩
212,乐活女王^_^,2020-01-14,"很不错哦, 我们今天去的时候人不多, 排队时间很短, 儿子玩的非常开心"
213,M35****2570,2020-01-08,"很不错的, 就是有点挤"
214,M44****063,2019-11-22,陪小盆友玩得心惊肉跳
215,残骸i,2020-01-04,"激动的心, 颤抖的腿"
216,你总是这样,2019-12-11,特技剧场表演的真棒
217,152****3404,2020-03-23,好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀
218,152****3404,2020-03-23,好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀好呀
219,_WeCh****502855,2019-12-03,很好玩小丑很热情
220,Zhong振,2019-11-26,"长隆的欢乐世界真的非常刺激, 光是过山车就有好几种类型, 追求刺激的一定不能错过, 必玩的项目当然是垂直过山车了, 还记得跑男团在上面吼叫的模样吗, 整个游乐场的大部分尖叫都被它承包了"
221,_CFT01****0208328,2019-12-17,"带小孩, 岁也有一部分的可以玩, 但是强烈建议, 岁以后去, 可以玩的比较开心, 这次带儿子去, 玩了半天孩子就主动要求不玩了, 唉, 可惜了门票"
222,拉破轮丶,2020-01-07,"性价比, 我们是礼拜天去的人比较多, 项目特别多就是排队时间长, 不过还是挺刺激的, 胆子大的朋友可以试一下, 型过山车买的情侣票非常划算"
223,M26****0774,2019-12-14,非常推荐长隆
224,M32****3555,2019-11-17,超级好玩
225,180****1995,2019-11-13,很开心很好玩
226,M29****6469,2020-01-26,很好玩不错
227,鸽子131,2019-11-16,"这会过去玩的人不算多, 项目基本全玩了, 垂直过山车, 十环过山车, 型滑板, 自由落体都是必玩项"
228,_WeCh****51962,2020-01-28,"非常非常的好玩, 刺激的也很多, 适合小朋友的也很多, 值得一去"
229,_WeCh****02533,2019-12-01,太多人了
230,M39****412,2019-11-09,"值得一去的地方, 我已经市第二次区了, 还是比较满意的, 就是晚上关门的时间太早了, 下午才去的, 还没玩尽兴, 就要闭园了, 还是夏天好啊"
231,E51****72,2019-12-19,"很好, 国内做的顶尖的了, 与之相比迪士尼也不过如此, 去的时间是暑假开学后, 人没那么多, 遗憾的事大摆锤太多人了, 没能玩成, 下次了"
232,王酷盖的许甜甜,2019-11-25,"广东最值得去的游乐园了吧, 节日去的, 人很多, 但是不妨碍我排队玩项目, 游乐园吃的也还行, 地铁直达很方便, 不愧是羊城, 下次还想去"
233,M36****3393,2020-01-15,"十多年没去过了, 重新来一遍还是那种爽快的感觉"
234,鬼幽幽ww,2019-12-17,"是在长隆过的第二个万圣节呀, 真的太棒了, 扮鬼的工作人员太可爱了, 今年去得早, 玩的鬼屋比去年多一些, 不过可能是因为人太多了, 在鬼屋里面并不怕, 但是布景什么的真的太棒了"
235,_WeCh****65179,2019-12-15,"垂直过山车下来以后, 整个人都在发抖"
236,DARLING会飞,2019-11-08,"去多了就没有这么新鲜了, 但是还是很值得去, 看看每一年不一样的帅鬼和美女鬼, 然后被吓个半死, 最后, 我爱大摆锤"
237,黑白键上的烦恼,2020-01-20,"长隆欢乐世界因为跑男而火, 当我到了园区, 我发现园区设施陈旧, 园内吃的东西很贵, 原本以为买一个快速通道票, 可以好好玩, 其实园内人不多基本上排队十分钟左右就可以玩了, 觉得快速通道的钱浪费了, 园内, 除了, 型滑板和垂直过山车之外, 其他的真不如我家七彩云南"
238,E03****95,2020-01-20,"感觉不错, 就是排队时间太长了, 消耗时间"
239,_WeCh****91654,2020-01-11,"非常好, 推荐去看特技演出, 赛车, 摩托艇, 很震撼, 还有, 电影, 一会喷水一会吹风的, 平常, 电影都是椅子动来动去的, 这个是脖子, 后背, 座位上, 座位底下哪里都有机关, 十分出乎意料, 屏幕上游过一条蛇, 然后座位上也动了, 感觉像从屁股下面游过去一样, 吓得我赶紧站起来"
240,ying,2020-01-06,"错峰游玩非常好, 提前做了功课, 入园直奔计划好的想玩的项目, 从未玩过过山车, 这次在孩子的怂恿下, 玩了垂直过山车, 彩虹湾, 摩托车过山车, 尖叫地带, 有点上瘾的节奏, 欢乐小镇, 自由落体, 上升, 米, 体验无阻力的瞬间失重, 幻影天地, 观看星际决战和四维影院的短片, 感觉不是很新颖, 没留下太多印象, 森林神庙就是鬼屋, 也不是很刺激, 幻影天地版块比方特项目做得差些, 最后在欢乐水世界, 以, 海盗漂流, 和, 急流勇进, 结束一天的游玩, 湿漉漉地返回酒店, 总体来说, 长隆欢乐世界不错"
241,100****061,2019-12-30,"带小朋友一家四口到长隆欢乐世界玩, 在携程反复对比了很多房源, 最终选择了这家, 果然没有失望, 房子宽敞明亮, 虽然客厅有点小, 但因为复试的层高, 不会显得太拥挤, 关键房间不小, 一共有, 张双人床, 足以满足我们的需求, 房子里有不少玩具, 小朋友很开心, 房子到地铁站和长隆欢乐世界都是步行的距离, 周边有商业街, 各种菜系饭店都有, 楼下就有便利店, 购物也很方便"
242,_WeCh****985417,2019-12-19,"酒店环境整洁, 房间布局堪称完美, 优雅又不失情调, 服务周到, 让人无比舒心, 给我营造了一种家的感觉, 无论大处到小处都是那么无懈可击, 价格也很合理, 这家酒店的服务员个个彬彬有礼, 热情周到, 酒店装修的富丽堂皇, 一般人是不愿进去的, 酒店各色闪亮霓虹灯让整城市流光溢彩, 神采飞扬些高档酒店灯火通明面定推杯换盏意醉休些写字楼玻璃幕墙变巨显示屏切换着同广告画面与标语"
243,133****5004,2019-12-14,"性价比其高, 迪斯尼一张门票的价格, 长隆欢乐世界玩一年, 绝对不二之选呀, 但餐饮让人失望, 除了价格贵之外, 质量也不好, 特别是晚餐, 吃到翻烤成干的烤鸭, 花钱买罪受哦"
244,M28****596,2019-12-06,"风景就在身边一阵如雨般的急响, 哗啦啦, 银杏树上的果实被打落下来, 我站在路口吹响手中的果核, 声音微弱而清越, 响成了一片风景, 我在这声里雨里笑着去追远方的风景, 一株开满了细碎白花的柠檬树, 满树都是微甜的清香气息, 小米似的白色花瓣在木吉他的弦歌里洒"
245,_WeCh****00363,2019-11-24,"大马戏很棒, 强烈推荐, 因为在熊猫酒店住, 所以有专属的位置, 个人还是觉得一等座座位欣赏更好, 当然专属位置相对其它位置也不错, 欢乐时间, 适合, 岁以上的小朋友去, 我家宝宝比较小, 大多数项目玩不了, 但是很不错, 推荐去"
246,庞懿,2019-11-22,"感谢携程, 感谢酒店, 一次很愉快的入住, 感谢携程, 感谢酒店, 一次很愉快的入住, 感谢携程, 感谢酒店, 一次很愉快的入住, 感谢携程, 感谢酒店, 一次很愉快的入住, 感谢携程, 感谢酒店, 一次很愉快的入住, 感谢携程, 感谢酒店, 一次很愉快的入住"
247,徐敬业33,2019-11-10,"原来想着这里没有孩子玩的娱乐设施, 来了后门口有类似导游图的小画册, 里面说的很详细, 哪个游乐设施是多高的孩子能玩的, 而且工作人员也很负责, 对一些身高在界限范围的孩子, 亲自量身高, 不符合的坚决不让玩, 非常好"
248,_WeCh****22438,2019-11-02,"长隆欢乐世界位于番禺区迎宾路, 这里有很多机动游戏可以玩, 价钱不算贵, 才一百多入场费, 可以玩一整天, 感觉长隆欢乐世界大多都是过山车, 还挺容易玩腻的, 表演类的也就飞车刺激点, 伐木秀还真不怎么欣赏的来, 还是水上世界和珠海长隆有意思点, 长隆的云霄飞车真的太狂了, 种类也很多种, 去长隆一定要玩到, 其他游乐设施就和台湾游乐园差不多, 急流泛舟之类的"
249,Joy悟空,2019-11-02,"非常开心, 就是万圣节人有点多, 所以玩那些刺激项目排队蛮久得, 还有鬼也是很逼真, 吓得我到处跑, 哈哈哈哈哈哈, 除了可以在欢乐世界玩鬼屋, 看鬼游行, 玩机动游戏外, 还可以一票两用去水上乐园, 那边晚上有电音节, 很嗨, 总之是一个很不错的体验哦"
250,小小与与,2019-08-08,"主要是陪伴去的, 两个半大孩子要去玩刺激项目, 又晒又热还是玩得不亦乐乎, 早上十点进去一直到下午, 点半才出来, 本来只敢体验一下旋转木马之类的小儿科游乐, 禁不住两个小孩子的软磨硬泡也跟着都玩了一遍, 尤其是垂直过山车他们玩一次还不过瘾又排队玩第二次, 特技剧场非常值得观看, 尽管天热难耐, 员工也很是敬业, 值得一赞, 出门还遇上泡泡剧场开始, 场景浪漫温馨"
251,_WeCh****699111,2019-11-09,"很好玩, 值了, 前面买四张票, 后面这个是加买的, 最后买的还便宜了十块钱, 有点后悔早买了, 虽然前面贵了十块一张, 但是也值了, 朋友也玩得很嗨, 说一次还要去"
252,JX游天下,2020-03-07,"是我玩过最好的游乐场所了, 以前的游乐场环境差, 设施差, 玩的都怕出问题的"
253,M30****6923,2020-02-04,"非常棒, 不过觉得万圣节去更便宜"
254,王火火Shawn,2019-11-04,"挺好玩的, 人比较多, 交通也方便"
255,118****282,2020-03-04,"人少, 玩的开心, 孩子把所有高空吃鸡项目都玩了, 几个过山车下来很过瘾"
256,_WeCh****90908,2020-01-15,"好玩, 小朋友都玩的特别开心, 午餐也很好吃, 虽然价格比外面贵一倍, 但是值了, 吃的很舒服, 里面有各种风格的餐厅"
257,M22****4637,2019-11-22,"总体还不错, 不是节假日去, 人不多, 排队时间一般在, 分钟一个项目, 节目质量很高, 时间安排的很好, 园区不算大, 这次出游还算满意"
258,_WeCh****586954,2019-11-07,"好玩, 惊险刺激, 这次回国最愉快的旅行希望有下一次可以带全家一起去玩"
259,M25****5727,2019-12-18,"国内最好的游乐场, 没有之一"
260,壹仟零壹,2019-11-23,"去玩的很开心, 每年都去的"
261,非凡梦,2020-01-18,"去的时候赶上平日没什么游客, 玩什么都不用排队, 可玩嗨了, 各种过山车之类的刺激项目都玩了好几遍, 坐的直恶心"
262,300****686,2020-01-15,"带小孩来玩, 玩的很开心"
263,M28****856,2019-12-18,"孩子的天堂, 进去都玩疯啦"
264,M17****096,2019-12-04,"每个项目基本, 分钟, 人不算多, 基本好玩的都玩了, 体验很棒"
265,M30****0426,2019-11-07,"长隆的万圣节活动果然震撼, 期待圣诞活动哦, 价格还很便宜, 鬼怪横走"
266,M26****8302,2020-02-29,
267,_WeCh****652986,2020-01-28,"很好玩, 和朋友一起去的"
268,ZengzengJP,2019-11-05,"刺激, 让人又怕又爱的垂直过山车, 每年万圣节都打卡, 节假日人多, 有钱可以冲个"
269,M43****644,2020-02-01,"真心不错哦, 希望下次再来这里体验, 带娃玩的非常开心, 携程真棒"
270,189****0467,2019-12-18,"万圣节的时候去的, 很有气氛, 化妆造型很好, 就是人有点多, 哈哈"
271,_WeCh****06849,2019-12-14,"超级棒, 里面超多好玩的, 太喜欢了吧, 园区很大可以游玩的地方很多, 早早的进去玩到下午都没有玩完, 住附近也很多好吃的, 太棒了"
272,_WeCh****06849,2019-12-14,"超级棒, 里面超多好玩的, 太喜欢了吧, 园区很大可以游玩的地方很多, 早早的进去玩到下午都没有玩完, 住附近也很多好吃的, 太棒了"
273,_WeCh****06849,2019-12-14,"超级棒, 里面超多好玩的, 太喜欢了吧, 园区很大可以游玩的地方很多, 早早的进去玩到下午都没有玩完, 住附近也很多好吃的, 太棒了"
274,你总是这样,2019-12-11,垂直过山车真的太爽了
275,Dange,2019-11-27,"很好, 很快, 很强大, 很开心, 很快乐, 很多人, 一次愉快的旅游"
276,张娜9999,2019-11-10,"比较好玩儿, 大人小孩子都能玩, 挺不错的, 过山车还是比较刺激的"
277,_WeCh****27230,2020-02-21,"喜欢玩刺激的项目, 如果人少的话, 想实现过山车的自由, 非常爽"
278,Royalineage,2020-01-23,"特殊时期我感觉人是少了些, 我和我女儿两个人从, 开门进去, 出来, 除了, 米以上的那些我女儿不能玩, 其他我女儿感兴趣的基本都玩到了, 不管怎样, 我觉得还是值得一去的"
279,_WeCh****91654,2020-01-11,"赶上了好日子, 人不多, 从开门就进去, 依次体验了四大过山车, 大摆锤, 垂直落体, 旋风魔轮, 还看了, 电影和特技演出, 非常完美的一天, 特别开心"
280,M20****335,2019-11-20,"只为了玩水乐园买了联票, 冬季去的, 水不凉, 但是出水有点冷, 带了酒店浴袍过来, 如果是夏天肯定更好玩"
281,是大树树树啊,2019-11-08,"周末去的, 人不多, 基本每个项目都刷完了, 天气也非常非常的好, 也不需要排队很久, 开心"
282,320****764,2020-01-21,"景区比较成熟, 去玩儿的那天人比较少, 几乎玩了所有的项目, 孩子非常开心, 天气也不冷, 不热, 在欢乐世界吃了东西, 就餐的人很多, 到处排队"
283,你总是这样,2019-12-11,"好好玩, 好刺激"
284,_WeCh****47462,2020-01-30,"米, 以下小孩玩的设备也挺多的, 紧忙乎的玩了一整天"
285,_WeCh****568193,2019-11-23,"好玩, 万圣节"
286,fu****ai,2019-11-02,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
287,Iris_ding,2019-11-27,"交通便利, 而且也有挺多项目适合, 米, 米之间的小朋友玩, 一进大门, 就会打一个行程卡给您一边玩一边盖章, 你可按照上面的指示一直往上面的项目, 完成后有游园小火车奖励喔"
288,_M13****0017,2019-11-25,"换票非常方便, 去长隆选择时间很重要很重要很重要, 我们选择是暑假最后一天, 太爽了, 十环过山车玩了三次, 基本不用排队, 值回票价"
289,M14****891,2019-11-21,"跟闺蜜一起去的, 像小孩子一样, 很快乐, 喜欢刺激项目, 开始很紧张, 玩过之后很嗨, 很开心"
290,HERRION,2020-01-11,"很棒的地方, 就是每次去人多了点, 排队很久, 性价比, 但性价比算是很高了"
291,320****428,2019-11-20,"看着游乐设施比较害怕, 真的玩过就特别过瘾"
292,温墨暄,2019-11-19,"第一次去长隆玩, 很开心, 虽然才玩了三个项目回去了, 也不觉得可惜, 垂直过山车真的太刺激了, 会让你有一种高空落落的感觉, 虽然说门票很贵, 但是我还是会比较心疼我男朋友, 他是刚上完班, 然后就陪我去玩, 还是蛮心疼他的, 想去玩的朋友一定要去"
293,158****5628,2019-11-04,"有适合大孩子玩儿的, 也有适合小孩子玩儿的, 我们玩儿的不愿意走呢, 月中旬人还特别少, 拍队最多五分钟, 工作人员也很热情"
294,_WeCh****736544,2019-11-02,"很不错, 特别好玩, 买的情侣票, 带女朋友一起的, 开心, 特别开心, 以后有机会再过来, 过山车特别刺激, 玩的心脏都受不了, 还好"
295,江湖一秀才,2019-10-25,"五颗星五颗星五颗星, 超级棒的长隆欢乐世界, 汉溪长隆地铁下从南门进去三分钟路程, 不需要搭免费巴士, 一进门就是垂直过山车, 第一个就玩这个, 还没热身就就被吓得哇哇叫, 艾玛, 我的小心脏, 我承认有那么两秒钟是处于休克状态的, 温馨提示, 玩过山车都是不可以戴眼镜的, 近视深的朋友建议戴隐形眼镜, 要不然什么看不到也感觉不到刺激, 坐上去时工作人员会要求你脱掉放在旁边, 第三个玩大摆锤, 当最高点时, 整个人都蒙了, 离心啊, 好难受的心脏, 这个也很过瘾, 第三个玩, 型过山车, 这个也很刺激, 上到最高点时感觉整个人要被甩出去了, 结果我眼泪直飙, 第四个玩十环过山车, 旋转到晕, 这个也一定要玩哦, 下来的时候, 站都站不稳, 真的很好玩, 第五个玩摩托过山车, 原来摩托也可以这么开, 离心的开, 旋转的开, 吓死了, 总之一个字, 酷酷酷, 温馨提示, 一定要早点去, 开门, 第一个要垂直过山车, 如果人多的话建议逆向玩, 不走平常路, 节省时间, 因为排队真的很多人, 还有如果你住酒店的话, 有绿色手环走绿色通道, 不用排队, 拽, 因为跳楼机跟碰碰车在维护没玩到, 有点可惜, 再者就是朋友有事要先走, 很多都没玩, 两点多就走了, 如果你是年轻人的话, 建议家庭项目型的就不要玩了, 浪费时间, 玩了刺激的那些, 你会发现那些都是小孩子玩的, 我们有几个需要雨衣的项目没玩, 那个是要买雨衣的, 想到最后才玩, 结果没时间, 所以都没玩了, 这次留下很多遗憾, 下次还去, 温馨提示, 建议带点零食进去, 里面的东西很贵, 但不要太多, 安检时被发现是不让带的, 我吃了一个我吃过最贵的一个鸡腿, 块啊"
296,爱达荷州艾希,2019-10-14,"订的长隆水陆万圣节去的, 元, 一票两园, 去欢乐世界和水上乐园, 里面的游玩项目可以体验, 垂直过山车很刺激, 还可以身临其境体验太空之旅, 晚上有鬼怪表演, 还有水上电竞等表演项目, 不过人太多, 去体验一趟还是很超值"
297,M40****572,2020-03-27,"第一次来玩, 感觉还可以, 就是人有点多"
298,M29****0688,2020-02-23,"挺好玩的, 和男朋友玩的很开心"
299,荣顺包装,2020-02-01,"不错的感受, 带了两个小孩, 玩得很愉快"
300,M26****4982,2020-01-14,"很棒, 非常好玩儿, 孩子玩的不亦乐乎流连忘返, 十环过山车虽然不敢坐看看也挺过瘾"
301,heruibiao,2019-12-14,"机动游戏很多, 套票里面项目不用再花钱了, 就是人太多, 基本每个项目都要排队半小时"
302,118****021,2020-03-14,"带父母去旅游, 玩的非常尽兴, 票价划算"
303,hyhy,2020-02-03,"不错, 人不多, 服务还可以, 过山车很多"
304,余妈妈,2020-02-03,"赶在隔离之前玩了一天, 一点都不用排队"
305,_WeCh****699111,2019-11-09,"很好玩, 值了, 前面买四张票, 后面这个是加买的, 最后买的还便宜了十块钱, 有点后悔早买了, 虽然前面贵了十块一张, 但是也值了, 朋友也玩得很嗨, 说一次还要去"
306,_ucwe****144050,2020-03-21,"非常适合带小孩, 小孩玩的舍不得走"
307,137****8884,2020-02-03,"挺好玩的, 就是刚好下雨了"
308,203****862,2020-01-29,"虽然人很多, 但是措施到位"
