,昵称,时间,评论
206,206****807,2019-11-28,"很愉快, 就是要记得防晒, 被晒伤啦, 刚刚遇到水上音乐节, 很有趣"
207,_WeCh****549242,2020-01-13,"真的很实惠, 我和朋友玩了一整天, 特别痛快"
208,118****826,2020-01-13,"太好了, 真的好美, 国内最有特产的景点之一, 建议带孩子去玩儿吧"
209,66妞妞,2020-01-04,"还可以, 感觉不错"
210,202****003,2019-12-23,"很刺激, 很好玩, 大喇叭好好玩, 下次还会约上三五朋友一起去玩"
211,Gary Qin,2019-12-20,"孩子们去玩了一天, 回来还舍不得离开乐园, 以后经常去光顾乐园"
212,Gary Qin,2019-12-20,"孩子们去玩了一天, 回来还舍不得离开乐园, 以后经常去光顾乐园"
213,_WeCh****624310,2019-11-21,"抓住夏天的尾巴, 非常好玩, 很不错, 晚上还有大型音乐蹦迪呢"
214,_WeCh****624310,2019-11-21,"抓住夏天的尾巴, 非常好玩, 很不错, 晚上还有大型音乐蹦迪呢"
215,_WeCh****935041,2020-01-23,"好, 好, 好, 好, 好"
216,M22****3894,2019-12-21,"太吓人了, 对我来说, 没有想象中那么简单"
217,云中雨,2019-12-12,儿童游玩好去处
218,_WeCh****990929,2019-10-30,"好玩, 很多小孩子能玩的, 就是吃的有点贵, 主要还是吃不饱"
219,189****0467,2019-12-18,"带家人来, 好玩"
220,M15****116,2019-11-05,"小孩玩的超级嗨, 就是容易走散, 电音超有气氛, 下次还会去"
221,Yousef Lee,2020-01-25,"环境优美, 人文景观优越, 可以尽情的享受夏日炎炎的凉爽"
222,M28****0105,2019-12-03,棒棒哒棒棒哒
223,shallzx,2019-11-21,"很好玩, 天冷水还是热的, 非常人性化, 下次还会再来的"
224,飞晕的燕子,2019-11-15,"挺好玩的, 也不晒, 就是人多了, 要排队, 没玩几个项目"
225,_WeCh****304877,2019-12-09,挺好的一次
226,狂狂克里斯,2019-12-02,"非常满意, 性价比高, 玩的很开心"
227,狂狂克里斯,2019-12-02,"非常满意, 性价比高, 玩的很开心"
228,晴宝小诺全世界乱飞,2019-11-07,"暑假带孩子去玩, 开心坏了, 在水里足足泡了一天"
229,_WeCh****979527,2020-01-12,"很刺激, 好多好玩的项目, 就是人太多排太久队"
230,M29****0835,2019-12-19,特别不错的体验特别不错的体验特别不错的体验
231,M29****0835,2019-12-19,特别不错的体验特别不错的体验特别不错的体验
232,常友Neal,2019-11-25,"适合带小孩过去玩, 对小孩的身高和体重有要求"
233,M80****04,2019-11-21,"好玩, 开心, 下次继续来"
234,aniter26847422,2019-11-03,"长隆水上乐园非常正, 携程上订票取票太方便啊"
235,205****027,2019-11-01,"冲浪, 玩水, 寻求刺激的好去处, 玩的真爽"
236,_WeCh****36159,2019-11-30,"很好玩, 玩了整整一天累死了哟, 但是很开心"
237,江湖一秀才,2019-10-25,"长隆水上乐园可以说是非常好玩了, 进门后随处可以拿宝宝救生衣的地方, 安全员也十分敬业, 一直盯着游乐项目, 给人很大的安全感, 昨天去的, 下水还是有些冷的, 晚上有电音环节, 相当, 很多项目适合大人玩, 对儿童的身高和体重都有要求, 如果带宝宝的家庭, 一定要带沙滩巾, 晚上身上湿了很冷, 从园区走到门口寄存的地方还是有些距离的, 园区里的地面跟普通公园没有什么区别, 大多数人穿着拖鞋和赤脚, 我们穿了浮潜鞋, 很方便, 不用寄存, 而且所有项目都不要求脱鞋寄存"
238,_CFT01****3127777,2019-10-07,"假期去挺实惠的, 和男朋友一起去的, 女士票, 成人票, 因为用云闪付支付, 有个满减优惠, 减了, 还在携程上领了张无门槛的优惠券, 最后付, 没想到还有可以砍价的活动, 砍了, 反正这次游玩挺划算的, 不过还是不推荐假期来玩, 大喇叭排了一个小时的队才玩到, 人挺多的, 很多项目也没玩到, 消费挺贵的, 一个小吃桶和一杯冰沙就, 了, 最后看了音乐节, 有美女姐姐跳舞, 不错, 总之, 别放假来, 宁愿贵点"
239,155****2345,2019-09-20,"广州长隆水上乐园非常好玩, 大人小孩都玩得不亦乐乎, 有很多刺激的水上游乐项目, 十一国庆假期的时候去玩人很多, 我们是住在长隆酒店, 酒店住客有大概, 个项目的快递游玩腕带, 就是不用等着排长队了可以优先玩, 还可以自行购买快速腕带, 就有更多的好玩的刺激的游乐项目优先玩了, 推荐购买"
240,139****5490,2019-08-18,"超级值得游玩, 建议看好地图, 把刺激的项目都玩了, 孩子喜欢的池子也很多, 小黄鸭好梦, 泡泡池子需要带泳镜, 漂流一定要坐, 一定, 虽然白天很晒, 但是还是推荐买全票, 我们从开门一直玩到了关门, 电音节一天, 场都参与了, 很嗨, 气氛很好, 一定要带拖鞋, 好多人光脚, 要带手机防水袋, 沐浴用品"
241,普林斯堡裴矩,2019-07-31,"上次是长隆电音节去的, 天气很好, 人也不是很多, 而且有明星空降水上乐园, 很多项目都没玩, 但是确实值得去玩, 工作人员服务态度很好, 项目也很有意思, 排队的话其实半个小时就可以了, 有棚子也不晒, 好评哈哈哈哈"
242,俏厨娘rebecca,2019-05-04,"今年, 月, 日开园, 新增了, 摇滚巨轮, 项目, 月全月是电音节, 热浪池嗨翻天, 过节气氛最好就是长隆几个乐园了, 天气微凉, 里面多为温水池, 又有桑拿房, 不会觉得冷, 这个时间去, 不用太晒, 项目也不用排长队, 四个小时可以通杀园内所有项目, 推荐推荐"
243,瓦胡岛的Keanu,2020-01-18,"好极了, 孩子玩的很开心, 明年暑假再来"
244,138****9471,2020-01-24,米以下小朋友万的项目还挺多的
245,M12****268,2020-01-08,"好评, 非常好玩, 只觉得时间过的太快"
246,戰國刺客,2019-12-30,"不错挺好玩的, 就是年纪大了受不了刺激"
247,e44****36,2019-12-21,"还不错, 不过一天不够玩, 小孩很喜欢"
248,M29****6367,2019-12-19,"还是很高兴的, 基本都玩完了, 就差巨蟒"
249,欧阳诗琦,2019-12-15,"每年去几次, 夜场还是不错的"
250,耶耗与瓶子,2019-11-21,"好玩, 但是要注意有些项目的游玩条件哦"
251,泰帕廉颇,2019-11-06,"很好, 很好, 很好"
252,138****9471,2020-01-24,"项目, 以下的小朋友玩的还挺多的"
253,只抽KENT的小辉哥,2019-12-27,"淡季去很便宜, 里面人也不多, 非常好"
254,南宁李庆伟,2019-12-10,"最开心最嗨的好地方, 一定会再次光临"
255,黑的天,2019-11-02,"非常不错的水上乐园, 适合亲子活动"
256,_WeCh****051612,2020-01-22,"恰恰哦下雨, 雨中游玩别有一番情调"
257,马某某某人,2020-01-03,"小孩子觉得非常好玩, 价格还算实惠"
258,M24****308,2019-11-27,"暑假带孩子们去玩的, 很开心很好玩"
259,M24****308,2019-11-27,"暑假带孩子们去玩的, 很开心很好玩"
260,当地向导Tom,2019-11-22,"很不错, 但是就是人爆多"
261,138****7089,2019-11-03,"好, 价格也便宜, 只是假期人太多"
262,H****EE,2019-11-01,"非常愉快的一天, 人不多, 非常尽兴"
263,300****192,2020-01-26,"人很多, 排队时间长, 水质一般"
264,M12****268,2020-01-08,"非常好玩, 只觉得时间过得太快"
265,M31****8880,2019-11-14,"景色节目都精彩, 看的都不想走了"
266,107****731,2020-01-26,"这么便宜, 境点又漂亮, 太值了"
267,107****731,2020-01-26,"这么便宜, 境点又漂亮, 太值了"
268,M28****3618,2019-12-23,"买票十分方便, 适合带小孩"
269,M35****2317,2019-12-18,"玩的很开心, 携程订票很方便"
270,M39****188,2019-12-17,"好玩, 值得一去, 小朋友超喜欢"
271,M39****188,2019-12-17,"好玩, 值得一去, 小朋友超喜欢"
272,M17****839,2019-12-16,水上项目很多也很刺激可以一玩
273,金角椰子鸡,2019-12-16,"还不错呢, 下次再去"
274,o****ye,2019-12-11,"搞活动买票, 小朋友玩的很开心"
275,vcgz,2019-11-28,"携程安排, 非常方便"
276,M23****0164,2019-11-10,"好好, 很好的, 很换算, 挺好玩"
277,205****027,2019-11-08,夏季值得一玩的纳凉避暑之地
278,长安需故里,2019-11-07,"挺好, 能留下值得回忆的东西"
279,YYUH,2019-12-26,"好玩, 每年夏天都会来疯一下"
280,_WeCh****342173,2019-11-25,"还不错, 就是要带小孩不够嗨"
281,M35****0863,2019-11-21,"挺好使, 女生便宜"
282,159****8586,2019-11-18,"很好, 就是太贵了"
283,_WeCh****539965,2019-11-03,"第二次带孩子来玩了, 很好玩"
284,_WeCh****539965,2019-11-03,非常值得带小朋友来玩的景点
285,M28****6975,2019-05-17,"总体来说很好玩, 很多东西自带比较划算, 拖鞋, 手机袋, 泳衣, 洗发水, 沐浴露, 还有浴巾, 还有最重要的一点是要做好防晒工作, 因为里面的水是很多人共用的, 到最后会觉得粘粘的, 是个好地方, 值得信赖"
286,M31****0335,2020-01-10,好评
287,_YX1****965,2020-01-01,"很好玩, 适合带孩子出游"
288,_YX1****965,2020-01-01,"很好玩, 适合带孩子出游"
289,青苹果,2019-12-21,"孩子特别喜欢, 就是晒伤了"
290,M23****893,2019-12-21,"不错的长隆, 还是那么好玩"
291,189****0467,2019-12-18,"带娃和老父亲来玩的, 不错"
292,M24****308,2019-11-27,"暑假带孩子们去玩的, 很嗨"
293,M26****360,2019-11-21,"还不错, 带小孩子来很开心"
294,_WeCh****267928,2019-11-19,"还好吧, 价格相对较实惠"
295,189****8788,2019-11-12,"经常去, 小盆友很喜欢"
296,135****9389,2019-11-05,"玩得挺开心的, 票有点小贵"
297,135****9389,2019-11-05,"玩得挺开心的, 票有点小贵"
298,135****9389,2019-11-05,"玩得挺开心的, 票有点小贵"
299,135****9389,2019-11-05,"票有点小贵, 玩得挺开心的"
300,120****703,2020-01-26,"非常适合亲子游, 满意"
301,lulu0613,2020-01-08,"小孩子很喜欢, 项目很多"
302,M32****7711,2019-12-31,"好玩, 玩的项目挺多的"
303,M23****9041,2019-12-24,最值得带家人去玩的地方
304,M22****246,2019-12-17,还不错啊还不错啊还不错
305,139****0520,2019-12-16,"很好, 很方便"
306,_WeCh****017341,2019-12-09,挺好的和朋友一起开心伐
307,M24****6810,2019-12-03,"暑假去的, 人真的很多啊"
308,M30****2815,2019-12-02,"滿意玩的挺好, 挺刺激"
309,戈吉耶孟尝君,2019-12-02,"还可以, 主要小朋友喜欢"
310,_WeCh****248847,2019-11-30,"除了排队人多, 都很好玩"
311,M26****360,2019-11-21,"很喜欢这里, 玩的很开心"
312,pizza0514,2019-11-17,"带小孩去玩, 她很喜欢"
313,139****6008,2019-11-09,"很好, 很开心"
314,M48****850,2019-11-09,"挺好的, 中途下了一场雨"
315,Ling寶呗,2019-07-19,"两宝贝在乐园门口就, 起来了还碰上好朋友了, 很开心有没有, 里面的部分设施我觉得很刺激, 孩子还让我带他去, 我也没玩过瘾, 哈哈哈哈推荐噢"
316,M22****3307,2020-01-21,"很舒适, 还有很多节目"
317,320****896,2020-01-06,"除了人太多, 都挺好的"
318,134****0828,2020-01-02,"购票方便, 随时购买"
319,134****0828,2020-01-02,"购票方便, 随时购买"
320,M28****2119,2020-01-02,"爽爽爽, 特别电音派对"
321,_wech****436578,2019-12-25,太不错了很方便很实惠
322,镜花灬雪月,2019-12-21,第三次游玩
323,139****6763,2019-12-17,"不用说了, 一个劲儿好"
324,M22****246,2019-12-17,方便快捷使用方法简单
325,Benjamin-Tsang,2019-12-15,"玩得很嗨, 来第三次了"
326,Michelle-Ou,2019-12-01,"优惠, 实在"
327,M30****4313,2019-11-22,"好玩很不错, 必须支持"
328,M30****4313,2019-11-22,"玩得很开心, 还会再来"
329,186****3219,2019-11-18,项目挺多孩子玩得高兴
330,M45****285,2019-11-12,"很好, 值得推荐, 加油"
331,携程旅行顾问wonderful world,2019-09-02,"去年十一去的, 正好赶上门票半价促销, 非常值, 也是我玩过的最儿童友好的水乐园, 园区不算大, 标识清楚, 更衣室和淋浴区面积很大比较整洁干净, 适合带娃体验, 有, 个项目, 眼镜蛇, 小喇叭, 离心滑道, 都是, 米以上就可以玩的, 不像别的地方能搞大圈的都要, 以上, 而且亲子水域水温都保持在, 度以上, 玩到晚上也不觉得冷, 甚至水寨大桶泼下的水都是温水, 很贴心, 儿童滑梯处会有工作人员在下方专门做保护, 考虑周到"
332,320****527,2020-01-22,暑假带孩子玩不错
333,M30****5108,2020-01-12,很不错的一次体验
334,M33****0701,2020-01-12,"很好, 就是人有点多"
335,_WeCh****825157,2020-01-08,非常好玩
336,M25****0212,2020-01-05,"好玩, 孩子们很开心"
337,M14****560,2019-12-31,"玩得很好, 很高兴"
338,M22****412,2019-12-29,"好玩哦, 还会在去的"
339,139****8901,2019-12-25,"好玩儿的地方, 推荐"
340,139****6763,2019-12-17,"好好哦, 值得拥有好"
341,159****1865,2019-12-15,好玩好玩下次还来
342,_WeCh****125285,2019-12-10,"不错不错, 超级好玩"
343,_uilC,2019-12-08,"很好玩哦, 还会再来"
344,疯癫_小浪女,2019-12-08,"非常好, 下次还要去"
345,M28****4334,2019-12-02,很好很方便在挚程
346,M28****4405,2019-12-02,很好
347,_WeCh****267928,2019-11-19,"还好吧, 价格实惠"
348,M42****02,2019-11-18,亲子游玩非常不错
349,孔兜兜麻麻,2019-11-16,"突然的雨, 提前结束"
350,孔兜兜麻麻,2019-11-16,"突然的雨, 提前结束"
351,M23****0164,2019-11-10,"很好, 挺好玩, 推荐"
352,M34****3355,2019-11-10,"挺好玩的, 小孩开心"
353,_CFT0****8619,2019-11-09,"人多热闹, 好玩刺激"
354,182****0339,2019-11-05,"第二次来了, 嗨翻天"
355,_WeCh****539965,2019-11-03,"第二次来玩, 超级爽"
356,_WeCh****539965,2019-11-03,"非常好, 有空还来玩"
357,138****7089,2019-11-03,"好, 非常值得拥有"
358,ton****gs,2019-10-30,"很好玩, 中途下雨了"
359,诗韵生活创造中,2019-10-30,"还可以, 小朋友喜欢"
360,-Reality-,2020-01-08,感觉还是不错的
361,M23****6799,2020-01-05,"很好玩, 特别好玩"
362,M34****1848,2020-01-01,適合一家大小游玩
363,M22****412,2019-12-29,"好玩哦, 还会去的"
364,_WeCh****36419,2019-12-26,小朋友玩的很开心
365,_WeCh****657360,2019-12-26,水上乐园刺激好玩
366,灰烬,2019-12-25,"经常去, 挺好玩的"
367,灰烬,2019-12-25,很好拉我们一起去
368,M46****178,2019-12-24,"还可以, 挺好玩的"
369,M28****3618,2019-12-23,买票十分方便
370,欧阳诗琦,2019-12-15,夜场游玩比较轻松
371,188****0932,2019-12-13,可以好
372,139****6506,2019-12-09,"人太多, 项目不错"
373,M58****079,2019-12-06,在这买票挺方便的
374,136****8009,2019-12-02,提前订票挺方便的
375,fln888,2019-11-25,好玩好玩好好玩
376,_WeCh****641743,2019-11-22,直接拿票就可以了
377,M30****9449,2019-11-11,好好好好好好好好
378,_WeCh****055583,2019-11-04,"价格很优惠, 好玩"
379,M57****353,2019-11-03,"不是周末, 人好少"
380,hellocarey,2019-11-02,"很好, 愉快的玩耍"
381,we****a,2020-01-24,好玩好玩真好玩
382,_WeCh****051612,2020-01-22,小朋友玩的很嗨
383,lizhijsj,2020-01-17,"历经哦, 吗, 吗"
384,尼欧,2020-01-16,"还不错, 挺好的"
385,尼欧,2020-01-16,还不错性价比高
386,M26****754,2020-01-03,不错电影节好嗨
387,M58****936,2019-12-28,很好很好几好玩
388,萤火虫ouyy,2019-12-18,"不错, 夜场很棒"
389,M29****5030,2019-12-16,总体感觉还可以
390,159****1865,2019-12-15,不错好玩的地方
391,_51F****8538,2019-12-13,挺好的非常满意
392,M34****1742,2019-12-11,"好很多, 还要好"
393,_WeCh****959199,2019-12-04,"很好, 值得一去"
394,186****9661,2019-11-29,带孩子去的不错
395,酸菜配橙子,2019-11-25,长隆纯对很赞
396,73****920,2019-11-23,"不错啊, 还要定"
397,M35****0863,2019-11-21,挺好哒女生便宜
398,咪咪亮,2019-11-07,非常不错的景点
399,BrianLong,2019-11-06,"比较全面, 好玩"
400,泰帕廉颇,2019-11-06,"很好, 非常好"
401,刘福文,2019-11-03,广州长隆很好玩
402,M48****723,2019-11-02,"还行, 小孩喜欢"
403,Yousef Lee,2020-01-25,门票还算便宜
404,M22****3307,2020-01-21,"不错, 非常棒"
405,300****394,2020-01-19,携程买票放心
406,lasen1015,2020-01-19,好
407,Baoer0121,2020-01-18,"好, 非常好"
408,Baoer0121,2020-01-18,"好, 非常好"
409,139****4617,2019-12-31,"实惠, 开心"
410,M22****0788,2019-12-27,速度快捷满意
411,M27****7946,2019-12-23,不错玩的开心
412,181****8366,2019-12-23,满意非常不错
413,影曳随风,2019-12-23,可以可以可以
414,_CFT0****2029,2019-12-22,长隆非常好
415,M31****119,2019-12-20,"方便, 好好好"
416,桃子827,2019-12-19,挺好的
417,_WeCh****75598,2019-12-19,"还不错, 好玩"
418,广州荔湾区,2019-12-16,很优惠很好玩
419,159****1865,2019-12-15,好玩好玩好玩
420,136****4077,2019-12-15,活动老少皆宜
421,137****6170,2019-12-15,很不错很喜欢
422,159****2433,2019-12-10,很刺激很开心
423,M25****795,2019-12-08,假期人有点多
424,M25****795,2019-12-08,就是人有点多
425,185****8678,2019-12-07,服务非常好
426,_WeCh****088300,2019-12-04,很好值很去玩
427,_WeCh****088300,2019-12-04,很好值很去玩
428,_WeCh****088300,2019-12-04,很好值很去玩
429,M28****4405,2019-12-02,很好
430,andy,2019-11-25,非常非常满意
431,andy,2019-11-25,非常非常满意
432,M33****2790,2019-11-23,"还可以, 不错"
433,M49****050,2019-11-16,好
434,M31****8880,2019-11-14,非常值得来玩
435,M43****030,2019-11-13,水上东乐翻天
436,M23****1667,2019-11-12,体验相当不错
437,M30****9449,2019-11-11,好好好好好好
438,娃娃别任性,2019-11-08,好玩每年都去
439,影字蓝,2019-09-18,"开园特惠的时候去的, 里面的温泉池非常让人惊喜, 由于当时温度还不是特别高, 又恰逢下雨, 所以温度稍低, 所以整场几乎泡在温泉池, 里面地方挺大的, 造浪池也挺大, 吃的比较贵和不太好吃"
440,M58****426,2020-01-27,很好不错哦
441,_CFT01****6179239,2020-01-25,好看的呢
442,M13****918,2020-01-19,一级棒的哦
443,abelshi,2020-01-19,不错不错啊
444,abelshi,2020-01-19,不错不错啊
445,x7萌哒女神,2020-01-18,大家都去吧
446,M22****6305,2020-01-17,很好玩嘻嘻
447,_浅唱_落幕,2020-01-17,陪朋友去的
448,_浅唱_落幕,2020-01-17,陪朋友去的
449,牧之原市黄庭坚,2020-01-16,非常满意哦
450,M45****874,2020-01-13,整体还不错
451,137****8549,2020-01-12,非常不错啊
452,_WeCh****523931,2020-01-08,太多人了吧
453,M27****0634,2020-01-06,也得一放假
454,137****2350,2020-01-06,"挺好, 不错"
455,AYISHA,2020-01-04,真的很棒
456,AYISHA,2020-01-04,太好玩啦
457,m29****7885,2019-12-31,玩的很开心
458,m29****7885,2019-12-31,玩的很开心
459,M28****3269,2019-12-28,还行可以吧
460,M28****3269,2019-12-28,还行可以吧
461,_CFT0****4603,2019-12-27,玩得很开心
462,_CFT0****4603,2019-12-27,玩得很开心
463,M31****2356,2019-12-26,好玩非常棒
464,M29****302,2019-12-25,"好玩, 刺激"
465,M29****302,2019-12-25,"好玩, 刺激"
466,影曳随风,2019-12-23,玩的痛快
467,盖浩强大,2019-12-22,不错的旅行
468,138****3654,2019-12-20,非常好玩哦
469,桃子827,2019-12-19,挺好的
470,M56****084,2019-12-18,重点是方便
471,M56****084,2019-12-18,方便快捷啊
472,_WeCh****20455,2019-12-15,风景不错
473,be****yi,2019-12-12,非常方便
474,320****133,2019-12-09,取票很便捷
475,_WeCh****304877,2019-12-09,挺好的呢
476,双叶町石虎,2019-12-09,非常的好玩
477,麻辣小煎饼,2019-12-06,很不错加油
478,_WeCh****959199,2019-12-04,实惠的票价
479,M45****128,2019-12-01,旅途很愉快
480,宁波第一皮皮虾,2019-11-29,超级好玩的
481,M23****6345,2019-11-27,玩的很开心
482,酸菜配橙子,2019-11-25,长隆很好玩
483,qx171818,2019-11-22,是挺好玩的
484,M31****8880,2019-11-14,好看好看啊
485,玥亮,2019-10-08,"这里的园区很大, 项目很多, 餐厅也很多, 食物比较美味, 人性化管理, 漂流尤其棒, 孩子们都喜欢在这里玩儿, 夜场灯光很漂亮, 还会再来"
486,M33****395,2019-07-30,"去长隆水上乐园, 要带好手机防水壳哦, 园内买会比较贵, 那个最火热摇滚巨轮的项目排队超久, 玩起来想追求刺激的朋友会觉得体验感一般, 建议玩其他几个项目都比它好玩多了"
487,Alice,2019-10-01,"广州长隆水上乐园, 是全国著名世界知名的水上乐园之一, 如果来到广州, 一定要来这里, 尽情的享受, 下次来一定要玩二天才能尽兴"
488,周游列国,2019-07-22,"正值盛夏, 不去水乐园玩怎么行, 广州长隆水上乐园, 在超级巨兽碗滑道里急速俯冲, 不断旋转漂流带来的超强离心力, 让你在快速滑行中尽情欢叫, 在大声呐喊中忘却烦恼和忧虑, 带来的快感, 足以逆袭高温, 现在去长隆, 还有上万只小黄鸭, 花式造型等你来打卡合影, 更有超多花样陪你撒欢了玩, 带上满满青春活力, 来这里和小伙伴大打水仗, 欢乐畅游, 感受夏日里的冰凉畅快"
489,M31****0755,2019-09-16,"带孩子玩的夜场, 场地很大, 水上项目也很好玩, 就是排队时间有点久, 水也很干净, 玩了两次漂流, 玩到闭馆, 孩子意犹未尽, 下次要带孩子玩个日场"
490,爱达荷州艾希,2019-10-16,"长隆水上乐园是广州最大的水上游乐园, 设施齐全, 项目很多, 进去可以玩上一整天都有新鲜感, 有亲子项目和游乐场所, 适合一家三口来玩"
491,M34****9706,2019-08-14,"正值酷夏之时, 长隆水上乐园是消除炎热的不二选择, 有很多有意义的娱乐项目, 惊险刺激, 游乐设施安全先进, 服务态度良好, 值得一去"
492,蕾425,2019-07-27,"真的挺, 的, 带着小孩很多都不能玩, 完了漂流, 看了表演挺开心的, 晚上第二场表演人很多, 想要前面一点就早点去, 第二场很劲爆"
493,PollyPL,2019-07-01,"月第二次来水上乐园, 月头来的时候人不是很多, 摇滚巨轮也只是要排, 分钟左右的队而已, 谁知道月底最后一天来, 居然人多的好恐怖, 放眼过去到处都是人, 连平时不用排队的水上滑梯都可以从上面排到了下面, 非一般的恐怖, 要知道现在还没有正式放暑假呢, 怪不得暑假长隆要升价, 这种状况不升价不行了, 不然来了人多体验不好更差, 果然是全球最受欢迎的水上乐园喔"
494,m17****405,2019-10-02,"不愧是排名前, 的水上乐园, 太好玩了, 过瘾, 是一个会想再去的地方, 最喜欢的项目是大喇叭, 摇滚巨轮和合家欢"
495,吉能,2019-10-31,"亲子玩很开心, 去时请准备泳衣泳裤拖鞋, 手机防水套, 祝大家玩得愉快"
496,xuoning,2019-08-26,"面积很大, 环境很好, 孩子玩得超开心, 我们自己带着喷水枪, 就是一天有点来不及, 很多玩不完, 总之值得带着孩子去"
497,M34****0086,2019-08-30,"是一个很不错的地方哟, 人气很旺, 下地铁走十多分钟就到了, 挺方便的, 有好几个刺激好玩的项目, 就是人多要排队"
498,_CFT0****2691,2019-06-10,"很可惜这次没有指定的银行卡, 没有享受到满, 减, 的优惠, 但是巧遇女性优惠价, 元, 还可以免费带一名, 米以下的儿童入园很棒了, 虽然我还没有结婚生孩子用不上, 但是园区很多亲子项目, 实在是很划算了, 网上购买的门票, 在入园门口扫描二维码就能获得通行证, 超级方便, 五分钟就进来了, 玩得很开心, 以后还会来"
499,海南摇篮坊,2019-08-21,"一家人去, 很大玩两天项目都没全部玩够, 夏天去带多点防晒霜要不然晚上回来回后悔的, 人特别多只不过在门口会体现, 在园区就没多大感觉"
