,旅游者类型,昵称,时间,日期
70,夫妻,M51****709,2017-12-27,"入园路线, 地铁, 号线, 出口, 目前封路中, 好像是到, 号吧, 坐接驳巴士, 很挤, 或步行, 分钟到南门, 再坐接驳巴士, 分钟到北门, 入园路线, 据说可以坐地铁到, 号线会江站下, 在去飞鸟乐园的对面有接驳巴士到动物园北门, 半小时一班, 没实地验证过, 不知道是否更方便, 游园路线, 北门进, 坐小火车, 天鹅湖, 动物幼儿园, 白虎跳水, 长颈鹿, 考拉, 大象, 亚洲森林表演, 大熊猫, 园内消费, 园内饮食大致是小食, 饭类, 这个价位, 味道尚可, 进园检查时大概塞得东西多, 检查得不算很细, 动物投喂, 一份, 可以发图片到朋友圈领取, 元优惠券, 园内有操作指示, 还满坑的, 长颈鹿就是一根树枝, 三四口就没了, 大象是一小捆草, 一根根喂可以喂个五六次, 注意事项, 哪哪都人多, 做好心理准备吧, 尤其熊猫乐园, 前面一大段路都是看景看人没熊猫的, 不知道建那些馆来干什么的, 不过各种接驳设施做得不错, 车次很密集, 取票和入园也都比较快, 如果想看表演, 入园时一定要找表演时间的告示牌, 如果没看到就找工作人员问, 照个相, 以及问清楚表演地点在哪, 别信微信公众号上公布的表演时间, 亚洲森林的表演就是看鸟飞和人扮动物跳舞, 总体来说精彩度不太高, 选座位的时候要小心, 中间那排主席位后面比较阔的走道是允许站人的, 如果坐在走道后面的前几排, 很容易被站着的观众遮住视线, 最前排的座位感觉太矮, 但可能那里看舞台会比较有优势, 缺点是鸟儿在头顶飞的时候就没坐后排离鸟儿那么近了, 另外感觉坐舞台正面没什么优势, 反而坐走道旁边会比较多互动, 也不影响看舞台"
71,夫妻,大盘股,2017-02-04,"长隆野生动物世界分为车行区和步行区, 进门以后有乘小火车去参观车行区的部分, 老实说, 长隆野生动物世界以一个成年人的观点来看, 东西很一般, 除了它的百虎园里的白虎, 可能是全国少有的品种, 其他的东西上海野生动物园基本都有, 车行区观看的动物也是隔离在圈内圈养的动物, 和上海动物园的猛兽区, 乘车零距离接触差远了, 不过他的路线设计的还是比较科学, 基本不走回头路, 动物园内禁止携带食物, 各个点有不同的餐厅, 但是每个餐厅的食物价格奇贵"
72,夫妻,M10****310,2015-08-20,"孩子从去年被, 奇妙的朋友, 吸引开始就梦想来此, 今年就满足她的愿望, 专门到此一游, 游客比我想象中的多的多, 但是长隆集团的规划也很到位, 没有杂乱无章的感觉, 可是园区太大, 对于, 岁的女孩来说, 全程走完真是体力的考验, 作为成年人都感到有些吃力, 要是园区能把门票放在两日游就更完美了, 园区的物品有些贵了, 游客这么多没必要这么暴利吧, 薄利多销就好了, 整个园区干净卫生, 卫生间很多, 便于游人选择, 除了购买首道门票外园区没有其它门票或不合理收费, 孩子虽然很累但很开心, 见到了电视上的所有动物, 对于家长也不虚此行, 值得推荐"
73,夫妻,菲风景,2015-08-04,"友情提醒, 进园区前一定吃饱喝足, 穿轻便鞋, 背小包, 带太阳伞, 园区很大, 进门前在售票口把场馆表演的时间拍照记在手机里, 可以少走路, 按时间顺序看完所有场馆表演, 园区的简餐很贵很少, 不是豪, 就吃饱再进园, 场馆表演有礼物赠送, 想得到礼物小朋友要选中间靠前的位置, 一定要提前订票, 携程网是最优惠, 最便捷的购票程序, 看完表演, 出园区大约走, 米, 有免费客车转乘, 每半小时一班"
74,夫妻,知知,2014-08-28,"动物世界里的动物超多, 是我们去过的动物园里有最多动物的, 种类多, 数量也多, 足足玩了一整天, 剧场表演也非常棒, 孩子开心的很, 大家一定要去哦"
75,夫妻,蹊妈,2015-05-17,"很不错, 三个孩子全程几乎都是自己走下来的, 三岁和两个五岁的孩子, 说明还是很吸引小朋友的, 最喜欢恐龙和蛇那里, 小火车也很不错, 总之, 宝贝开心, 值得, 需要注意的是入园前给宝贝们喷防蚊液, 回来可以喝些午时茶去去湿气"
76,夫妻,KiloBluewind,2015-06-30,"兑票非常方便, 就是人特别多, 从北门进去, 里面很大, 完全不用担心迷路, 跟着人群走, 一个场景紧跟一个场景, 有些地方做得非常用心, 很多细节展示动物非常到位, 特别照顾小朋友的猎奇心理, 特别令人称奇的是动物都与你很近, 没有那些令人反感的铁笼子, 需要隔开的动物都是玻璃隔开, 让人心情舒畅, 剧场展示的也是动物的自然行为, 没有刻意的让动物表演一些什么高难度动作, 只是训练有素的做自己的动作, 非常自然, 充分利用周围的场景进行表演, 让人频频惊奇, 另外, 里面吃的确实贵, 只能带水进去, 不能带吃的, 这样就避免了用食物随意喂动物, 如果一定要吃中饭, 推荐去熊猫餐厅, 旁边真的有熊猫陪你吃饭哦, 最后, 一定要积攒体力去啊, 真心好累"
77,夫妻,会飞的小火车,2014-11-10,"对于宝宝来说, 动物园成为本次旅行最好玩的地方, 里面可以喂小老虎长颈鹿, 还有小火车可以坐, 比较霸王条款的是不可以外带食物, 里面餐食又贵的离谱, 门票本来就很贵了, 每个人还要额外加, 的餐费, 但是有各种表演, 还是觉得比较值"
78,夫妻,星期天0188,2017-08-22,"慕名而来, 和想象的有些差距, 园区比较大, 动物也挺多的, 就是人太多太多了, 排队队伍超长, 园内消费非常贵, 而且各个商亭同物不同价, 这点理解不了"
79,夫妻,205****131,2016-12-09,"门票虽贵, 但很值得, 应有尽有, 餐饮价位肯定贵但也还好, 出品还可以, 表演好看, 办了年卡"
80,夫妻,团长,2015-08-07,"带孩子一行, 人, 玩了野生动物园, 水世界, 看了大马戏, 孩子大人都很嗨, 野生动物园自驾区没啥意思, 都不可以下车拍照, 我们买了, 的车票自己开车进去的, 也一样不可以下车, 觉得不如乘园内免费观光小火车游览, 大马戏好看"
81,夫妻,M19****315,2015-06-14,"非常不错, 亲子教育首选, 但是建议最少要五岁以上再去, 宝宝一岁十个月, 动物都害怕, 不能近看, 只能走马观花, 着实对不起小三百块一张的门票, 建议五月份或秋天来, 广州的夏天对于北方人来讲很难挨"
82,夫妻,M29****381,2018-03-01,"虽然门票有点贵, 但是还是值得游玩的, 可以观赏各种动物场馆, 可以看到动物表演, 里面缆车和小火车是免费的"
83,夫妻,Christina—-,2018-01-29,"对于广州人来说, 长隆真的是去了又去的地方, 基本上每一年都要去好几次才算完整一样, 不管是哪个园区, 前往长隆需乘坐地铁, 号线在汉溪长隆站下车, 在地铁出口有接驳各个园区的免费巴士, 很方便, 当然带小孩的话去的最多的就要数长隆野生动物世界了, 发现每次去都会有不一样的地方, 前几年去的时候, 还没有空中缆车, 也还有动物表演, 现在没有了动物表演, 却有了空中缆车, 又是一种全新的体验, 在长隆野生动物世界里动物之多, 如果想一天逛完是不太可能的, 现在园内有分为步行区, 乘车区, 空中缆车区, 步行区主要展示的动物都是相对比较温顺地, 比如熊猫, 考拉, 长颈鹿, 等等, 乘车区可以免费乘坐园内小火车进去园区观光, 主要是介绍各个州相对比较凶猛的动物, 如, 狮子, 老虎, 豹等, 乘车区还有另外一种方式就是自驾车参观, 可以开自己家的车进入景区, 但出去人需要购买票之外, 车也额外在购买一份车的费用, 不太划算, 好处就是可以走走停停, 慢慢参观, 空中缆车区我们当时去的时候是免费乘坐, 据说后续可能会需要额外购票, 我个人建议, 入园之后可以先前往空中缆车区从空中观看动物及整个园区, 然后在慢慢地在步行区参观, 如果时间充足还可以继续前往乘车区参观, 因为陪伴小孩但又不想小孩一直呆在游乐场游玩所以把园区的游乐场留到了最后游玩, 有个, 影院值得看看"
84,夫妻,M16****810,2017-03-29,"这是一个商业化氛围极其浓厚的园区, 从进门开始, 就为其商化经营做足手段, 还没检票, 就要求游客开包检查是否带了食品, 名义上是为了, 保护动物, 不吃到坏食品, 而实际上团体游的小学生们没人都带了一背包吃食, 可见这个解释毫无说服力, 据说原来连饮料都不让带, 而里面的食品饮料贵得离谱, 每处景点前都用喇叭喊请游客参与互动, 给动物喂食, 当然必须用他们提供的, 长颈鹿那里一根树枝就卖你, 元, 更可笑的是, 走到半路被截住, 说熊猫区要, 点半才开, 以为像工作人员说的是动物, 作息时间, 问题, 而开放进去不久看见了餐厅, 才恍然大悟, 是为了那里面餐厅生意精心算计, 每家餐厅的饭菜花样不多, 叫价不低, 关键是特别难吃, 每个小区都设计成进出必走线路, 经过纪念品店, 显然也为有利于商卖, 最过分的是, 为了, 配合, 年初新开的缆车, 竟然停掉了南北门间免费运行的壶型小火车, 缆车乘坐并非如宣传的那样可以空中观赏动物, 只能作为免走省力的选择, 且成人, 元, 儿童, 元的价格也比较坑爹, 绝对不值, 还有几处景区已修整名义停止开放, 动物表演也缩水减少演出场次等等, 总而言之, 那浓重的为钱不要脸的情绪熏染了这里, 破坏了应有的愉悦感受, 如果不是为了增长孩子的知识和兴趣, 真没有必要花那么多钱老远去看一趟"
85,夫妻,携程旅行顾问Shirleyguwx,2017-01-24,"长隆真的是很值得一玩, 不输新加坡, 比新加坡还好玩, 景区内工作人员服务也非常好, 随处都可以找到工作人员帮忙, 景区内表演世界第一, 景区内动物种类也是极为丰富, 有很多别处没有的动物, 科普性也做得很好, 总之, 每个人都值得一去"
86,夫妻,136****2381,2016-08-07,"园区分自驾游以及不行区, 大块, 自己开车的朋友可以很方便的直接开入车行区, 当然要另外买, 元的车票, 因为是周末去的, 不知道平时多少钱, 而且开车时间是不受限制的, 当然只能开一圈, 没开车的朋友可以去坐园区提供的免费小火车游览车行区域, 据说可以反复坐很多次, 建议刚到园区的朋友先从北门进, 因为车行区在北门, 玩完以后可以步行前往南门, 园区很大可是服务相当不错, 去过不少国内的所谓, 或者, 景区, 环境暂且不谈, 有, 件事可能最让游客头疼, 一个是吃饭还有一个就是厕所, 在这, 点上长隆做的非常好, 吃饭的地方是最容易脏乱的, 在长隆每个吃饭的都有工作人员在不停的打扫地面以及游客们的餐桌, 并且饭菜的质量也算上乘, 仅与其他各, 级旅游景区相比, 至于厕所不仅没有脏臭的环境, 而且数量上十分多, 即使在这样又是暑假又是周末的旺季也没有见到哪个厕所是排长队的, 还有就是园区的服务非常好, 园区内的工作人员相当多, 你想不看见他们都很难, 无论问任何关于园区的问题均会态度良好的回答游客, 这点十分不易, 只有一点想建议下, 整个园区的秩序都很不错, 唯独在出园后去坐换乘大巴的地方缺少工作人员维护秩序, 略有不足, 总体来说是个在管理和乐趣上都属上乘的旅游景区, 一定会再来, 最后再说一点带小朋友去的家长们, 里面的儿童天地中所有的游乐项目都是免费的哟"
87,夫妻,M21****294,2015-08-17,"哇塞, 看见了全球熊猫三胞胎, 那叫一个气派, 只有长隆有咱们的国宝呀, 特可爱, 还有白老虎, 看见好多可爱的小动物, 给小朋友科普了好多知识, 看的那叫一个爱呀, 公园很干净没有啥异味, 游玩的人素质也很高, 就是里面的水卖的太贵了, 建议是否能便宜点, 偷笑, 因为实在太渴了, 别的都不错, 美美哒"
88,夫妻,icesandfox,2015-08-15,"这个野生动物世界, 是我见过最好的, 自驾加徒步, 玩了一整天, 小朋友非常喜欢, 推荐家庭亲子游, 唯一问题太贵了, 又不准带食物入场, 加之暑假, 人超多, 建议去的时候, 一定要自驾一下, 可以去爸爸去哪儿中的非洲草原"
89,夫妻,双色鱼1,2015-08-14,"停车费, 元, 不过如果要是去建议园里面不要开车因为有免费的小火车可以带你游, 看了好几个节目都不错, 里面没想象的那么大一天时间够了, 游区里动物的骚味太重了味道有点不好闻"
90,夫妻,M19****375,2015-06-11,"真的好大呀, 一天其实都走不完, 景色也很美, 度的高温但是园里都是绿色植物, 所有没感觉那么热, 但是好累呀, 因为太大了, 特别适合带孩子玩, 我们先来的长隆, 后去迪士尼, 但是感觉长隆更好, 长隆里面的员工也都很热情, 服务也很贴切, 有机会还回去玩, 超好的"
91,夫妻,许原,2015-04-21,"长隆野生动物世界是独家垄断经营, 吃的东西由他乱标, 贵的惊人, 而且出园很不方便, 要步行至公园大门口, 很远, 非常不方便, 以后再也不会去了"
92,夫妻,nas****vpzz,2015-03-17,"去过的最好的一个野生动物园, 动物种类非常全, 饲养员也非常热情专业, 刚好去的时候湖南卫视在放奇妙的朋友, 看到了很多电视里的动物明星, 园区的风景也非常棒, 建议一早就进园游玩, 很多动物下午四五点钟就回家了, 园区超大, 需穿舒适的鞋和服装, 乘车游览必看"
93,夫妻,lily1102,2015-02-21,"野生动物园很大很好, 值得一去, 春节期间人很多, 电瓶车也取消了, 在里面游了一整天, 很多地方没有走到, 网上介绍是, 点半开门, 到了才知道是, 点半开门, 我们去时里面已经很多人, 到处排队, 坐车游览的区域最好一早就去游览, 排队人会少一些"
94,夫妻,qiqikiwi,2015-01-05,"值得去, 担心宝宝会走不动, 但整个游览的编排非常合理, 周岁的女儿全程自己走, 坐酒店的短驳车, 从北门入, 整个园区很干净, 绿化, 美食站, 垃圾筒等细节方面更是到位, 每块动物栏边, 都有工作人员讲解, 如果有好奇的问题, 工作人员都会很耐心的回答, 坐车, 分钟游览猛兽区, 小车没有玻璃窗隔离, 完全和动物们近距离接触, 还有动物表演, 也很精彩, 这就是我想像中的野生动物乐园, 不愧为, 级景区"
95,夫妻,139****3223,2014-11-18,"带孩子来真是他适合了, 坐小火车看野生动物, 有些动物可以喂食, 商场的纪念品价格也合理, 设计也是动物园题材较多, 我儿子, 岁, 选了野生动物, 个小模型, 和一辆车的组合, 回家好几天来还是很爱玩, 带着小动物各种游戏, 洗澡, 坐车, 开车"
96,夫妻,186****1165,2014-11-06,"真不值得一去, 不是为了孩子谁会去呀, 价格傻高, 没什么可看"
97,夫妻,小忆,2018-05-25,"超级棒的动物园, 绝对值得一去, 特别是园里缆车和小火车都可以免费坐无限次, 园内太大了, 有时候会逛漏一个区域, 于是可以坐缆车去在逛一下, 节省时间人力嘿嘿, 动物都超级可爱, 因为不让带吃的进去, 但里面吃的东西偏贵, 别的各方面都挺好的, 一直玩到下午五点才出来, 之前觉得票有些贵, 玩完觉得很值这个价"
98,夫妻,壹统,2018-03-01,"一家人自架车游野生动物园, 趣味十足, 乐也融融, 亲临野兽, 惊喜多多"
99,夫妻,300****925,2018-02-22,"国内非常不错的游园, 一家四口玩了一天, 最后看的大马戏非常棒, 孩子们非常高兴"
100,独自旅游,liuhong8066,2015-07-31,"大小孩都会喜欢的非常好玩的地方, 是第二次来玩, 极力推荐一下, 百虎园, 熊猫馆, 太多惊喜等你看, 拥有华南地区亚热带雨林大面积原始生态, 拥有, 只澳洲国宝考拉, 只中国国宝大熊猫, 马来西亚黄猩猩, 泰国亚洲象, 洪都拉斯食蚁兽等世界各国国宝在内的, 余种, 余只珍奇动物, 拥有全国首创的自驾车看动物模式, 拥有大象剧场, 西游记剧场, 特别是白虎一定要看他慵懒的样子还能抢到高空中的肉"
101,独自旅游,yua****ei,2016-04-12,"园区很大, 参考了网友的推荐, 一开园先去了北门坐小火车游览, 然后步行游览, 一天时间, 一直在观看动物, 动物很多, 很少停下来休息, 除了看演出和就餐, 大多数动物的场馆都看完, 仅有个把没看, 五场表演都看完了, 表演都不错, 动物听话配合, 主持人顺带讲解了些动物的小知识, 还有游客参与进来, 园区打扫非常干净, 动物的味道小, 印象中就是熊猫馆的熊猫白毛变褐色, 没给它们洗澡吗, 某些场景设置考虑了游客或者动物, 蛮贴心的, 有些动物如猴子就没有封闭的笼子, 而是敞开的环境, 不会担心动物会逃走, 个人觉得非常不错, 园区的工作人员素质高, 服务热情, 绿树多, 有的还带有介绍的小吊牌, 有的动物有专门带出来与游客互动, 动物们在这里生活的非常幸福, 个人觉得园区不足之处是某些小路太小, 人多的时候不方便快速走动, 商店里的某些动物造型设计不够可爱, 商品款式有待增多"
102,独自旅游,_WeCh****60731,2015-05-27,"太赞了, 比任何一个城市的动物园都赞, 动物种类繁多, 环境很美, 当时是去广州长隆大酒店参加芬丝尼的周年会, 第二天和团队伙伴一起去的动物园, 太美了, 无法形容, 上图, 可以多交流"
103,独自旅游,xhtkobe,2015-05-20,"超级棒的野生动物园, 因为爸爸去哪儿听说的长隆, 一直想来玩, 这回终于如愿了, 长隆野生动物园的交通很方便, 坐地铁到公园附近, 打个车, 分钟就到了, 网上订的票换票也很快, 很顺利就入园了, 动物园分为步行区和乘车游览区, 乘车游览区是核心, 坐着公园里的观光车, 在动物世界里穿梭感觉超棒, 看到了白虎, 大象, 各种犀牛, 各种熊, 长颈鹿, 羚羊等很多珍惜动物, 而且有的时候和动物的距离非常近, 基本伸手都能摸到, 而且还可以自驾, 要是自己开车游览那感觉肯定更棒, 步行区比较大, 走一圈要三四个小时, 有很多不同的主题, 可以看到很多动物, 还有很详细的介绍, 学到了不少知识, 最棒的是几个剧场, 看了白虎, 大象, 猴子, 河马的各种表演, 非常好玩, 不过表演是定时的, 得合理安排时间, 总的来说非常棒, 虽然门票比较贵, 不过性价比很高, 就是园区里面吃的实在太贵, 这点不合理"
104,独自旅游,MarsLu手工皮具,2018-09-01,"入园, 自驾, 步行, 动物园我们选择的是步行游览, 动物园有两个门, 都需要安检入园, 禁止携带吃的东西, 查的比较严格, 但是只翻包, 不搜身, 如果已经带了的可以寄存, 我带了两根香蕉, 不寄存的话则被要求在门口吃掉, 但我佯装吃了一下趁乱还是拿进去了一根, 后文中会出现这根香蕉, 门口还可以租用婴儿车和轮椅, 分别是, 和, 元每次, 北门除了行人入口还有自驾车出入口, 自驾车另收, 辆, 而且只能游玩动物园大概, 区域, 游完需要把车开回北门的专用自驾车停车场, 再从北门行人入口进园, 剩下的区域都需要自己迈开腿, 如果不选择自驾, 这部分区域可以从北门乘坐免费小火车游玩, 相比之下, 性价比当然是不花钱的高, 每辆小火车还配免费导游讲解, 但是自驾车唯一好处就是想看多久看多久, 没有时间限制, 当然园区是禁止投喂的, 可车多的时候并不能很好的管理自驾车, 而小火车一趟大约, 分钟, 开的比较快, 不过两者均可拍摄出很好的视频, 快速通行票, 长隆酒店房卡, 快速通行票是, 人, 园内基本所有排队项目都有快速通行的权利, 排小火车大概, 分钟, 排空中缆车大概, 分钟, 我们都直接进去了, 你也可以买快速通行的单项, 每项, 园内除了这两样, 其余剧场和娱乐设施要不是一起等开门的, 要么就是排队半小时以内, 感觉这票也不是必不可少, 不过, 我们选的还是快速通行全天票, 因为这样小火车和缆车你可以坐很多次, 毕竟小火车一趟你会感觉没看够, 缆车有部分车厢脚底下是透明玻璃, 还是很不错的, 如果你一分钱都不想多花, 那我建议就是小火车和缆车乘坐末班车比较好, 我们大概, 分左右坐了一趟小火车, 几乎不怎么排队, 所以快速通行票也不买的话, 可以错峰出行, 顺序上建议, 先做小火车再坐缆车, 小火车出口左边就是缆车入口, 住长隆酒店拥有快速通行票的同等权利, 它就在长隆度假区内, 离大马戏和动物园都很近, 也有短驳车可以坐, 虽然酒店房费很贵, 但是去动物园凭房卡可以直接走快速通行, 等于省了, 人, 去大马戏也有优势, 所以, 个人认为如果不是旺季, 可以订长隆酒店, 花差不多的钱可以住的好还可以走快速通道, 度假村边上的连锁酒店差不多也要, 一晚, 园内步行游玩, 园内游玩必不可少的就是看大熊猫和老虎, 这里的动物会有休息睡觉的, 但和一般动物园里的动物相比, 大部分都很活跃, 白老虎有扑食表演, 还有很多刚生出来的小老虎可以看, 大熊猫们会坐着吃竹子, 建议, 先去了解一下大熊猫的故事再去看熊猫, 还有大熊"
105,独自旅游,288****663,2014-07-19,"值得一去, 是中国综合规模最大的国家野生动物世界, 动物品种很不错, 可近距离看老虎, 狮子等, 风景也很不错, 就是感觉门票有点小贵"
106,独自旅游,Warm喔,2018-01-18,"国内唯一有考拉的动物园, 还可以跟考拉近距离合照, 另收费, 节假日较贵, 间接吐槽一下节假日喂食给动物的收费太坑"
107,独自旅游,_CFT****23226,2017-10-27,"特别推荐, 互动性好, 动物们可爱, 能生活在那里的动物都很幸福, 可惜园区太大, 去的有些晚, 没走全所有景点, 有机会, 还会再去的, 大马戏完美, 去的游客一定要看噢"
108,独自旅游,_WeCh****66392,2015-06-06,"我去了欢乐世界, 动物园, 水上乐园, 感觉最乏味的就是动物园, 而且也是最累的, 如果不是没去过, 真的不会去, 但是所有的节目都很好看, 只是需要走很长的路, 看到了奇妙的朋友里面的四毛六毛, 很可爱, 但是不能靠近接触, 公园要从北往南逛, 也是看了其他人的攻略才知道, 北边入口进去才有小火车坐, 可以欣赏露天的动物"
109,独自旅游,_WeCh****860477,2017-11-27,"當天自駕遊加步行遊玩得很開心, 與我十多年前去變化十分大, 新增很多設施, 各工作人員服務很細心, 值得推薦"
110,独自旅游,踏古古代丰富i,2017-07-19,"园区很大, 分为自驾游览区和步行游览区, 这个动物园不像传统的动物园, 没有用冰冷的笼子套住动物, 而是半开放式, 与人只有很少的阻隔, 便于人们与小动物的亲密接触, 又有安全的距离, 动物种类也很多, 有很多只适合生长在热带的动物, 还有多元的动物演出, 适合亲子游, 情侣游"
111,独自旅游,M49****687,2016-11-30,"挺有趣的, 就是节假日时候人太多点"
112,独自旅游,黖晞,2016-04-10,"长隆香江野生动物世界园区很大, 乘车游览区可以看到世界各地的动物, 我们刚到的时候游了一次, 快离开的时候忍不住又游了一次, 而在步行游览区, 长颈鹿会靠得近近的让你喂食, 小白虎小狮子在它们的小天地里追逐嬉戏, 熊猫们懒懒的窝成一团, 考拉趴着饲养员不肯下来, 小浣熊呆呆萌萌的看你, 动物们都非常的可爱, 大象, 飞禽和白虎的表演也都很好看, 虽然长隆的景点门票都不便宜, 但它是真心值得这个价的, 至于食物, 动物园不让带食物是正常的, 怕乱给动物喂食嘛, 但他们检查也只能用棒子划拉一下包包什么的, 不会太认真看, 自己藏一点进去自己吃还是可以的, 实在没必要在园区买, 不得不吐槽一下, 为什么点评只能放, 张图片啊, 让我纠结了好久, 我有好多都很喜欢的说"
113,独自旅游,Ochive,2015-09-28,"自驾车影响了观光车游客的参观效果, 败笔"
114,独自旅游,微笑leaf,2018-08-29,"孩子们最喜欢的地方了, 尤其是坐着小火车一路欣赏着那些可爱的小动物, 别提孩子多么高兴了, 能够与大象, 浣熊, 树懒好多动物等近距离接触, 玩中有所获, 我想这也是家长们希望的, 孩子们认识了好多以前不认识的小动物, 知道了他们习性, 看着小动物吃东西玩耍睡觉, 多么有意思, 里面的午餐也挺好吃的就是有些贵了, 而且我们去的时候人有些多, 不过即便如此孩子们还是很开心, 看到了大象的表演, 猴子小鸟们的表演都很精彩, 真的很值, 孩子们说还要再去一次野生动物园"
115,独自旅游,M24****4559,2018-02-09,"维也纳广州广花路广外店, 月, 日白菜价接团, 间成团, 欢迎致电, 吴先生"
116,独自旅游,何排,2017-04-24,"園區內真的很大, 服務人員也常看到, 態度也很客氣, 所提問的問題都能即刻回覆, 也因為園區很大, 建議就專心的花上一天的時間在園區內好好的欣賞各種動物, 如果只是走馬看花般的看看的話, 那就有點兒可惜了這邊的許多寶貴的動物了"
117,独自旅游,185****0302,2015-08-10,"值得一来, 最好早点去, 可能正值暑假又是双休, 人格外多, 出地铁有免费大巴直达, 出园也可以做去海洋世界, 大马戏, 欢乐世界, 很方便, 园区内动物很多, 挺大的, 里面小火车建议中午吃饭点坐, 人会少一点, 不能带吃的, 可以自带水, 园区内矿泉水, 元, 早饭吃得晚, 三点钟吃的下午茶, 三明治配水, 炒饭配鸡, 没有来过的还是很值得去玩儿的"
118,独自旅游,_CFT01****2506124,2015-08-06,"动物园很好玩, 还看到了熊猫三胞胎, 还可以为大象和长颈鹿喂食, 非常适合区亲子旅游, 里面还有个侏罗纪公园, 里面的恐龙都非常的逼真, 动物园另一半是坐小火车的, 可以看到老虎和狮子, 唯一的缺点就是吃饭实在是有点贵, 而且比较难吃, 不过携程的取票很方便"
119,独自旅游,liuhong8066,2015-08-03,"好玩好看, 趣味性多, 让你增长很多知识, 去了第二次, 还想多去几次, 看点, 百虎, 真的有百只虎, 白虎, 其他地方你看不到, 全球唯一三胞胎熊猫诞生成长的地方, 憨态可掬的考拉, 在室外活动的长颈鹿, 虎丶狮子, 大象等等, 超级赞的地方"
120,独自旅游,木兆兆木,2015-06-09,"真的超级超级美, 原来觉得票价很贵, 可是进去之后真的感觉园林设计的真是太美了, 很有规模, 动物也很可爱"
121,独自旅游,来电面具,2015-05-20,"公园内环境非常好, 很多有趣的动物, 还有免费的机动游戏, 工作人员的态度也很好, 就是驾车游览区讲解员的语速快了点, 听得不是很清, 园内的食物价格贵了点, 总之是一次满意的行程"
122,独自旅游,妖精111,2015-04-08,"非常好, 特别喜欢, 环境好, 动物可爱, 工作人员服务到位, 很有耐心, 剧场的表演也很好看, 看到了, 和六毛, 酷酷萌萌帅帅只看到了它们销魂的睡态, 可爱的不得了, 大家都要去哈, 建议不要买套票, 一天逛不完"
123,独自旅游,_WB1****824,2015-04-05,"这是我一直想去的地方, 终于有机会来逛逛了, 走了一天, 看了许多的动物朋友, 它们聪明, 活泼, 可爱, 在网上买的票非常方便, 在取票点把手机上的取票验证码给工作人员一看, 票立马到手, 便宜又方便"
124,独自旅游,闻俊,2015-03-22,"我们连大人小孩一共五个人, 从机场租的车自驾游, 市区限行, 只能开四五十码, 开了足足一个半小时, 里面很大, 要慢慢逛, 就是商店里的东西太贵, 一个鸡翅套餐要, 鸡翅上全是面粉, 周边礼品价格也很昂贵"
125,独自旅游,liuhong8066,2015-03-08,"因为喜欢这里生活着, 多种, 多头, 只来自世界各地的野生动物, 特别是熊猫, 白虎, 大象很多的可爱动物就第二次来游玩, 还是热情的工作人员的笑脸, 还是很贵的食物, 还是憨态的各种动物, 有全球唯一大熊猫三胞胎, 有每天要睡上, 个小时以上的考拉, 并且考拉种群是澳洲以外全球最大的考拉种群, 在这里可以乘小火车与兽同行, 向您推荐这里"
126,独自旅游,LAUALLEN,2014-12-02,"长隆野生动物园位于番禺区, 那一块都是长隆的公园, 长隆野生动物园是我个人最推荐的长隆公园, 里面的动物种类集全, 各种服务设施也比较好, 但是值得一说的是, 园内禁止只带食物, 所以有点强制消费的感觉, 公园分为乘车和步行, 种路线"
127,独自旅游,M33****4879,2020-03-01,"动物很多, 很可爱, 很多没有见过的"
128,独自旅游,M33****4879,2020-02-25,"里面动物很多, 环境很好"
129,独自旅游,e38****26,2019-09-27,"去了, 遍了, 第一次去, 没有索道, 但是被大象龙龙震撼到了, 表演很精彩, 非常值得看, 第二次去, 被现实版的电影震撼了, 第一次时没看懂, 真的爆炸, 点火, 第三次去, 有了索道, 很方便"
130,独自旅游,M25****5762,2019-09-18,"长隆野生动物世界隶属全国首批国家级, 旅游景区, 长隆旅游度假区, 地处广州番禺, 被誉为, 中国最具国际水准的野生动物园, 是全世界动物种群最多, 最大的野生动物主题公园, 公园以大规模野生动物种群放养和自驾车观赏为特色, 集动, 植物的保护, 研究, 旅游观赏, 科普教育为一体, 拥有华南地区亚热带雨林大面积原始生态, 拥有, 只澳洲国宝考拉, 只中国国宝大熊猫, 马来西亚国宝黄猩猩, 泰国国宝亚洲象, 洪都拉斯国宝食蚁兽等世界各国国宝在内的, 余种, 余只珍奇动物, 拥有全国首创的自驾车观赏动物模式"
131,独自旅游,ahmq,2017-08-21,"园区主要分为两个区域, 乘车区与步行区, 我们首先乘坐半开放式小火车深入到丛林和草原, 全程约, 分钟, 这里的白虎区是世界上最大的白虎种群散放区, 除外, 还能看到成群的长颈鹿, 斑马, 羚羊, 它们不再呆在笼子里, 充满了活力, 在步行区, 我们看到了全景玻璃的北极熊馆, 水中国宝, 中华鲟, 以及全国最大的鳄鱼湖区, 海龟等, 还有, 世界国宝区, 可以看到大熊猫, 亚洲象及英国雪特兰矮马, 我们不仅欣赏了很多精彩的动物表演, 大象剧场, 花果山剧场, 长隆方舟剧场, 河马剧场, 白虎跳水等, 还给长颈鹿和大象喂食呢, 他们贪婪的吃像真是可爱极致, 景色和环境真的很棒, 很多的动物在一般的动物园也看不到的, 在这里我们小朋友尽情第放纵我们的任性, 享受我们的快乐"
