,昵称,时间,评论
132,e17****74,2018/3/27,"太贵了, 吃的更贵, 反正就是各种贵, 动物也没有想象中那么多, 还是北京动物园性价比高"
133,_M1899192****,2018/3/20,"不怎么样, 太商业化, 进去处处都要钱, 人性化服务性的东西没有, 逛一半走了, 不过, 动物还是很可爱的"
134,M26****6890,2018/2/22,"人太多了, 根本上是看不了什么景点, 吃饭也太贵了"
135,卉卉,2017/5/23,"动物很可爱, 里面的物价一点也不可爱, 门票贵可以理解, 毕竟动物园养那么多动物运营成本也很高, 但是里面的物价真心高的离谱了, 一瓶水卖, 你咋不上天呢"
136,_CFT0****7268,2018/5/1,"野生动物园区里的地图就是一张卡通片, 这地图你根本就找不到你去的地方, 也找不到你现在在那个地方, 我拿着地图问了很多个工作人员我现在在地图的那里没有一个能回答我, 只能回答在大概的位置而已, 在找位置上己经浪费很多时间了"
137,m80****14,2017/7/2,"进园时工作人员告知有免费缆车可以坐, 让我们抓紧时间, 为了坐免费的缆车, 被工作人员指导走了很长的路, 等我们从缆车下来发现下车的地方距离入园的地点很近很近, 太让人生气了, 这么热的天, 居然让小孩走了那么长的路, 就这服务让人冒火"
138,山芋1122,2017/10/3,"从地铁口走了, 分钟才到, 泊车的公交都没有, 玩了一天, 园里的东西很贵, 出来后打的车从园门口到地铁口要, 元, 长隆也不管一管"
139,现在肚子饿了,2017/11/15,"不好玩, 白瞎了这么好的资源, 动物全放在山上, 我一个, 的年轻人都爬不动更何况老人家呢, 带孩子的绝对累死, 而且这些山吧, 方向设计都是单向性的, 上去了, 你不按他规定的线路爬到底你出不来, 猛兽都是懒羊羊的在睡觉, 不如上海动物园, 反正动物也少, 整个园区都是猴子和鸟类, 没什么意思, 别去了, 爸爸去哪儿那都是营销策划, 人都那么多了, 更何况旺季呢"
140,iaabc,2016/8/6,"个人觉得广州的长隆很一般, 这样的票价和园内服务不相称, 尤其在夏天, 实在不推荐去, 考拉园, 点才开, 园内免费小火车没有明确提示, 所有广播里都只宣传收费的电瓶车, 好不容易找到小火车乘车点, 还和进园的私家车走同一条观赏路线, 大大降低了观赏性, 同时从环保和爱护小动物的角度看, 私家车无限制的进园也不是明智之举, 一味地考虑盈收, 忽视的东西太多"
141,M40****091,2017/5/25,"主要是人多, 贵, 排队时间太长, 性价比真的不咋样"
142,M27****918,2017/10/8,"总体评价, 动物园没必要去了, 不值这个门票钱, 除了小火车和缆车, 刚好碰上免费, 其他全程无亮点, 好不容易有个与动物的互动, 买根长劲鹿吃的草居然要, 块"
143,139****1180,2017/8/23,"门票贵里面东西更贵比香港消费相约, 不会去第二次"
144,xuj****20,2018/2/24,"门票价实行节假日上浮不可思议, 去过很多景点, 都是由物价部门核过的统一价格对外出售, 不会因节假日人多就上浮, 有点, 感觉"
145,1022cherish,2018/1/5,"购票后短信里一直没有凭证码, 打了客服很多次电话足足耽误了一个半小时还是提供不了凭证码给我, 最后才给我发个二维码给我进园, 严重耽误我们的时间和影响我们的游玩兴致"
146,粉色满天心,2017/9/7,"吃了乐园的快餐, 大过年的带儿子去医院, 急性肠胃炎也是没谁了, 公园很大, 排队坐那个野生动物区的观光车人山人海啊"
147,M23****6677,2017/8/18,"景区人多, 小火车运力不足就算了, 还搞个, 票, 争夺那些正常排队人的权益, 谁不是买票进来的, 进来之后又有, 那么你买票的时候就提前表态, 再就是景点的物价奇高, 一个炒饭, 一个泡泡机"
148,这个世界的美好,2017/7/18,"看动物确实可以一去, 景色也优美, 里面的商品就太贵了, 是外面的五六倍以上, 给人的感觉就是抢劫, 中国式景区乌鸦一般黑"
149,186****4513,2017/5/31,"买错日期了, 不能退不能改, 要帮朋友买四张票, 结果只能买一张, 图方便用的携程, 没想到不但不方便还坑了自己"
150,M41****319,2017/6/1,"订票的时候说是手机, 专享的优待票, 还打电话落实了客服, 说成人能用, 结果第二天取到的票上打印着儿童长者票, 进不去, 票不能取消, 景区又部同意补差价, 坑爹啊"
151,夜-沉沦,2017/10/2,"一般般, 好多动物都看不到, 服务很差"
152,静仔老爸,2018/2/20,"只能接待, 个人, 却卖了, 张票, 里面还没有饮用水, 却不准带水和食品进去, 一根树枝卖, 二块小肉卖, 一碗饭, 长隆人真黑"
153,_WeCh****728065,2018/4/2,"很失望, 非洲区要坐小火车才能看, 看不太清楚动物, 自驾游的车又挡住视线, 根本没法看动物啊"
154,扔个石头,2018/2/18,"只能说春节期间不宜去, 什么缆车小火车都没有坐到, 本来是去看动物的, 结果是去看人的, 里面的食品贵的就没人去管"
155,小铃铛,2018/2/20,"一句话, 今后不会再去了, 不过也真佩服广州人的营销手段, 反正全国人民都去一次钱也找够了"
156,小铃铛,2018/2/20,"这次是第一次也是最后一次, 在长隆不论做什么必须排队, 就是卖个烤肠也拍了半个小时, 感觉是花钱买罪受"
157,tin****ly86,2017/11/13,"强烈建议住长隆酒店的在酒店买票, 可以打九折, 比这个便宜多了"
158,M97****10,2018/3/8,来了一趟长隆才知道原来深圳动物园的好
159,kakueigou,2017/10/12,"太贵了, 性价比不足, 去一次就可以"
160,扔个石头,2018/2/18,"游玩体验差, 人多没控制, 人挤人, 人看人, 无处不是人, 就这样还特殊日的票, 比平时还贵"
161,106****268,2018/2/20,"春节期间出游, 超乎想象的人多, 除了人多还是人多, 不能控制入园人数吗, 钱是挣够了, 体验度却是差多了"
162,118****485,2017/5/28,"下订单需要仔细查阅所有内容, 不能只看标题就下单, 只看, 端午特惠门票, 标题就下单, 结果是儿童, 老人票, 不能入园很麻烦"
163,205****015,2018/4/1,"国庆等等人多的时候, 千万别开车入园, 花钱不说, 你会知道什么叫进退两难"
164,心灵旅馆,2017/7/6,"看了下, 也没啥好看的, 心疼广州"
165,喀麦隆YY,2018/2/20,"性价比严重不高, 尤其是熊猫馆, 太坑, 里面餐饮还特别贵, 一份饭一百多, 普通人根本消费不起"
166,_WeCh****83863,2018/2/20,"还行, 一般, 好累, 人多, 最好买快速通行"
167,320****235,2018/3/4,"人太多, 走不动, 很多景点都进不去"
168,KentChang,2018/3/22,"门票太贵, 台湾木栅动物园比这大也就, 环境感觉"
169,静仔老爸,2018/2/20,"人多, 只能接待, 人, 却卖, 张票, 不准带水食品进入, 里面却没有直饮水"
170,海龙王的老爸,2018/3/22,"取要慢, 里面坐观光车也要排队二小时"
171,光明涌,2018/4/27,人太多
172,携程用户,2017/8/18,"差得很, 人多又乱, 一点都没兴趣"
173,E20****569,2018/2/19,"人多, 东西贵, 表演太水, 不值门票价格"
174,M57****020,2017/7/17,"非常不错的一场体验, 很多动物"
175,300****697,2018/2/18,"一点都不值得去, 门票贵又没表演节目, 失望"
176,面对窗外,2017/10/3,"国庆去的, 人好多呀, 没看到什么走的脚就酸了, 东西贵, 不过看的非洲发现表演还不错, 看完走疼缓解了一下, 又可以继续走, 就这样坚持一天, 小火车部分司机开的是真心快"
177,M40****091,2017/5/25,"人多, 价格贵, 体验不爽, 觉得不值"
178,189****7977,2017/8/21,"人爆多, 基本没看见啥, 出来打车都是黑车, 出租车坐地起价, 不打表, 不知道广州运管处是怎么管的"
179,300****290,2017/8/12,"食品太贵, 跟机场有得一比, 不准自带食物纯属吃独食"
180,云水禅心,2017/2/6,"游玩建议, 长隆野生动物园, 没有传说中的好玩, 就是一个面积大点的北京动物园, 如果去过三大动物园的, 甚至可以忽略, 如图, 红色区域为自驾区域, 但不建议自驾游, 因为动物都是有隔离带隔开的, 只有极少的食草动物是可以挨近车辆的, 逢年过节放假时两三排车辆排队游览, 跟堵车一样, 工作人员吹哨催你赶紧开走, 基本看不了什么动物, 车辆单收费, 每人再单独收费, 比北京动物园价格高, 倍, 节假日高, 倍, 如果确实想转一圈看看, 坐公园的浏览小火车就足够了, 黄色区域和蓝色也不建议看了, 跟普通动物园没什么大的区别, 植物多而已, 带孩子玩的话就直接去没圈起来的区域吧, 各种孩子喜欢的娱乐项目, 通玩, 费用门票中已经包含了, 有带孩子计划去玩的可以参考"
181,iaabc,2016/8/8,"说实话长隆价格太高了, 这样的票价与园内设施和服务不符, 除了考拉之外, 其他动物哪里都能看到, 真心没有必要在暑假这样的日子里来凑热闹"
182,尽情杀猪,2017/2/2,"门票太贵了, 人太多了, 全是人, 光看人了, 光一个表演全场都坐得满满的, 即使里面再好玩, 也不会有意义"
183,ZW****26,2017/10/12,"景点很好, 但服务态度差强人意, 尤其是坐小火车排队时, 感觉比珠海长隆差远了"
184,206****399,2017/2/5,"太贵, 还不让带食品进去, 有强制消费的意思"
185,210****256,2017/8/24,"人太多, 不好玩, 不太适合过节去"
186,_WeCh****761369,2017/10/3,"浪费我, 块, 狮子, 猎豹啥都没看到"
187,M42****731,2016/8/25,"三个人去的, 就为进去走走, 就门票加车费啥的花了一千多, 逛了不到四小时就走了, 天气太热了, 乱腾腾的, 我都中暑了, 驾车区挺小的, 比大连和北京的都差, 动物跟在笼子里差别也不大, 步行区那边看老虎时, 孩子都哭了, 老虎瘦的皮包骨头, 太可怜了, 被人引着去爬树抢鸡腿, 有一只最瘦的, 貌似也没啥体力去抢的样子, 这么大景区这么多人, 养不肥老虎, 每天单停车费就不老少了吧, 别的动物看着还好, 考拉貌似最幸福吧, 其实我们也就看了考拉和老虎长颈鹿大象就走了, 太热了啊, 工作人员还挺热情的, 愿意跟人聊天"
188,M22****1009,2017/6/12,"还不错, 小孩比较喜欢, 很精彩的表演"
189,M20****684,2017/6/18,好好好好好好好好好好好好好好好
190,琪格格,2017/3/13,"还可以, 带孩子去不错, 吃喝有点贵"
191,_CFT01****1630028,2016/8/11,"看过很多攻略, 一进去就拿了景区地图, 但有些事耽搁没有注意时间看动物表演有些可惜, 感觉人跟动物的距离好近, 里面可以喂长颈鹿和大象, 但一根小树枝, 块长颈鹿两口就吃完了有点坑的感觉, 景区里大部分都是小朋友, 里面的东西有点贵, 一份饭, 块, 一瓶水, 块, 其实检查也不是很严格, 看到有人带果进去"
192,ox****110,2016/10/12,"也就是个动物园, 野味不足, 猛兽区都离的好远, 看不到几只能动的, 坐的小火车, 坐我边上的导游好几次睡着了要靠到我身上, 还有侏罗纪的什么区域, 全是假的, 弄那个区域要我们看什么"
193,M36****990,2016/8/5,"旅游区的东西太贵了, 其它都不错, 表演也很精彩"
194,M13****401,2016/2/11,"交通有些乱, 特别是门口的士漫天要价, 这种行为简直是土匪, 动物种类不错, 可是存在花钱投喂的不文明商业模式, 无言"
195,Berrylu,2016/8/27,"现实是残酷的, 想象是美好的, 看了, 爸爸, 来的长隆, 结果想看的都没看见, 失望啊, 门口的出租车更是吓人, 给我钱也不想再去了"
196,hellen520,2016/8/31,"剧场表演还不错, 蛮喜欢的, 呵呵"
197,Jiao印,2016/11/4,"过年的时候人太多了, 实实在在的接踵摩肩, 应该控制一下人数, 另外, 出门的时候走了, 个多小时也打不到车, 痛苦的经历啊"
198,M42****816,2016/10/7,"我很期待地去动物园, 可是太失望了, 只有门票太贵了, 别的环境和服务太差, 还有表演也不太好"
199,天蓝的我,2015/5/31,"和六毛还是蛮可爱的, 也算是这次旅行的唯一安慰的地方"
200,139****1359,2016/7/5,"大象区域味道很大, 游乐园有一部分游乐设施没开, 天气热, 动物无精打采的, 门口指挥交通的保安态度极差"
201,hehele,2015/10/4,"月, 号去的, 光堵车都堵了一个多小时, 不知道从什么时候不让带吃的进去了, 里面卖的饭又超级贵, 一个牛肉丸面, 排骨饭, 感觉就是要宰的你去一次再也不去第二次了一样, 坐小火车的时候恰好开始暴雨, 也不暂停一下再开车, 全淋湿了, 总之感觉太宰人了"
202,205****572,2016/2/11,"我们是大年初三去的, 票价涨价也就算了, 人山人海也就算了, 但运营水平真心不高, 相比去过的新加坡动物园, 真是差了十万八千里, 首先, 免费的小火车时间非常短, 看到的动物很有限, 而且几乎没有停下来, 而且有一条自驾的平行路线, 结果视线完全被遮住, 讲解员也是敷衍了事, 步行区的侏罗纪, 恐龙不能再假, 毫无感觉, 其他的熊猫, 考拉等区域, 设计很落后, 就是机械地隔着玻璃, 交钱才能拍照, 纪念品也没有特殊, 基本为淘宝货, 路线设计也不太合理, 没有捷径, 总体评价是, 硬件不错, 软件捉急"
203,Jiao印,2016/2/10,"节假日一定不要去, 一定不要去, 一定不要去, 重要的说三遍, 景区坐小火车排队一个半小时, 走路不分大小接踵摩肩, 鞋被踩掉了一百回, 饭是极难吃, 贵要死, 一个米饭白菜鸡柳, 门票贵的要死, 还不限制人流, 最可悲的就是走的时候打不上车, 坐不上巴士, 腿着腿着, 一万米啊一万米"
204,apple_xcn,2016/2/4,"为什么性价比低, 因为我是打飞的去的, 没有宣传那么好, 跟着小火车完全是走马观花看, 记得小火车一定坐右边, 不然什么都看不到的, 动物差不多都在右手边, 其他没什么好看的, 和上海野生动物园没什么大的区别, 感觉动物还少了点, 就一个考拉好看看, 和考拉拍照, 不能触碰不能摸是, 元一张, 喂长颈鹿一根小树枝, 元, 喂大象, 元, 小动物区和儿童游乐园, 恐龙区直届放弃吧"
205,M11****444,2015/10/9,"儿童乐园不让, 的孩子玩, 现在的孩子有些都长得高, 如果说是怕对设施有影响, 能理解, 但又为了安全让大人陪儿童一起, 说明对设施无影响, 而且人又不多, 宁愿空着都不让孩子坐, 太片面, 太不人性了"
206,YCZ****019,2015/2/24,"初四去的, 人山人海, 景区不堪重负, 管理混乱各种配套设施跟不上, 很失望"
207,M25****861,2015/10/3,"觉得对不住野生动物园这五个字, 里面消费太高, 没一百块钱吃不饱, 没看到三胞胎熊猫, 表示去过一次绝对不想再去一次, 动物也不多, 可能期望太高了, 有孩子的还不如去儿童乐园实在"
208,_M15****0098,2016/12/1,"一般, 动物园都是如此吧"
209,288****214,2015/4/16,"长隆很会打广告, 这几年很火, 所以特意带着一家老小去看动物, 人很多, 清明小长假, 人很多, 看人去了, 然后景区利用一切能挣钱的机会挣钱, 票价涨, 开车进去也涨, 不让带食物, 里面的餐厅又贵有难吃, 绝对比高铁的套餐难吃多了, 以后不会再去了"
210,cherry-3198,2015/4/14,"带小孩去逛逛, 没什么特色, 吃的东西比外面贵好几倍不说, 还难吃, 而且整个动物园里的餐饮都是垄断的, 从头到尾卖来卖去就那些东西, 看看动物就可以了, 其它不推荐"
211,_CFT01****4613504,2016/2/15,"动物不是很多, 购物点实在太多了, 而且什么都要钱, 又价格, 的贵, 园内居然连开水都不给供应, 真是郁闷"
212,圣玛利亚加勒里亚拓跋嗣,2015/10/27,"性价比不算高, 小火车看动物那个位置还可以, 园区内餐饮实在太差"
213,m30****47,2016/7/25,"这里的管理很严格, 不能带东西进去吃, 其实是想让你一定要在这里面吃, 而且动物品种也不多"
214,_zfb20****8283884,2013/10/8,"高速上堵车, 门票无法正常使用不能退款, 希望携程今后可以人性化考虑有改进的空间"
215,艳耀万宇,2015/9/21,"好玩, 下次再去, 门票很贵, 也值的去的"
216,d12****42,2015/2/23,"很差, 不建议去非常后悔, 特别节日, 东西一个字贵"
217,mumuhao168,2015/10/3,"人太多, 而且里面的员工太不人性化, 商业氛围太浓, 只知道捞钱, 头一次给差评"
218,-用心良苦-,2015/9/19,"自驾车进园在节假日的时候完全就是坑爹, 接待不了那么多自驾车就不应该放"
219,M34****708,2016/10/12,"还是蛮大的, 小火车全程都不到, 分钟, 全程看不到太多, 很快速度开过去, 时间赶, 一天游不完, 又会错过很多"
220,189****0028,2015/4/20,"其实还不如上海的动物园好, 根本没机会和动物接触, 只是宣传的到位吧"
221,205****903,2015/3/26,"一般真的是一般般, 没有一点特别见识了什么叫走马观花, 希望你可以变得好一般真的是一般般, 没有一点特别见识了什么叫走马观花, 希望你可以变得好一点"
222,M18****957,2015/9/29,"值得去, 又点被骗的感觉, 门票一百多, 里面的单项目又得收费"
223,李林峰,2016/1/6,"还可以吧, 动物有很多, 值得去玩一玩, 太大了, 做好防晒"
224,_CFT01****3509068,2015/8/19,"人多死了, 走都走不动, 水, 元, 甜筒, 快餐"
225,大郑,2015/6/25,"只有长颈鹿一项可以, 不值票价, 马戏团表演还马马迪"
226,神弓射日,2015/12/18,"人比动物多, 排队排死人, 如果去必须避开节假日"
227,320****161,2014/12/21,"景区里面的餐饮费较贵, 没开水供应, 停车费较高"
228,Yinli10,2014/8/11,"我是在澳洲去了两次动物园了, 那才是叫动物园吧, 中国的, 即使动物再多, 都是没什么体验感的, 人多不说, 又热又晒, 还不如在家里睡觉"
229,xian****886,2015/10/21,"第二次去了, 去次就后悔一次, 不符合这个价格"
230,畅行天下美景,2015/12/4,"不值得去, 尤其是深圳朋友, 不如深圳动物园"
231,186****8100,2016/2/8,"还行吧, 大家去看看吧, 我要好好休息一下"
232,M26****101,2015/10/16,"景色很好, 玩的地方很丰富, 不错的旅游地方"
233,wxlandzjm,2016/2/10,"春节不能去, 人实在是太多了, 人推人"
234,Shirley-Qin,2014/9/18,"相对于规模来说, 价格略贵, 占地面积不大, 没太大特色, 主推, 爸爸去哪儿, 节目拍摄地也只能坐在小火车上远远观望"
235,Shirley-Qin,2014/9/18,"相对于规模来说, 价格略贵, 占地面积不大, 没太大特色, 主推, 爸爸去哪儿, 节目拍摄地也只能坐在小火车上远远观望"
236,Shirley-Qin,2014/9/18,"相对于规模来说, 价格略贵, 占地面积不大, 没太大特色, 主推, 爸爸去哪儿, 节目拍摄地也只能坐在小火车上远远观望"
237,Shirley-Qin,2014/9/18,"相对于规模来说, 价格略贵, 占地面积不大, 没太大特色, 主推, 爸爸去哪儿, 节目拍摄地也只能坐在小火车上远远观望"
238,D43****18,2016/7/25,"春节出游, 挤死人了, 而且动物还没有重庆动物园的多, 建议有出行计划的同志们, 一定要避开黄金周的高峰时期"
239,Yinli10,2014/8/11,"动物有什么好看的呀, 好无聊啊, 真不懂我妹妹为什么非要来"
240,205****132,2014/2/6,"歺饮特别差, 设施明显不足, 品种非常少, 没以前好"
241,M45****330,2019/11/18,"这个熊猫套餐算亮点吗, 整个游玩都很好, 就是这个无美观可言的熊猫套餐简直了, 我个人觉得, 可以贵可以不好吃, 但是不可以没法看, 多尴尬的熊猫微笑呀"
242,_WeCh****51669,2019/12/10,"春节去人太多太多, 性价比太低太低, 完全没有体验感, 一路看人, 看不见动物, 表演体验感也太差太差, 一点也不建议, 喂长劲鹿一根树枝, 元, 你还不如直接来抢我的钱, 坐缆车拖起娃儿排队一个小时, 只有在缆车上的时候觉得风景不错, 总之, 推荐淡季来玩, 节假日千万不要考虑了"
243,136****2172,2020/1/15,"提前一天买的家庭套票, 结果当天开卖的家庭套票比我提前买的便宜不少, 买的票带小火车和缆车, 进入之后发展根本没有区别, 就是说你的票即使不带小火车和缆车也能上, 三个人白白多花二百多块, 亏大了"
244,小兔乖乖0216,2020/1/11,"完全是宣传得好, 大城市的游客没必要去, 没有什么太好的动物, 门口检票像对待二等公民一样, 里面坐小火车很乏味, 缆车更是无聊, 一个营利性的动物园, 服务这么不好, 弄很多虚的, 卖这么贵的票, 上海动物园, 块钱一张门票, 里面动物珍贵很多, 野生动物园可以近距离接触老虎, 至于澳洲动物, 袋鼠之类本身都是很常见, 当然可能我们本来就是悉尼回来的, 觉得真是太无聊了, 模式, 澳洲和迪斯尼, 票价高, 没什么真材实料, 还是上海动物园这种非营利性, 政府资助的要好很多"
245,205****199,2019/12/8,"商业氛围非常浓, 每个小景点都是买礼品和吃饭的, 而且价格很高, 检票的有几个女的服务特别恶劣, 以下的免费, 在那里左量右量的说超过了让补票, 居然把孩子关在门口的一个不锈钢的小格子里, 我们说先让孩子进来再补票还不行, 有个傻叉女孩还拦住门, 进不让进出不让出的, 搞的示众一样, 花了, 块买这气受, 退还不让退, 骗钱, 垃圾"
246,M59****248,2019/11/8,"运作极其的商业化, 小朋友, 米以上收费, 工作人员按着小盆友反复比划, 不给你量出个, 米身高很不甘心是的, 鄙视, 让人玩的心情都没了"
247,蓝色香烟,2020/1/25,"动物本身很不错, 但游园体验太差, 每个馆出去都是商店, 必须经过走, 商业化太厉害太厉害, 为了让大家都去商店所有都是单行道, 这样来回绕路耽误时间, 玩具卖的死贵死贵, 园区卖水卖吃的摊子还不收现金只能网络支付或者去一个固定窗口换小票, 人民币法定货币, 园区不知道不收现金是违法的吗"
248,蓝色香烟,2020/1/25,"动物本身很不错, 但游园体验太差, 每个馆出去都是商店, 必须经过走, 商业化太厉害太厉害, 为了让大家都去商店所有都是单行道, 这样来回绕路耽误时间, 玩具卖的死贵死贵, 园区卖水卖吃的摊子还不收现金只能网络支付或者去一个固定窗口换小票, 再用小票去摊子换东西, 走好远, 人民币法定货币, 园区不知道不收现金是违法的吗"
249,_WeCh****55595,2020/1/22,"长隆野生动物园简直了, 早上九点就到了动物园门口, 取票排了半小时, 完全没有工作人员引导, 我的取票码取不出来票, 好不容易找到了一个工作人员, 态度非常不友好, 又排了超过半小时的队到了安检, 特别提一下, 在排队到安检的过程中各条队伍之间没有任何设施将人流拦起来引流, 这样很容易发生踩踏事件的, 排队安检时也没有工作人员引导, 是动物园不清楚会有这么多人来吗, 感觉完全被动, 之后又验票, 全程也是人多, 一样有安全隐患, 整个就是乱糟糟, 没有人管理, 体验太差了, 等入园都已经十一点半了, 中午就餐时在熊猫旁边的亚洲区工作人员也是态度超级差, 就没有体验过这么差的餐厅服务, 点了一个香菇排骨套餐, 一份清汤牛肉面, 一份东北棒骨套餐, 结果拿餐时傻眼了, 我一个人需要排三次队, 分别在三个不同的窗口取餐, 试问乐园能不能在一个窗口配好餐呢, 你让我两只手端着餐食, 再排另一份餐吗, 真是没见过这样的服务和安排, 方便了自己苦了顾客, 一般我不轻易发差评, 但长隆野生动物园是我第一个发的, 园里的管理人员请你们不能光做广告, 不考虑顾客的体验, 可以说, 我再也不会再来长隆野生动物园了"
250,M57****593,2020/1/20,"我非常不满意, 九点半到北门, 结果成人票刷不出来, 等啊等啊, 和后台确认来确认去, 一晃十一点了, 实在等不住了, 重新买了票, 结果入园的队伍也排到千米之外了, 这当中失去的是什么, 各位有宝宝的家长自己体会, 我不可能来承担这笔额外的费用, 携程请主动与我联系进行沟通"
251,M57****593,2020/1/20,"携程会员那么多年了, 这是我第一次发飙, 爸爸带女儿, 点离开去园区, 现在十一点了还没有顺利进园, 因为之前的入园凭证码错误, 电话沟通了数次, 每次都是正在为您跟进, 结果却是等待了将近一个半小时, 人都急躁了还没有顺利入园, 我不要这种因为字数够就要给我的积分, 过年临近, 这样的糟心事还会很多呢"
252,M49****981,2020/1/18,"动物里园里的动物不是很多, 优点动物园树多动物没关在笼子里, 而且千万别网上订票, 一是省不了多少钱, 二是当场买票也不需要排队, 三是定上订票之后, 他给你需要扫码输验证码, 还有输手机号, 他订的票出的手机号都不是本人的手机号, 是输了一个乱七八糟的号, 然后需要两个手机同时操作, 当场的服务人员也不给你指导, 气死你, 我当时办了入园, 共办了两个小时"
253,M49****981,2020/1/18,"动物里园里的动物不是很多, 优点动物园树多动物没关在笼子里, 而且千万别网上订票, 一是省不了多少钱, 二是当场买票也不需要排队, 三是定上订票之后, 他给你需要扫码输验证码, 还有输手机号, 他订的票出的手机号都不是本人的手机号, 是输了一个乱七八糟的号, 然后需要两个手机同时操作, 当场的服务人员也不给你指导, 气死你, 我当时办了入园, 共办了两个小时"
254,M37****6696,2020/1/7,"携程有毛病吧, 到广州来就是为了来动物园, 本来到园的时间就晚了, 取票要手机号码后四位和一个验证码, 在园口怎么也愣是取不了票, 问在线客服, 磨磨唧唧的, 说不利索, 打电话问了才知道, 要输入的手机号码不是自己的手机号码, 而是随机一个虚拟的号码, 脑子进屎了吧, 这么设计"
255,_WeCh****827861,2019/11/3,"动物园非常的好玩, 适合带孩子玩, 绿化覆盖率很大, 动物非常的多, 唯一不开心的是现在买票, 元为什么这个平台的票价是, 而且小火车, 缆车只要有票都是免费玩的, 平时周六日现场买票都没人排队, 反而是取票的人多一点"
256,M59****835,2020/1/20,"长隆野生动物世界挺好的不过园区管理真的很烂, 没有设置排队栅栏, 就看谁挤得凶, 给他们反馈, 还嚣张的说欢迎投诉, 来了一次再也不想来第二次"
257,M22****3465,2020/1/15,"我们在珠海, 这个在广州, 开始没看清楚, 定错了, 还不能退, 差评"
258,205****199,2019/12/9,"动物园, 商店, 检票口服务特别差, 影响游玩心情"
259,Jill-Ji,2020/3/3,没找到怎么用
260,203****650,2019/12/11,"不建议去暑假带小孩去游玩, 看了电视广告去, 由于交通环境很差, 进去很不方便, 同时, 许多园区关闭, 根本没办法正常游玩, 所以不值得推荐"
261,320****653,2019/12/30,"带娃娃参观, 景区内没什么特别好说的, 就一个字贵, 里面什么都贵, 真叫中国景区的鲜明特点, 参观后没有特别的映像, 无任何性价比可言"
262,320****653,2019/12/30,"带娃娃参观, 景区内没什么特别好说的, 就一个字贵, 里面什么都贵, 真叫中国景区的鲜明特点, 参观后没有特别的映像, 无任何性价比可言"
263,M51****039,2019/11/15,"差评, 长隆的我用了, 月, 号去北京八达岭长城订的票, 由于一些客观原因没用, 申请了退钱, 到现在还显示取消中, 没退钱给我, 差评"
264,_WeCh****970100,2020/1/24,"本身是下午, 点, 分闭园, 结果是, 点闭园了, 没逛完, 一定按比例退费啊, 差评差评, 走了四五千公里, 结果全没了"
265,M25****032,2019/11/19,"一切都是一般般, 除了有动物外, 其他的都是自理, 就好像什么来着, 上山看风景, 可气的是看看风景该咋乱收费"
266,M29****2614,2020/1/25,"传说中的五百多种动物也没看到, 下午, 点就催客人离园, 感觉被忽悠了"
267,M51****039,2019/11/15,"差评, 我去八达岭的票没用, 都没退我, 三百多块呢"
268,M22****1150,2020/1/21,"根本就不是五星的标准, 那么冷还没有热风, 现场管理混乱"
269,大渝洞毅毅猪,2020/1/26,"去都没去还不准退票, 长隆为了钱脸都不要了"
270,大渝洞毅毅猪,2020/1/26,"去都没去还不准退票, 长隆为了钱脸都不要了"
271,M55****235,2020/1/20,"管理太差, 秩序乱, 服务有待提升"
272,青豆子331,2020/1/23,"居然不允许退票, 太黑了"
273,M55****235,2020/1/20,"管理太差, 乱七八糟"
274,M52****093,2020/1/20,"谨慎购买, 不能退"
275,M52****093,2020/1/20,"谨慎购买, 不能退"
276,Joker_叶,2019/12/23,"很小, 没什么看头"
277,_WeCh****46415,2019/11/26,"科普, 好玩, 不错"
278,_WeCh****800649,2019/12/10,不值这个钱
279,186****8888,2020/1/9,取票太麻烦
280,203****650,2019/12/11,不值得去
281,113****930,2019/8/5,"反正我觉得不好玩, 是真的不好玩, 坑人的地方, 景色, 晕, 趣味, 没, 性价比, 最最最坑人, 去过后悔, 不去聪明, 服务差, 坑人要钱理由没得说"
282,sallyhe1897,2019/10/2,"各方面极差, 要来的人, 考虑好了, 除了消费上涨, 倍之外, 各种歧视, 投诉无门, 楠"
