,昵称,时间,评论
145,M34****2909,2019/7/25,"音乐节就是土嗨节, 完全是某手的味道, 音乐震耳欲聋, 游玩措施不够惊险, 玩一圈完全脸不红心不跳, 真是太失望, 祝早日倒闭"
146,乡下人家,2019/10/15,"体验感不好, 好多项目还要收费, 里面的餐厅贵就不用说了, 关键服务态度很不好, 推荐深圳欢乐谷水上乐园一票通玩"
147,乡下人家,2019/10/15,"玩好多项目都要收费, 不合理, 园内餐厅服务态度很不好, 建议去深圳欢乐谷的水上乐园, 真正一票通玩"
148,M45****329,2019/10/23,"真心一分都不想给, 缺斤短两的产品, 不知道广大消费者有没有和我遇到的问题一样, 有的话大家可以拉个群, 一起投诉这个问题, 号买了两张长隆水上乐园的票, 号去, 刚好星期一, 估计人少, 很多项目都不开, 可是在购买票的时候并没有告知, 如果因为人少, 就停掉项目, 如果说是维修项目, 之类的这个是可以理解的, 请问大家, 如果因为人少就停掉项目, 请问你们还会买票进去玩, 相信知道的都不会买吧, 节假日人多就不说了, 基本很多都玩不到的, 现在好了吧, 人少既然不开, 真心无语, 大老远从其它地方过来, 就为了去个长隆水上乐园, 结果是这样的, 整个行程都是那么的不愉快, 点左右进园, 进去工作人员聊天说的, 人少很多项目都不开, 听到都来气, 请问买这个票有什么用, 一个小时左右就离开了园区, 后面立马打携程网投诉, 投诉也没用, 人家园区有园区的规定, 请问这个是什么规定, 人少就要停掉其它项目, 请问这个是什么规定, 缺斤短两的产品, 恶不恶心, 作为消费者权益在哪里"
149,D18****163,2019/10/4,"门票在携程买简直坑爹, 实地, 网上一百多, 还限制时间入不了园, 以后出来旅游的小伙伴可要看清网上购票"
150,M32****673,2019/8/15,"垃圾的狠, 查看包包, 翻乱我的衣服, 存储衣物的地方跟你换衣服的地方有, 米, 设备老旧, 不值得, 卖的水和食物贵就算了, 关键是水不干净, 回来全身痒"
151,_WeCh****954657,2019/9/28,"漂流那里租船那个三四十岁的女服务员态度差极了, 话都没说完直接上来, 还很凶的态度, 插嘴插的这么厉害, 你上级怎么教你说话的, 没拍下你名字, 下次见到你点名道姓批评你, 这种人这么能在这里上班的, 直接开除算了, 没礼貌, 影响我一天玩的心情"
152,M96****64,2019/8/15,"番禺周边环境特别差, 如果住园内酒店怎一个贵字了得, 如果住周边酒店, 吃饭倒是方便, 但搭车来园区非常糟糕, 近的路都给堵着, 步行, 分钟可到, 搭车居然不止, 多分钟, 社会车辆入园, 分钟必收费, 哪里不是, 分钟内免费, 园子大了就开始欺负网约车司机, 人家也不容易嘛"
153,唐纳德的家的管家,2019/8/8,"一张成人票, 进园后一个项目排队, 小时, 从上滑下来, 秒, 感觉就要发疯了, 排队时有老鼠穿去队伍把一群女生吓得半死, 说明卫生不及格, 小孩子的池子水极其脏, 最主要是, 很多个项目要租浮圈, 一个浮圈收, 元, 一个储物柜外加, 元, 所以一共下来, 元一个人, 其他城市的水上乐园进大门后都不再收这种费用, 一个泳圈收, 还不如去抢, 而且又不是买, 只是租, 用完还得还, 拍了一次队就离开了, 再也不来了, 都是骗外地人的, 规模大是真的, 但是人超级超级多, 不建议去这里, 照片都没拍, 全是人没意思拍照"
154,135****4560,2019/8/6,"封路让自驾车的人必须走正门进多绕十几公里, 无故封闭园区入口, 不让游客进出阻扰走遍酒店公寓客栈经营, 严重影响游客游玩体验, 这次出游我选择的是周边公寓, 但我其实想订的是园区内的, 为了游玩体验的美好我愿意多付一千块的房费, 可惜的是我订房的时候已经满客了, 所以才被迫选择了距离较近的公寓, 我相信携程后台也可以查看到我昨天的浏览记录, 可惜园区对不在园内订房的游客太不友好了, 没车能走, 走路也封路要游客步行绕路, 开车也要绕园一圈多走, 公里才能出去, 明明可以做点什么方便游客, 永远不会再来有长隆二字的任何游乐园"
155,M58****462,2019/7/19,"天气雷暴, 非人为原因, 退票还要承担手续费, 长隆服务太死板, 好在有携程客服尽心沟通"
156,_WeCh****586875,2019/10/10,"人超级多, 要租大水圈的, 租金不可以退, 个的是, 三人的是, 贵"
157,M25****937,2019/9/28,"景点是, 也能带小童, 差的无语了, 这次旅行结束坚决不用携程"
158,M87****93,2019/8/23,"写的可免费携带, 米以下儿童, 我买了, 张成人票, 小孩一米两个, 不让进, 最后补了两张票, 骗子"
159,M30****4605,2019/6/15,"不好玩, 贵的要死, 进来还要排队, 里面一瓶水"
160,M22****2637,2019/7/13,"有女士票, 不明显, 一不小心就订到了两张成人票"
161,m59****68,2019/9/14,"特价时人实在太多, 所有玩的项目都要排队, 分钟以上, 体验非常差, 没有控制人流, 而且现在从长隆地铁站取消了穿梭巴士, 要走路, 分钟才能到, 非常不方便, 不会再去了"
162,M34****5266,2019/7/25,"首先, 很多项目要排队, 排队半小时, 游玩半分钟, 里面有一个音乐节, 我只能说太糟糕了, 音乐十分土嗨, 主持人令人十分尴尬, 太不满意了, 毫无体验感, 还不如隔壁的欢乐世界, 建议右转欢乐世界, 高消费的什么就不说了, 每个地方都一样, 地方太小, 可玩项目不仅少, 还要排队, 祝长隆水上乐园早日倒闭"
163,M33****7611,2019/8/15,不好玩太累了又热水又脏不太喜欢
164,135****4560,2019/8/6,"对于游客离场一点也不友好, 十分差的一次旅游体验, 离场过程, 出了园区门口就再也不是游客, 园区门口的出租车说番禺是没有打表的出租车的, 漫天要价, 我的路程只有, 公里, 要, 好, 我理解出租车的套路, 公里我走路, 导航显示距离我住的地方只有, 现实情况是, 我已经看到我住的那栋楼了就在被长隆封掉的北门外面, 接着看门的保安室要刷卡才能出, 游客要绕路走而且没正常道路, 要不就坐漫天要价的出租车绕路, 公里, 我当时抱着一个已经累坏睡了的, 岁宝宝, 还牵着一个, 岁孩子, 让保安开个门通融一下, 得到的答复就是, 你不要为难我, 这个封路也不是我决定的, 因为治安太差了, 所以封路只放员工通行, 听完我心中十万只草尼马在奔腾, 我带着两个累坏的孩子是贼, 是需要通知公安过来才能放行吗"
165,288****813,2018/8/23,"超级差评, 人多排队是应该的, 竞然还可以花钱买优先玩, 不用排队, 到了晚上差不多六点闪电响雷大暴雨, 在租浮圈那里的工作人员不让我们进去避雨, 他们在里面看着我们, 当时那里还有两个五六岁的小孩"
166,M25****4712,2019/9/4,"乱收费完全无节制, 首先景区景点指示混乱, 入口乱糟糟还拿个掍子见包就打开乱搅一通, 票不准退真不想进去"
167,M96****64,2019/8/15,"番禺周边环境特别差, 如果住园内酒店怎一个贵字了得, 如果住周边酒店, 吃饭倒是方便, 但搭车来园区非常糟糕, 近的路都给堵着, 步行, 分钟可到, 搭车居然不止, 多分钟, 社会车辆入园, 分钟必收费, 哪里不是, 分钟内免费, 园子大了就开始欺负网约车司机, 人家也不容易嘛"
168,M33****7685,2019/7/13,"其实好玩的也不是很多, 有的体验感极差无比, 新意挺少的, 水上表演和那个什么乐队, 我感觉真的太草率太敷衍了, 完全没有感染到我, 我觉得尬死了, 水不是很干净, 有很多青苔漂浮物我的天, 里面消费太贵了没有人均, 都吃不饱, 还不包含喝的, 又不能自己带东西进去吃, 个人理解为强行消费, 还有一个那个所谓的沙滩, 里面昆虫很大的马蜂极多无比, 真的又害怕又更害怕, 个人建议不要去, 要是你钱多没地方话我觉得还是去捐了好, 下次不回来了"
169,_WeCh****800449,2019/6/25,"回来发现项链不见了, 放在手机套内, 全程没有拿出来, 是换好衣服在休息厅等朋友的时候拿出来的, 结果回来发现项链不见了, 第二天过去找, 被告知不可以进去找, 因为没有票, 需要买票才可以进去, 我知道掉的位置, 要求工作人员带我进去找, 最多五分钟的事情, 都不可以, 太不通情达理了"
170,_WeCh****146322,2019/6/10,"在携程上买了两张票, 到长隆售票处排队在自动出票机出票, 一张能出, 一张提示为无效验证码, 打电话重新发送出票信息, 再次发送还是无效验证码, 售票处人山人海, 天气也很热, 带着小孩就这样不断的重新排队输入号码又提示无效, 最后打电话到人工客服, 说查找原因, 找了半天回复说找不到原因, 继续跟进, 我问什么时候能找到原因, 我不可能一直在那里等着, 客服还是答复说不确定, 会尽快跟进, 我就这样在售票处抱着孩子打了三次电话, 最后才协商退票, 我们在人工窗口重新买票, 真是浪费时间, 差评"
171,M30****6724,2019/6/24,"以后都不会来长隆了, 下大雨都没停过, 也不给改日期, 差评, 差评, 本来带两个孩子去玩的, 现在是浪费钱了"
172,M23****7198,2019/7/27,"珠海长隆, 广州长隆动物园, 广州欢乐园服务态度都挺好, 水上乐园的个别服务员态度不好, 尤其是是用草绳编织的天梯的救生员服务态度极差, 去服务台投诉, 至今也没给个答复, 我们去那么远地方, 花那么多钱去消费, 望贵水上乐园的管理人员多加培训一下个别员工的素质, 拿老板发的工资, 就要提老板做好服务工作, 相互的"
173,相马郡法庆,2019/7/24,"很多, 项目大人不能玩, 要求体重小于, 而且宰客严重, 不能带吃的, 有个大木桶泼水的滑滑梯, 个方向, 小孩极容易弄丢, 消失了, 分钟, 还好今天小孩手臂套了个显眼黄色上游泳套, 工作人员没广播与对讲机"
174,147****0596,2019/9/2,"去到酒店房間拿迟了所以第二天去水上乐园还让補, 元手续费太不尽人情"
175,小肥一个人,2019/9/16,"退票亏大发了, 都大数据时代了竟然还有这么不公平的退票条件, 醉"
176,vic_yong,2019/10/2,"基本玩不了, 限制太多, 大人小孩都没的玩"
177,_CFT0****0948,2019/7/7,"人巨多, 基本上玩不了什么全是人, 就像是去看人一样"
178,320****102,2019/10/2,"人太多了, 管理跟不上, 要加强服务意识才行"
179,十一她,2019/4/30,"买票之前, 哪里写到五点之前可购, 四点多我就赶紧买了门票, 但是没有看到下面说七点停园, 五点前取票, 如果是这样的话, 到了那个时间, 你就不应该让我们这些消费的去买, 买了又玩不了, 而且打电话给客服, 让他们解决问题, 等了十多分钟, 回电话就给我一句不好意思, 很抱歉, 票也不给退, 不给退我能理解, 那平台给我改成明天也行吧, 改也不给改, 那打电话给你们有什么用, 问题解决了吗, 还说私下补五十块钱, 我买了四张票, 一人等于补, 块钱左右, 我没要, 这是打发乞丐吗, 以后都不用这个平台了"
180,浪荡的猴子,2018/8/19,"已经找消协投诉, 购票第一则, 有不可抗因素, 可以申请改签, 但我们预订当天下了大暴雨, 晚上六七点被雨打湿都冷, 你让我们消费者去泡水里吗, 电话联系改签, 咨询人员只有一句话, 我们经理说不能退改了, 你们经理真是棒, 网上购票没有一点保障, 要你们这些平台又有何用, 完全破坏了旅游的心情, 还要给你好评吗"
181,风雪,2019/8/28,"以下的孩子基本没什么可玩的, 服务也超差, 全程烈日爆晒, 都晒脱皮了"
182,M27****8395,2019/7/12,"很坑, 租水浮给我们发的是纸手环, 纸手环掉了押金, 元就没得退, 像这种场景, 明摆着就要吃掉你的压金, 一下水就掉了"
183,_WeCh****446867,2019/6/30,"人特多, 遇到雷阵雨, 刚买的, 只玩了一个项目, 里面没什么玩的, 矿泉水十元一瓶, 吃饭花了好几百什么都没玩到, 以后不会再来了"
184,织金于禁,2019/7/13,"水上乐园门口的出租车司机都是特别贱的, 大家不要去乘坐"
185,M25****0851,2019/8/6,"感觉被坑, 食物不准带进去, 而且里面的东西死贵, 以后永远不会再来了, 垃圾"
186,M33****5345,2019/6/23,"太不人性化了, 不值得去, 慎订票"
187,_WeCh****446867,2019/6/30,"人特多, 遇到雷阵雨, 刚买的, 只玩了一个项目, 里面没什么玩的, 矿泉水十元一瓶, 吃饭花了好几百什么都没玩到, 以后不会再来了"
188,M27****9518,2019/9/29,"门口的保安很拽, 想打人似的, 不知道还以为欠他钱一样, 还很凶, 我感觉就是去被他们恐吓的, 服务态度很差, 以为带着一身装备就是, 一样, 我是来消费, 来开心的, 不是来被人打的, 当时跟我朋友两个人都吓死坏了, 反正下次不回去了, 非常差的娱乐体验"
189,M23****5876,2019/7/29,"定了一大一小, 和一个大人票, 全支付后, 一大一小没票了给退钱了, 大人票有还不能退了, 你让我玩不玩呢"
190,kico,2019/6/25,"着急买票, 没看清楚细则, 花了冤枉钱, 哎, 出门不利, 人太多太多太多太多太多太多太多太多太多太多太多了"
191,M33****1071,2019/6/22,"排队半个钟, 体验, 分钟, 只有人挤人, 项目还少, 第一次来, 体验极差"
192,阿木木君,2019/7/28,"感觉里面的东西很贵, 在里面停车场停车一个小时五十块钱, 块钱封顶, 还不如去珠海长隆玩"
193,m33****9308,2019/7/18,"不好玩, 很多项目还要加钱才能玩, 玩一个项目排队都, 个小时, 吃的东西又贵又难吃"
194,135****5705,2019/8/25,"在外面站了一个小时, 说是可以带个小孩, 实际上不能带, 还要补票, 检票员态度恶劣"
195,135****5705,2019/8/25,"开始介绍可以带一个, 以下的小孩, 又说要明天才可以, 检票员态度恶劣"
196,田亚楠,2019/6/26,"现在水上乐园儿童免费, 你们还在卖儿童票, 出了票还不能退, 太不厚道了"
197,M34****0296,2019/7/25,"排队很久, 项目不刺激, 辣鸡项目买东西巨贵"
198,186****9259,2019/7/14,"请尽快帮我处理好退款事宜, 我已经被这件事严重影响心情了, 谢谢"
199,M25****7740,2019/7/14,"来晚了, 大老远过来, 连拍照都不让, 多全部打水漂"
200,M35****992,2019/6/7,"因为没带泳衣没办法玩任何设施, 园内泳衣贵的要死"
201,_WeCh****840464,2019/8/10,"辣鸡携程, 差评"
202,kico,2019/6/25,"人太多, 水太脏, 饮食太贵, 不会再去了"
203,M46****253,2019/6/17,"管理太乱, 引导不清, 水太凉, 加油"
204,M32****1121,2019/6/15,"回来后肩膀疼, 起红点, 一星期后脱皮"
205,110****788,2019/8/29,误导消费者
206,Andy chentw,2019/8/8,非常差限制身高體重很多不能玩
207,_WeCh****278009,2019/5/5,"天气原因, 当天一直下大雨, 没办法去, 不可以退订我可以理解, 居然还不能改期, 花几百买教训, 以后再也不在携程下任何订单了"
208,xinxin8183,2018/8/8,"可能是暑假, 人太多了, 给人感觉乱糟糟的, 买了门票那么贵, 租柜子玩项目还要另外收费, 收的价格还不少, 我们坐了两次漂流, 带孩子玩了下小滑梯就出来了, 人也晒伤了, 泡水里出来感觉不到太阳好厉害, 去的人要注意防晒"
209,容颜的爱,2019/5/31,"真垃圾, 门票也贵, 玩个项目排队一个小时, 服务态度也不是很好哟"
210,_U2****8728,2019/5/24,"飞机延误, 到那边晚点, 票不能退, 体验差"
211,M34****874,2018/8/27,"由于打雷下雨景区不能玩, 联系携程说情况属实核实后可以全款退钱, 现在还没回复我, 希望能圆满解决"
212,M25****1379,2019/4/29,"刚好那天下了一天的雨, 根本去不了, 就一句售出不能退换, 白白浪费了一百多, 非常差的一次体验, 以后再也不会上网订票, 严重差评"
213,婕盈,2018/8/28,"对携程非常失望, 一个妈妈带着几个孩子来水上乐园玩, 但天气不好, 下大雨了, 孩子们跟本没办法玩, 园区一会儿说管制, 很多设施不开放, 我与携程客服沟通几个小时想退票或改日期, 几小时过去了, 回复却是不可退不可换, 而园区下雨也不管, 说我们是在携程上订的让我们去找携程, 如果是在园区买的, 他们可以换, 但携程不退也不换, 携程客服回复, 只要园区开放就不可以退, 园区要赚这不合理的钱, 携程也要赚这不合理的钱, 难道这些人都没有家人吗, 这几百块钱真的这么重要吗, 而且是不合理的, 这么大的雨还让人去, 这是良心钱吗"
214,埃德尼乔斯林,2018/8/16,"因为到了那里开始下大雨, 退票扣了百分之二十, 太不合理, 因为天气因素又不是我们无故退票, 凭什么扣那么多手续费, 希望可以改进"
215,_WeCh****776728,2018/8/5,"可以这样说, 无下次, 门票超贵, 茶水拖鞋毛巾沐浴露洗头水全部都无提供, 储物柜收, 元, 停车费收, 元, 一个炒饭, 元, 一杯小柠乐, 元, 小孩超, 米就要买票, 下次绝对不会来, 池水很大消毒水的味道, 总之差到离谱"
216,M28****5695,2019/4/20,"下怎么大雨这里还开门, 让人真的遭罪, 下雨就不要开门, 还花了, 块"
217,很想飞的猪,2018/9/11,"大数据杀熟, 我在省站公众号看到才, 双人"
218,_WeCh****755499,2018/8/4,"感觉真的不怎么样, 回来身上好痒不舒服"
219,M27****4188,2018/9/3,"很糟糕的体验, 文字诱骗式营销"
220,Chocolatepq,2017/6/17,"准备卸载携程, 昨天下暴雨, 去到景区取票窗口, 长隆的工作人员劝说最好不要入园, 因为表演取消, 很多水上乐园设施将关闭, 建议联系购买机构进行退票或改签, 旁边美团购票的游客马上联系就说晚上, 点前可以全额退款, 我们打携程客服, 告知如果不闭园就不可以退换, 后来朋友再交涉, 说退要扣, 票价, 换日期要加, 元, 什么狗屁理论, 当时很生气就取票了, 进去就一直下暴雨果然不能玩, 小孩还冻感冒了, 被家人训了一通, 携程的这种危机处理和霸王条款真是令人失望透顶, 而且票价还比其他渠道贵, 这么垃圾的, 果断弃用"
221,_WeCh****937233,2018/7/28,"人多有大型游玩的都是要钱, 东西又贵"
222,_WeCh****890254,2018/9/23,"你好, 米的儿童用买门票吗, 还有, 的门票是多少, 在网上可以买票吗"
223,_WeCh****954020,2018/6/6,"一般般咯, 玩完了连个巴士都没得做, 还等了, 分钟都没得来, 失望了, 太失望了, 比以前差多了, 电音节越做越差"
224,109****317,2018/8/26,"门票, 进门寄存小箱, 大箱, 给小孩买套泳衣, 自己买个泳裤, 这不是休闲娱乐的地方, 这是刀刀见血的地方, 最后祝早日倒闭, 只知道赚钱的乐园"
225,猴子猫猫,2018/4/14,"携程不知道怎么回事, 我们预定成功了, 去到才发现景区闭园, 还不能退款, 这不是坑人吗"
226,_WeCh****932471,2018/6/18,"很生气, 为什么订的还没有一分钟就给我取消订单了"
227,_WeCh****995734,2018/8/22,"垃圾地方, 只进不出, 水上乐园, 最起码的吹风机都没有"
228,M58****516,2018/8/8,"本来心情很好, 去到那里有的项目都还要收费, 这就算了, 关键是里面的水很不干净, 我回来全家都过敏, 无语了"
229,M37****042,2018/6/2,"一般般, 里面消费很贵, 除了门票其他还有很多收钱的地方, 服务人员也很没礼貌, 态度很差, 下次不去了"
230,118****385,2018/5/29,"老板太贪, 租个柜子, 租个气垫, 人家新加坡一分不要"
231,den****huan,2018/10/5,"我们两个大人去玩, 明明可以买一张票, 买一送一, 就行了, 我买了两张却没有说提醒, 完全是多买了一张票"
232,M25****5703,2018/8/15,"水很脏, 亲眼所见工作人员往水里吐痰, 感到无语"
233,118****872,2018/9/4,"买的时候显示, 号都可以用的, 买完就是只有, 号可用, 过期了也不发信息提醒, 最差劲的一次"
234,tj007,2018/10/3,"差评, 非常差, 提前一天预定, 结果身体不好, 但完全不让退票, 而且拖了很多天都不给答复, 完全的霸王条款"
235,M60****351,2017/10/5,"只能说没有下次, 先说下我这次除了门票, 额外费用租下放东西的柜子, 大柜, 押金, 小柜, 押, 我租的是小柜当然这价钱不能算贵, 去到那些玩水的项目真心感叹中国人真多啊, 排了半个小时队动都不动一下眼看的有很多人在身边直接进去玩不用排队像贵宾一样一问才知道是可以, 人六个项目不用排队一路开挂园区各处都有卖, 怪我眼瞎没看见花了, 张所谓的贵宾玩累了喝个水屈臣氏小瓶, 脉动, 一只小小的烤鸡一只, 半只, 吃个饭那是花了高级自助餐的钱吃的快餐的东西总, 这里面不会让你自带食物的, 这就是我那晚的体验总花费, 不到所以, 你们懂的"
236,M58****516,2018/8/8,"水质很差, 回来全家过敏, 也是无语了"
237,_WeCh****941568,2018/5/25,"玩啥都要再花钱买东西, 不然就没办法玩, 很不爽"
238,205****182,2018/10/14,"水很脏, 我女儿玩了回来眼睛发炎了"
239,M26****9966,2018/7/24,"买错不能改, 客服电话不通, 通了不接, 醉了"
240,_WeCh****863232,2018/4/30,"一个字, 差, 买了六张票取票还要补几百块钱"
241,大宇哥_,2018/9/4,"买票的时候没有明, 身高, 以上不能去玩游乐设施"
242,M24****740,2018/7/19,"什么时候退给我钱, 答应的事为什么不办"
243,_CFT01****5165201,2018/8/6,"现场卖票还便宜, 退又不让退, 真心差"
244,109****317,2018/8/26,"没全退, 就一个坑, 什么垃圾玩意, 刚买, 马上退扣"
245,M32****134,2018/5/27,"才玩了两个项目就下雨, 不开心"
246,M26****1591,2018/9/23,"水太髒, 你們沒時間換還是水源不夠, 我牽引給你"
247,乐乐梨,2018/8/22,"水位一米以下, 妇女带小孩的亲子乐园, 体验一般"
248,M18****484,2018/7/30,"超级无语差的环境和服务, 千万不要再去啦"
249,M54****208,2017/9/21,"没带泳衣, 然后里面的那个泳衣专卖店要三百多一件, 太贵了, 都没玩就直接出来了"
250,琪兒77,2017/6/1,"很不好, 长隆和携程联手坑人, 我在携程网上定的, 月, 号广州长隆水上乐园, 去了之后告知我票订错了, 让我去售票窗口补差价, 结果窗口不给补差价, 理由是在网上订的, 让我们从新买票进园, 给携程联系说给退, 要收取一定的费用, 我就退订了, 后又告知不能退, 不知广州长隆和携程联手坑游客, 请大家一定注意, 小心上当受骗了, 这是教训呀, 几百块钱就这样给黑了, 这就是中国的广州长隆人和携程人, 良心太坏, 太黑课"
251,_WeCh****093035,2017/5/19,"感觉糟透了的一次游玩, 和女朋友分别订了女士票, 夜场票, 网上查夜场是, 点开始, 于是, 点就到了门口, 验票的时候两张票一起给检票员, 他验了我女朋友的票让她进去, 然后就让我在外面等, 才告诉我要五点钟才能进场, 我就想问为什么, 明明是两张票一起给你, 你让我在外面等一个小时, 让我女朋友独自一个人在里面, 这合理吗, 好, 就算票是一次性的, 那出现这种情况, 是不是可以开个, 通道, 让我和我女朋友在一起等, 我们可以, 点再开始入园游玩, 那至少别拆散一对情侣, 让一个女孩子独自在里面等了一个小时吧, 真的是又愤怒又失望, 难道长隆就是这样, 店大欺客, 没有一点人性化, 遇到问题只会照规矩来, 不懂得变通, 真是一次很差的旅行"
252,龙龙19951222,2017/8/9,"本以为携程这软件是好的, 谁知道, 这么坑人, 买三张票, 只给我发两张, 让我在门口带着朋友想进又进不完, 尴尬死了, 后面还有几千人再排队, 一晚上玩着都没什么心情, 以后都不会再上这买了"
253,M58****303,2018/4/6,"天气寒冷没有入园, 门票作废啦, 建议由于天气原因不能入园的可以退票就好了, 人性化些"
254,Emor,2017/6/11,"超级后悔, 周六夜场票, 人多的真是人挤人啊, 项目加小孩玩的一共才, 个左右, 小孩玩的大人根本玩不了, 成人的我印象中能玩的, 个这样, 排队排一个小时, 玩的东西几秒钟就完事了, 换衣服跟沐浴在一起, 沐浴需要排队, 换衣服是很多很多人一个空间, 还有大人带男孩在女换衣间, 真是醉了, 储物柜小的, 元, 大的, 元, 押金都是, 储物柜所在的地方又是另一个地方, 总之很浪费时间, 我就玩到两个项目, 真是好后悔去那里"
255,159****9882,2017/5/29,"差评, 是给携程的, 水上乐园是一大人带一, 米以下儿童免费, 可是订票时未见任何提示告知, 我订了一大一小, 号水上乐园星光夜场门票之后, 倒是, 号下午两点左右发来了消息, 说是一大一小的, 米以下儿童免费, 但要提前一天退票, 我就呵呵了, 号才通知我, 要, 号办理退票"
256,_WeCh****639649,2017/10/5,"去过, 对戴眼镜的人不好, 滑个滑梯不准戴眼镜, 还要一米五身高以上, 带个面包都要你食掉或存放才让你进去, 很垃圾"
257,M98****72,2017/8/10,"居然是骗人的说什么可以带, 米以下的小朋友, 其实不可以我还从新买票, 必须在官网买才可以"
258,_WeCh****04140,2017/5/16,携程反都是套路提现到银行根本就没到账就是一垃圾软件客服打电话来态度非常不好
259,M35****369,2018/4/7,"还好吧, 今天天气很冷, 然后说小孩子生病了却不能退票"
260,M43****845,2018/4/30,携程的服务态度非常差差差差差差差差差差差差差差差差差差差差差差差差
261,_WeCh****068524,2017/9/1,"我们是去飞鸟和水上乐园的, 大, 小买了, 张票, 结果是儿童票, 大人的要补钱, 小孩的又要另外买, 感觉被坑了"
262,_WeCh****50112,2018/4/7,"出了坑就是坑, 没什么想说的, 就这样吧"
263,_WeCh****093035,2017/5/19,"感觉糟透了的一次游玩, 和女朋友分别订了女士票, 夜场票, 网上查夜场是, 点开始, 于是, 点就到了门口, 验票的时候两张票一起给检票员, 他验了我女朋友的票让她进去, 然后就让我在外面等, 才告诉我要五点钟才能进场, 我就想问为什么, 明明是两张票一起给你, 你让我在外面等一个小时, 让我女朋友独自一个人在里面, 这合理吗, 好, 就算票是一次性的, 那出现这种情况, 是不是可以开个, 通道, 让我和我女朋友在一起等, 我们可以, 点再开始入园游玩, 那至少别拆散一对情侣, 让一个女孩子独自在里面等了一个小时吧, 真的是又愤怒又失望, 难道长隆就是这样, 店大欺客, 没有一点人性化, 遇到问题只会照规矩来, 不懂得变通, 真是一次很差的旅行"
264,大潇,2017/5/17,"提前订好了票遇到雨天确被告知不能退票, 以后还是根据实际情况现场买票比较好"
265,大潇,2017/5/17,"提前订好了票遇到雨天确被告知不能退票, 以后还是根据实际情况现场买票比较好"
266,大潇,2017/5/17,"提前订好了票遇到雨天确被告知不能退票, 以后还是根据实际情况现场买票比较好"
267,LAIGENGPING,2017/6/27,"鞋子被其他游客拿走, 真的是很垃圾, 的体验"
268,M33****778,2017/6/11,"很不理想, 买了套票说可带, 米以下儿童, 去到又说, 米以下, 有点坑"
269,320****453,2017/6/7,"这个票只能老人小孩用, 买错了不能退改, 不开心"
270,M36****066,2017/7/14,"水真的很脏, 而且有尿味, 恶心"
271,M52****321,2017/7/2,"不好玩, 以后不去了, 可能我畏高, 吓死我了"
272,Cbaby,2017/6/6,"樂園有優惠, 號, 號成日可以免費攜帶, 名, 米, 以下兒童, 我是一個星期前在攜程訂的兒童票, 結果, 號, 點多才告知有這個優惠可以退票, 但前提必須提前一天才可以處理, 我是, 號票, 如何提前一天退, 請問你們是來搞笑的嗎, 結果我電話也懶得打, 白白損失了一張兒童票給攜程, 真心第一次覺得攜程太差勁了"
273,_WeCh****13128,2017/5/19,"千万别在携程订票, 好坑"
274,320****425,2017/9/10,"没什么互动, 很早就关门了, 这个没价值"
275,_WeCh****23312,2017/5/30,"太坑人了, 差評, 去到又拿不了票"
276,谢江平,2017/8/3,"一般, 啥都收费, 限制太多也不明说"
277,139****5391,2017/7/9,"乐园很好玩, 就是买门票气死人, 我本来要定联票, 联票是两条通用的, 所以就没在意日期, 结果联票礼品卡是不能支付的, 所以我又单定门票, 结果日期忘记改了, 就生生的定错了日期, 我也没太在意, 结果到园区就发现悲催了, 日期错了不要紧, 过了日期连退都不能退了, 生生了浪费了, 张票, 一点都不便宜, 而且我到园区才发现, 在园区门口购买票比携程便宜, 以后出行象我这种马大哈的, 还是建议到园区门口买吧, 免得花冤枉钱, 虽然携程说人性点一张票反, 元, 也是划不来啊"
278,M42****423,2017/6/17,"真是无语, 下大雨还不让退票, 人家美团见天气不对立刻发短信说可以免费退票, 虽说注明不可退, 但现今社会这么不人性化的服务消费者还会买单吗, 以后不会再在携程订票了"
279,206****087,2017/6/9,"这张门票没有用, 当时指头不小小点错, 一分钟不到打电话取消都不可以, 实在吭人, 希望给用户, 分钟左右改单, 否则太不合理, 因为只要是人都有疏忽的时候"
280,文文的小棉袄,2017/9/25,"首先, 买了票, 携程不发八位数验证码给我, 然后打他们客服电话, 多条语音提示, 一直转不到人工服务, 我咨询线上客服, 让他打电话给我, 他就一直坚持让我自己打那个转来转去的客服电话, 再来终于发验证码给我了, 居然发了一个错的验证码给我, 本来, 点就可以入园玩的了, 硬生生拖了半个小时才能进去, 本来我已经想退的了, 因为在美团上看到一个, 两张的, 可是他们居然不给退的, 反正要买的自己想清楚吧, 再也不会在携程上订票了, 太差了, 怒卸"
281,曾小小,2017/6/28,"园里环境太混乱, 孩子的拖鞋一会儿就不见了, 里面的拖鞋, 一双, 强人吗, 再也不会去水上乐园玩了, 愤怒愤怒, 东西超贵, 大型娱乐设施都要, 公斤以上的人玩, 的孩子进去根本就没什么好玩的, 唯一有几个滑滑梯, 大人们也来坐, 孩子想坐还要排, 小时的队, 心情都不好了"
