,昵称,时间,评论
137,yz****202,2019/8/14,"大马戏真得真得很一般, 全程几乎没有亮点, 很烂"
138,M23****332,2019/6/25,"开演时间不明确, 开场半小时才知道时间改变了, 赶死赶命才勉强看到尾班表演, 不是就亏大了, 演出票还贵, 三岁小孩还收半票, 请问物价部门没有监管的吗, 要命"
139,M23****332,2019/6/25,"开演时间不明确, 开场半小时才知道时间改变了, 赶死赶命才勉强看到尾班表演, 不是就亏大了, 演出票还贵, 三岁小孩还收半票, 请问物价部门没有监管的吗, 要命"
140,M26****375,2018/12/8,"坑得一比, 一个不满一岁的小朋友都要买成人的票, 不知道脑子怎么想的, 酒店还建议说你一个人在外面带孩子, 另外一个进去看, 看你妹"
141,M42****234,2019/10/6,"从, 上定的票, 中间取票出了好多问题, 包括酒店的早餐, 明明定房间里包括早饭, 结果饭店里查不到, 打了携程电话, 最后给了一个, 位数字和别人的电话号码才去到票, 携程订票这次不靠谱, 可以直接找酒店订票, 千万别成, 上定长隆的票"
142,肯莫尔庆忌,2019/5/20,"感觉我的票比, 票还贵, 瞬间觉得被坑了"
143,菜芽哥,2019/7/20,"比上次来, 普通的座位只能选择两侧, 除非在加钱, 门票已经不便宜了, 不加钱只能看演员侧面, 体验很差"
144,M34****2052,2019/8/12,"太贵, 而且表演感觉不新鲜, 刺激的节目比较少, 而且很多时间都是群演在磨时间"
145,乐儿,2019/7/14,"价格怎么那么乱, 我买, 走进剧院, 这是什么意思, 点的马戏, 点半就要进剧院傻等"
146,_U2****8728,2019/5/24,"网上不能订儿童票, 害我花了大价钱买了一张成人票, 儿童可以现场补票客服也不说, 体验差"
147,M34****2052,2019/8/12,"很一般, 真心很一般, 不管是节目质量还是表演程度, 里面卖的东西超级贵, 啃得很惨"
148,M29****440,2019/8/13,"很一般, 不值这个票价, 不会推荐别人去看"
149,贝莱斯拓跋嗣,2019/8/4,"黑心啊, 赚钱没商量, 打死不会再来了"
150,xiaoxiaoyanzi,2019/8/13,"不值得, 价钱太高, 节目质量不高"
151,138****3913,2019/7/6,"管理太不到位, 心情全无, 酒店员工的失误需要我们游客自行承担责任"
152,M46****253,2019/6/17,"太差, 价格太贵, 和南京野生动物园表演一样, 南市总门票就一百多"
153,M24****262,2019/8/15,"国际马戏不值这个价钱, 观看位置也很差"
154,205****089,2019/7/14,"儿童的票价太贵, 性价比太低, 售卖道路, 玩偶太明显"
155,118****558,2019/6/28,"点错了, 在珠海, 定成广东的了, 竟然不能退"
156,小云南2018,2019/7/2,"首先, 买的是, 票, 想好一点儿的观看感受, 但是进场从, 号门一直被赶到, 号门, 而且进门开包检查那个态度真以为自己是, 警察了, 态度差的让人讨厌, 最重要的是, 并不是最好的位置, 最好的是最便宜的位子, 只要稍微早一点儿到, 坐在紫色和黄色的交界处, 所有的互动都是在那个走道, 买, 的是视觉和互动都差的位置, 提醒各位不用再浪费钱, 表演还是比较精彩的, 大部分演员是乌克兰和白俄罗斯人"
157,海畔望云山,2019/6/29,"如果光是表演本身的话, 是可以打一个高分的, 尤其对小孩子而言, 有的环节会特别有趣吧, 但对于大人来说小丑那种很老的梗啊还有机器人啊, 这些就挺没有意思的了, 动物游行有很多种, 看到了挺多动物, 不过真正涉及到猛兽的就寥寥无几, 杂技方面的话, 有的难度, 分之高, 譬如火焰之轮这个让人印象深刻, 那真正是在玩命, 然而体验最差的方面是天气这么热, 高达, 多度, 竟然没有空调, 剧院方面的吃相未免太过难看了吧, 为了卖他们那, 块钱一个的小风扇, 还有, 块钱一把的破烂团扇, 就连空调都不开, 真的几千个人在里面简直快要热死了, 浑身都是汗, 看表演的全程一直在挥扇子, 简直了, 真的毫无体验, 再好的表演也要打个三折, 再有就是比较倒霉, 背后有个熊孩子全程尖叫, 他, 是个, 根本不去制止, 那小孩就跟尖叫鸡似的, 全程在叫, 叫的耳朵都要聋了, 那声音撕心裂肺就跟嚎丧似的恶心透了, 这种不教育孩子的熊家长, 呀, 我买的是一等座, 区比较好吧, 但是, 区也还可以, 我的在第, 排, 是比较靠前的位置, 也可以有不少互动的, 离游行更是非常的近, 如果是第, 的话可以可能会被水溅到, 有的人可能会不喜欢, 如果普通座得提前很多时候进场, 至少一俩小时吧, 否则好的位置都被占光了, 我是提前一个半小时也就是, 直接进去的, 但其实毫无必要, 因为我买的是一等座, 他是对号入座的, 高级票的秩序方面也挺好, 有专人盯着, 不会让人乱坐, 可以买, 但是一定要买靠前的, 如果靠前的人卖光了, 那就真的没有必要花那个冤枉钱了, 最好问询一下售票处的人, 哦对, 杂技演员基本全是外国人, 偶尔几个中国人也就是扮演几个无足轻重的小项目, 比如跳水那个, 因为看多了跳水比赛, 对那种程度的表演并不是特别特别感冒吧, 真的, 我给这一次复婚的原因就是因为那个破空调根本不开热全程真的热热热的热像地狱一样, 那绝对不会去, 第, 次也不会推荐别人去看了, 冬天也许可以考虑吧, 但是这个地方看一次也就够了"
158,_M13****8891,2019/7/7,"本来在珠海, 结果定成可广州, 被坑死了"
159,菲比寻常,2019/2/9,"我花了, 给了我们坐位根本不是一等座"
160,M34****0181,2019/8/8,检票那里的服务态度真是差
161,M35****925,2019/1/17,"我花, 买的, 领了票写着, 元, 这是啥概念"
162,e07****53,2019/2/12,"和珠海长隆比排队秩序太乱, 太乱, 很多人加塞"
163,e08****96,2019/8/2,"携程购票体验最差的一次, 大人, 儿童, 按照携程购票提示, 先购买儿童票再购买成人票, 避免买不到票, 结果买完, 张儿童票一等座, 竟然无法购买同等成人票了, 携程也无法处理儿童票任何退票或者成人票补够等事宜, 难道要三个只有几岁的孩子自己去看, 客服让我买普通座到窗口再升级, 要是升不到级孩子怎么看, 害得我四处想办法补救, 浪费多少时间精力, 强烈建议这个门票, 携程续订, 直接去人家官网定就完了, 一样很简单, 携程这个票的订票体验很差"
164,M25****785,2019/2/7,"订单成功没有发取票短信, 我看, 里以为说是要手机尾号, 位, 结果不管输订票人还是出行人的手机尾号都取不了票, 点重发短信也一直提示错误, 春节人又多电话打不通, 害我在取票处弄了大半个小时, 结果发来的短信里显示的出行人的手机号是一串随机数字, 我定了, 张票, 发来, 个确认码和, 个出行人手机号, 我要一个一个输入取票, 别人其他平台订的多少张都可以输一个确认码和一个手机尾号全部搞定"
165,菲比寻常,2019/2/9,"太坑了, 花了, 元买的票, 给我们根本不是一等座的位置, 连个互动都看不到"
166,320****372,2019/2/1,"一般, 不觉得多好"
167,M32****827,2019/1/30,"节目没得说, 给一颗星是因为两点, 必须吐槽一下, 一是大马戏单方面推迟了半小时时间, 无法退改票, 二是购票时没有座位号, 抢座位全靠提前去排队, 现代化社会, 为什么不可以像剧场一样选座买票, 不同座位不同价位就可以了嘛, 偏要大家提早两三个小时去干等, 门口周围都是拖着孩子急吼吼奔跑的人, 花费了大量时间成本, 很差, 希望马戏城改进, 老人孩子老玩就是图个开心的, 不是为了抢座位心脏病都跑出来的"
168,志丹宝,2019/5/27,"携程上的普通座价格差不多是现场, 座, 倍, 很不愉快的体验, 太离谱了"
169,菲比寻常,2019/2/9,"我花了, 给了我们根本不是一等座的位置, 连互动都看不到"
170,205****081,2019/4/5,"差评, 票是分级的, 这种票的位置很偏要根本看不到, 你在买票时为什么不说, 宁可多加, 或是, 买另外两个位置, 可是你根本不告知, 气死了差评"
171,_WeCh****02383,2019/3/2,"现在都是服务至上了, 景区服务员, 的像上帝一样, 去了一次在也不会想去第二次了, 垃圾地方"
172,菲比寻常,2019/2/13,"坑爹, 的票只能看前面的, 中场的根本看不到"
173,飄渽雲澗,2018/6/15,"以后不用携程了, 如此明显的错误都不承认, 其他的款上都有场次时间, 只有这款没有, 买好才看到详细里场次时间, 还没办法退, 最后被告知点开须知标题上是有场次时间的, 那你们携程是觉得须知里无需要提醒场次时间了么, 总之很无语, 用了十几年的携程, 这次被恶心到了, 拜拜"
174,M29****713,2019/3/7,"差评, 系统不让买五张票, 还不能退票, 只能先买四张再买一张, 谁知道都买完了后开始买的四张背强制退票了, 只剩一张还不能退, 系统操作时间差问题, 问什么让客户承担, 哼"
175,M25****3764,2019/10/1,"比其他的网站订票价格更高, 千万不要在这上面买"
176,不知醉,2018/8/19,"去晚了点, 普通座都没个好位置, 觉得马戏演员表演和投礼品太偏心, 观众了, 必竞还是普座多于, 座, 换位思考下, 岁小朋友也要买全票, 有点不人性"
177,138****0576,2019/2/17,"还可以吧, 唯一, 差到没边, 扣四分是因为, 我们买的七点半票, 根据网友评论要五点开馆过去排队占位, 于是我们三点钟就出发, 晃悠到四点多过去检票, 告诉我现在检票五点钟场, 说当天加场五点钟, 原定七点半的推迟到八点, 直接等要三个钟, 再出景区又做不了什么事就得赶回来, 一家人风中凌乱, 然后五点十分收到, 通知说今天加场, 七点半的推迟到八点, 我谢谢你的通知了"
178,M25****785,2019/2/7,"订单成功没有发取票短信, 我看, 里以为说是要手机尾号, 位, 结果不管输订票人还是出行人的手机尾号都取不了票, 点重发短信也一直提示错误, 春节人又多电话打不通, 害我在取票处弄了大半个小时, 结果发来的短信里显示的出行人的手机号是一串随机数字, 我定了, 张票, 发来, 个确认码和, 个出行人手机号, 我要一个一个输入取票, 别人其他平台订的多少张都可以输一个确认码和一个手机尾号全部搞定"
179,M23****1308,2018/8/21,"可能希望太大, 八成是扒北京的杂技表演, 两成学迪士尼, 一大一小, 元感觉不值"
180,_M15****8288,2018/10/6,"携程坑爹啊, 花了, 到现场, 还是, 我晕"
181,yokoxi,2018/9/19,"这个评价是给携程的, 真的很糟心, 携程上选票有种斗智斗勇的感觉, 非常烧脑的事情, 这类乐园酒店同一种房型有数十种搭配组合, 有携程自营的, 有代理的, 真的是一不注意分分钟辛苦钱就不见了, 买这个套票的时候也觉得很恼火, 带着老人和孩子一共三个人, 要分三种票型来买, 大人有套票, 老人和孩子没有必须分开购买, 最后准备选择比分开购买还贵, 元的套票给老人很孩子用, 因为觉得分开买再去换票真的很麻烦, 孩子和老人用成人票这个在理论上说是没有问题的吧, 因为本来就高出原始票价, 打电话给携程咨询这个情况, 携程斩钉截铁告知不可以, 不能用, 必须分开购买, 觉得不合理又自己打电话到长隆官网去询问, 人家的答复很明确, 老人和小孩可以使用成人票, 但成人不能使用孩子的优惠票, 我问下携程上购买的成人套票孩子可以进吗, 人家确定的说肯定可以进, 又打电话跟携程确认此事, 毕竟一付就是, 一个人呀, 答复孩子绝对不可以, 我说我已经问了官方了, 携程才慢悠悠的说他们再确定一下, 这个一确定就是快到中午了, 才打电话来明确说可以用, 我气愤的是携程工作人的工作态度, 为什么不能站在客户的角度去考虑问题, 一味的死板的处理问题, 作为专业的旅游工作者, 对项目内容完全不了解, 请问携程怎么称自己是专业的, 专业在哪里, 耽误客户时间"
182,320****895,2018/10/3,差差差取票耽误时间错失好坐席
183,e16****27,2019/9/18,"一等座才, 大家千万不要在这买, 上当受骗了"
184,M28****7999,2018/8/22,"携程把门票时间打错了, 这么低级的事情让我遇见了, 我定的, 点的票, 携程后台出的八点的票, 给我打电话说可以到游客服务中心免费改时间, 结果人家根本不认携程的说法, 害得我, 点, 分到的一直等待解决结果搞到, 点才进去, 掐点进去就没有好位置了, 多块钱四张票我们去那么早还只能坐很偏僻的位置, 携程好差劲, 建议美团买"
185,D17****461,2018/8/20,"在携程买了, 张一等票, 每张, 元, 到长隆马戏剧场工作人员不让我们坐一等票的位置, 说他们没有授权电商, 但是携程, 下单时显示一等票, 长隆马戏现场买票普通票, 元, 一等票, 元, 不知携程要做何解释, 应该退还我每张, 元, 按长隆原价门票计算, 希望尽快解决, 以免后面的顾客同样遭遇"
186,110****209,2018/10/6,"差评, 我买了, 张, 场马戏, 结果给我出票成, 张, 点场和, 张, 点场, 电话找携程更改电话也一直有问题, 并且严重延误观看时间, 导致入场只有比较差的座位, 非常糟糕, 差到极致的一次购票, 以后不会首选携程了, 价格比其他平台高, 服务还那么差"
187,yokoxi,2018/9/17,"最可气的一次体验, 在携程上订票, 孩子和老年人没有套票优惠, 为了方便就选择了成人套系, 之前打电话给携程说成人套系不支持老人和孩子, 拜托, 怎么可能, 明明还要贵一些, 后来直接给长隆官方打电话, 明确告知, 成人套系孩子和老人可以用, 反过来儿童和老人的成人不能用, 这个很合理, 又回拨给携程, 还是告知买成人票儿童进不了园, 必需分开买, 百思不得其解, 杠上了, 直接对这个事情进行了投诉, 过了半天给予回复, 儿童可以使用成人票, 拜托, 这个是很简单的道理对不对, 我也只是为了方便选择而已, 带着老人孩子真的不想花太多时间在买票换票上, 这种套票虽然贵点但方便, 这个事情说明携程虽然作为专业旅游网站, 但客服的素质参差不齐, 有时候过于死板, 不愿意为了客服去解决问题"
188,320****895,2018/10/3,"首先, 国际大马戏很精彩, 必须看一次, 其次, 说说携程订票的事吧, 买了三张票, 晚上八点场, 上午在酒店大厅取票, 按照携程给我发的短信码, 因为之前没去过所以不知道取票码几位数, 系统提示取票码位数不对, 后来六点多去大马戏门口自动取, 还是这个问题, 找工作人员, 他们说携程给你发的取票码呢, 我说除了这个没有了, 他说赶紧找客服, 我打了携程电话问询, 告诉我三个取票码和一个手机后四位, 这些之前从来没发过信息也没告知, 再次尝试, 其中两个可以一个不行, 又打客服, 发了验证码, 终于可以进场了, 这个时候已经七点多了, 本身我是长隆酒店客户, 有酒店, 坐席, 但是就是取票耽误了一个小时, 全部满了, 只能坐在边上, 我想问携程为什么不提前告知取票码, 这次出行多半是携程定的, 一部分是长隆官网定的, 真的差太多了, 差评差评, 以后再也不携程定了"
189,205****077,2018/8/2,"太差了, 想着带孩子去看马戏团的, 结果只有杂技表演, 唯一的动物就是一头熊出来跳了圈圈, 没有其他动物表演了, 长颈鹿和老虎也就是拉出来溜溜就回去了, 剩下的就是歪果仁表演的风火轮和摩托车与弹跳床节目, 一点都不适合小孩子去看, 特别不推荐"
190,205****077,2018/8/2,"差到无敌, 婴幼儿跟大人同等票费, 表演内容多数无聊, 根本就不是马戏团, 而是杂技团, 带小孩子去, 都不适合小孩看, 四个大人, 两个孩子, 四百五一张票, 一共浪费了好几千块钱, 一个半小时, 真的不值得去看, 以后再也不会去了, 也不推荐"
191,D17****461,2018/8/14,"在携程买了一等票, 大马戏这边不承认, 说是普通票, 不让我们坐一等票的位置, 票上价钱是一等票的价钱, 为什么这样"
192,M29****3223,2018/10/2,"预定, 张票, 只给我一张, 客服态度极差, 工人人员不解决问题, 还不给退票, 在此呼吁大家, 定票去官方渠道定, 不要去团购, 最后说, 个字, 真的是差差差"
193,_WeCh****533611,2017/12/15,"场面很大, 但是总体来说对于价格来说并没有太多惊喜, 现场看了下, 一等座位置也离演出舞台有不近的距离, 除非, 票会比较震撼, 其他的普通票就是一般感觉, 因为带着孩子看过其他马戏演出, 觉得名气大于实际效果, 如果真的追求现场感受, 就别考虑价格直接买最贵的票, 如果坐在舞台正面水池的前面, 会震撼很多, 另外, 老虎和狮子是龙套, 只是露脸而已"
194,独孤败,2018/6/29,"差评, 极度不负责任, 漏发了取票凭证码和手机尾号, 电话联系要求抓紧发短信, 服务人员极度不耐烦, 直接导致耽误取票近一个小时, 进场后座位只能是最后面了"
195,独孤败,2018/6/29,"差评, 极度不负责任, 漏发了取票凭证码和手机尾号, 联系客服要求抓紧发时, 语气极不耐烦, 直接导致取票耽误近一小时, 入场只能坐最后的位置"
196,M25****0840,2018/8/20,"辣鸡网站, 首页明明订的是晚上八点的票, 交钱了给我发的五点的大马戏, 白天野生动物园只逛了两三个小时就得赶过去了, 坑人的很, 购买时大家一定看好了"
197,_WeCh****28145,2018/8/15,"窗口也卖, 携程卖, 我用了优惠券才和窗口一样"
198,m33****05,2018/8/11,"根本就不能暑期带孩子来, 热得不行, 排队挨晒, 票价还上浮, 主要是人物表演, 动物互动太少, 谈不上马戏"
199,M27****9181,2018/8/10,"评价的不是大马戏, 大马戏还是不错的, 评价的是欢乐世界, 下暴雨不能玩, 还以没闭园为由收取, 退票费, 烂"
200,露西丫,2017/6/28,"马戏团里的动物们多么的可怜, 不是说马戏团的工作人员不好, 而是对动物们来说这都是痛苦"
201,随心所遇见你,2018/5/21,"班機晚點, 點才到, 門票提前一天就不辦理退票, 浪費時間, 金錢"
202,ls****j,2018/11/29,"广州珠海都有大马戏, 订错了, 以为是珠海的, 又不能退, 白白浪费了, 客服也不给处理, 一分钱都不让退"
203,_M18****7457,2018/8/20,"携程买票坑爹, 到长隆酒店买便宜好多, 普通座随便坐, 这价位直接现场买一等座了"
204,_M13****4209,2018/8/4,"比驴妈妈一张票贵, 元, 后悔没在天猫买票, 携程太吭人了"
205,_WeCh****06027,2017/8/21,"携程真的让我很无语, 先是把我的出行订票信息发给了别人, 然后我明明看了套票费用包含里面写的很清楚大马戏时间, 或, 才订的票, 结果到那以后说, 的场次取消了, 携程却没有给我任何通知, 可我们订了, 点的高铁回家, 没办法看了, 携程却不承担责任, 说是订的就是, 的票, 还好当时订票时我截屏保存了, 发给她们工作人员, 却还是不认账, 让我承担损失, 太烂了"
206,M25****6309,2018/7/24,"第一次看惊艳, 这是第二次再来, 节目重合度高, 演员很尽力"
207,木易天天飞,2018/5/2,"太坑, 还有更优惠的浪费我"
208,_m13****5399,2018/8/8,"比较普通, 不值得这个票价, 没什么新意"
209,M29****5819,2018/10/21,"不好的不值这个钱, 不建议去看"
210,tongchao710,2019/7/16,"比, 的价格贵了, 多, 实在不爽, 再不用携程了"
211,M25****388,2017/5/31,"取票时间很不人性化, 我定, 点要求, 点之前取票又不能退款, 打客服电话第一次, 分钟回电话不小心挂断, 我在次打客服电话, 次, 点才回我电话, 差一点就没有去我定了, 张票费用谁认, 我去了后才知道景区随时都可以取票, 不像网上说的, 点之前取票"
212,M43****976,2018/1/20,"由于飞机机械故障, 导致我未能及时取票, 携程分文未退, 不是我人为因素造成的后果, 我觉得不能退票不合理"
213,M19****139,2018/1/19,"大家自己要注意, 订票时间错了, 不能退换, 我就是不认真, 大家要引以为戒, 不过不用在携程订, 到了再订也很方便, 有可能还便宜"
214,戴利城史思明,2018/2/20,"烂, 订了长隆酒店当晚住宿, 演出票的时间居然是下午, 点开始, 订购界面也不标示清楚, 以为是晚上, 点的演出, 到了酒店晚上的票也都卖完了"
215,享受T生活,2018/2/18,"人多的要死, 一个项目排两个小时"
216,_WeCh****125331,2018/2/16,"需要提前一小时去占座位, 最好是住酒店, 享受, 待遇, 这样可以占个好位置, 去的太迟了, 坐在靠边的位置观看, 什么也看不到, 还不如不看了"
217,_WeCh****00040,2018/1/16,"不支持改退, 不人性化, 不建议购买"
218,hie****hao,2018/2/18,"一个小时才取到的票, 只能坐在最最角落里, 打电话客服各种推脱, 因为不能给零颗星, 所以给了一颗"
219,133****2911,2018/5/2,"哎我们两个大人两个小孩, 小宝两岁, 吓得直哭, 我和小宝都没看两张票浪费了, 婴儿和大人票价一样"
220,139****0624,2018/1/27,"买错了, 我在珠海买的是广州的, 提醒大家注意"
221,在路上,2018/1/13,"这个马戏值得一看, 但是携程的票贵了, 住酒店可以打九折, 到现场买比携程便宜, 住店的客人大家不要在携程上买了"
222,188****2566,2018/3/23,"因为行程改变, 下单不到, 分钟要求退款, 死活不给退, 和携程来来, 交涉好几天, 赔了, 礼品券, 活生生, 大洋作废"
223,夜寐,2018/1/8,"马戏很好, 但是半岁小孩都要收费, 太坑了"
224,M42****63,2018/2/20,"千万别从携程订票, 显示预定完的票实际现场有售, 严重误导你买了时间较差的票"
225,_WeCh****51669,2018/3/3,"去晚了, 坐的位置很差, 节目表演只会照顾到, 区域的观众, 旁边的根本没办法看"
226,E26****58,2017/8/27,"很一般, 马戏内容单调乏味, 价格高"
227,M26****7994,2018/5/3,"比在现在买门票还贵, 元, 啃人"
228,206****297,2018/2/22,"差评, 因为高速堵车无法按时赶到, 票不给该退改"
229,风雨相随8799,2018/1/28,"订错了也不给退, 差差差差差差差差"
230,tongchao710,2019/7/16,"比, 的价格贵了, 多, 实在不爽, 再不用携程了"
231,_CFT0****5024,2017/5/13,"在携程上买了三张票, 结果只发给我两个验证码, 取票取了半天只有两张票, 找工作人员也弄了半个小时, 最后还是检票口的小伙帮我重新弄好的, 原来其中一个验证码可以生成两张票, 携程你耍我是吧, 你的服务在哪里, 不可以提醒一下吗, 本来好好的出行被弄得心情糟糕, 不会再用了"
232,Jenny,2019/2/9,"这, 就是一, 我非常气愤, 完全颠覆我之前对, 的印象, 以后能不从, 订购的, 我一定不会再从, 订购, 我也不会推荐我身边人的"
233,M73****55,2017/8/10,"很生气的订单, 两点取消了, 服务跟不上, 我三张票都没有取消, 白花了三张票, 差评差评差评"
234,M71****21,2017/7/19,"差到家, 只有一个档还位置不好, 很生气"
235,kw****s,2016/7/1,"坑子乐园, 白痴一样的安检, 脑残的售票, 单亲家庭死爸爸或者死妈妈的人订出来的亲子套票, 只能一拖一, 门口身高尺做假, 没有, 的身高强行按照, 以上计算, 强行要求补差, 补差价格还是不按照票面价格来, 说必须按代理结算价格补差, 进入剧院之后各种推销各种收费"
236,_YX1****387,2016/8/13,"的是欢乐世界和大马戏联票, 欢乐世界真的没什么可玩的, 里面的工作人员那叫奇葩, 除了奇葩, 我无法再找其余的词来形容, 来长隆这几天, 整个感受就是各种奇葩, 国内的度假村要赶上迪士尼, 虽然收费已经赶上, 但是趣味性和服务还需要很长时间"
237,M41****020,2016/7/19,"我对于马戏的水平绝无质疑, 非常精彩, 演员配合完美, 视觉效果也毫不含糊, 但是有一点实在太影响观感了, 必须差评, 音响实在是太响了, 大概有多响呢, 提前一点离场走几十米外, 听到的声音才大约是坐在一般电影院中央的响度, 观马戏时坐在, 区最后一排, 基本响到全程必须捂死耳朵, 很难想象坐在更前面是怎样的折磨, 简直伤害听力, 虽然有的节目声音稍微小一点, 但是过不一会就会突然来一声巨响吸引注意力, 所以也没敢挪开过手, 不但响, 低音太轰, 也震得很难受, 照相貌似不限制然而全程捂耳, 没手照相, 以上内容我也写给意见箱了, 强烈希望改善, 杂技为主, 动物表演内容比较简单, 出于人道主义考虑, 强迫动物表演过于复杂的动作可能也不太妥当, 但如果带孩子并且孩子看见动物就兴奋, 对杂技不感冒, 强烈建议不如去动物园或飞鸟园, 那里的动物表演节目也更有趣, 最后吐槽座位, 暑假平时提前一小时去就已经只剩侧面的座位了, 正中央最好的, 位置收额外费用太高, 坐不满, 感觉很浪费资源, 稍微好一点的位置有一两个空座位, 上面就扔个空宝特瓶, 坐旁边的非说是有人占了, 还不是一伙的人, 刚走了, 一会还回来, 光是找座位就已经严重影响心情"
238,288****959,2014/1/28,"这个真心是最不值得去的一个地方, 票贵到死不止, 进去了还要分, 座位, 加价, 晚一点坐偏点远点都没心情看了, 一条荧光棒卖, 坑爹啊, 表演也不好看, 原本期待环球摩托和炮打飞人的, 看了后一点兴致都没了, 环球摩托在广州动物园就有的看了, 还是免费的, 其他一些表演在欢乐世界就有的看, 看得更清楚更好看"
239,天马行空01,2016/11/5,"非常精彩, 表演非常刺激好看, 门票位置除了, 位置都可以坐, 所以要早点过去, 可以坐到比较好的观赏价值"
240,e21****20,2016/11/18,"感觉不值票价, 不如长隆其他景点好玩, 整场表演看下来, 亮点不多, 时间才一个半小时, 也没有特别多有意思的动物表演"
241,天马行空01,2016/11/5,"动物园很大, 设计很合理, 还有科普教育, 小孩子看后很长见识, 马戏表演非常精彩, 表演非常刺激好看, 门票位置除了, 位置都可以坐, 所以要早点过去, 可以坐到比较好的观赏价值"
242,人生宛如初见,2014/6/6,"景点不错, 携程的服务极差, 不值得推荐, 建议今后再也不要用了"
